mix_id,R,f_FA,yCO2,w_SS,w_b,cement_mass_g,flyash_mass_g,gangue_mass_g,water_mass_g,sodium_silicate_mass_g,total_mass_g
MIX_0606,0.300000,0.500000,0.200000,0.050000,1.700000,15.000000,15.000000,100.000000,47.037053,9.526316,186.563368
MIX_0607,0.300000,0.500000,0.200000,0.050000,2.000000,15.000000,15.000000,100.000000,55.840000,10.000000,195.840000
MIX_0608,0.300000,0.500000,0.250000,0.020000,1.100000,15.000000,15.000000,100.000000,31.616163,3.326531,164.942694
MIX_0609,0.300000,0.500000,0.250000,0.020000,1.400000,15.000000,15.000000,100.000000,40.539755,3.510204,174.049959
MIX_0610,0.300000,0.500000,0.250000,0.020000,1.700000,15.000000,15.000000,100.000000,49.463347,3.693878,183.157224
MIX_0611,0.300000,0.500000,0.250000,0.020000,2.000000,15.000000,15.000000,100.000000,58.386939,3.877551,192.264490
MIX_0612,0.300000,0.500000,0.250000,0.030000,1.100000,15.000000,15.000000,100.000000,30.902845,5.041237,165.944082
MIX_0613,0.300000,0.500000,0.250000,0.030000,1.400000,15.000000,15.000000,100.000000,39.787052,5.319588,175.106639
MIX_0614,0.300000,0.500000,0.250000,0.030000,1.700000,15.000000,15.000000,100.000000,48.671258,5.597938,184.269196
MIX_0615,0.300000,0.500000,0.250000,0.030000,2.000000,15.000000,15.000000,100.000000,57.555464,5.876289,193.431753
MIX_0616,0.300000,0.500000,0.250000,0.040000,1.100000,15.000000,15.000000,100.000000,30.174667,6.791667,166.966333
MIX_0617,0.300000,0.500000,0.250000,0.040000,1.400000,15.000000,15.000000,100.000000,39.018667,7.166667,176.185333
MIX_0618,0.300000,0.500000,0.250000,0.040000,1.700000,15.000000,15.000000,100.000000,47.862667,7.541667,185.404333
MIX_0619,0.300000,0.500000,0.250000,0.040000,2.000000,15.000000,15.000000,100.000000,56.706667,7.916667,194.623333
MIX_0620,0.300000,0.500000,0.250000,0.050000,1.100000,15.000000,15.000000,100.000000,29.431158,8.578947,168.010105
MIX_0621,0.300000,0.500000,0.250000,0.050000,1.400000,15.000000,15.000000,100.000000,38.234105,9.052632,177.286737
MIX_0622,0.300000,0.500000,0.250000,0.050000,1.700000,15.000000,15.000000,100.000000,47.037053,9.526316,186.563368
MIX_0623,0.300000,0.500000,0.250000,0.050000,2.000000,15.000000,15.000000,100.000000,55.840000,10.000000,195.840000
MIX_0624,0.300000,0.500000,0.300000,0.020000,1.100000,15.000000,15.000000,100.000000,31.616163,3.326531,164.942694
MIX_0625,0.300000,0.500000,0.300000,0.020000,1.400000,15.000000,15.000000,100.000000,40.539755,3.510204,174.049959
MIX_0626,0.300000,0.500000,0.300000,0.020000,1.700000,15.000000,15.000000,100.000000,49.463347,3.693878,183.157224
MIX_0627,0.300000,0.500000,0.300000,0.020000,2.000000,15.000000,15.000000,100.000000,58.386939,3.877551,192.264490
MIX_0628,0.300000,0.500000,0.300000,0.030000,1.100000,15.000000,15.000000,100.000000,30.902845,5.041237,165.944082
MIX_0629,0.300000,0.500000,0.300000,0.030000,1.400000,15.000000,15.000000,100.000000,39.787052,5.319588,175.106639
MIX_0630,0.300000,0.500000,0.300000,0.030000,1.700000,15.000000,15.000000,100.000000,48.671258,5.597938,184.269196
MIX_0631,0.300000,0.500000,0.300000,0.030000,2.000000,15.000000,15.000000,100.000000,57.555464,5.876289,193.431753
MIX_0632,0.300000,0.500000,0.300000,0.040000,1.100000,15.000000,15.000000,100.000000,30.174667,6.791667,166.966333
MIX_0633,0.300000,0.500000,0.300000,0.040000,1.400000,15.000000,15.000000,100.000000,39.018667,7.166667,176.185333
MIX_0634,0.300000,0.500000,0.300000,0.040000,1.700000,15.000000,15.000000,100.000000,47.862667,7.541667,185.404333
MIX_0635,0.300000,0.500000,0.300000,0.040000,2.000000,15.000000,15.000000,100.000000,56.706667,7.916667,194.623333
MIX_0636,0.300000,0.500000,0.300000,0.050000,1.100000,15.000000,15.000000,100.000000,29.431158,8.578947,168.010105
MIX_0637,0.300000,0.500000,0.300000,0.050000,1.400000,15.000000,15.000000,100.000000,38.234105,9.052632,177.286737
MIX_0638,0.300000,0.500000,0.300000,0.050000,1.700000,15.000000,15.000000,100.000000,47.037053,9.526316,186.563368
MIX_0639,0.300000,0.500000,0.300000,0.050000,2.000000,15.000000,15.000000,100.000000,55.840000,10.000000,195.840000
MIX_0640,0.300000,0.500000,0.350000,0.020000,1.100000,15.000000,15.000000,100.000000,31.616163,3.326531,164.942694
MIX_0641,0.300000,0.500000,0.350000,0.020000,1.400000,15.000000,15.000000,100.000000,40.539755,3.510204,174.049959
MIX_0642,0.300000,0.500000,0.350000,0.020000,1.700000,15.000000,15.000000,100.000000,49.463347,3.693878,183.157224
MIX_0643,0.300000,0.500000,0.350000,0.020000,2.000000,15.000000,15.000000,100.000000,58.386939,3.877551,192.264490
MIX_0644,0.300000,0.500000,0.350000,0.030000,1.100000,15.000000,15.000000,100.000000,30.902845,5.041237,165.944082
MIX_0645,0.300000,0.500000,0.350000,0.030000,1.400000,15.000000,15.000000,100.000000,39.787052,5.319588,175.106639
MIX_0646,0.300000,0.500000,0.350000,0.030000,1.700000,15.000000,15.000000,100.000000,48.671258,5.597938,184.269196
MIX_0647,0.300000,0.500000,0.350000,0.030000,2.000000,15.000000,15.000000,100.000000,57.555464,5.876289,193.431753
MIX_0648,0.300000,0.500000,0.350000,0.040000,1.100000,15.000000,15.000000,100.000000,30.174667,6.791667,166.966333
MIX_0649,0.300000,0.500000,0.350000,0.040000,1.400000,15.000000,15.000000,100.000000,39.018667,7.166667,176.185333
MIX_0650,0.300000,0.500000,0.350000,0.040000,1.700000,15.000000,15.000000,100.000000,47.862667,7.541667,185.404333
MIX_0651,0.300000,0.500000,0.350000,0.040000,2.000000,15.000000,15.000000,100.000000,56.706667,7.916667,194.623333
MIX_0652,0.300000,0.500000,0.350000,0.050000,1.100000,15.000000,15.000000,100.000000,29.431158,8.578947,168.010105
MIX_0653,0.300000,0.500000,0.350000,0.050000,1.400000,15.000000,15.000000,100.000000,38.234105,9.052632,177.286737
MIX_0654,0.300000,0.500000,0.350000,0.050000,1.700000,15.000000,15.000000,100.000000,47.037053,9.526316,186.563368
MIX_0655,0.300000,0.500000,0.350000,0.050000,2.000000,15.000000,15.000000,100.000000,55.840000,10.000000,195.840000
MIX_0656,0.300000,0.500000,0.400000,0.020000,1.100000,15.000000,15.000000,100.000000,31.616163,3.326531,164.942694
MIX_0657,0.300000,0.500000,0.400000,0.020000,1.400000,15.000000,15.000000,100.000000,40.539755,3.510204,174.049959
MIX_0658,0.300000,0.500000,0.400000,0.020000,1.700000,15.000000,15.000000,100.000000,49.463347,3.693878,183.157224
MIX_0659,0.300000,0.500000,0.400000,0.020000,2.000000,15.000000,15.000000,100.000000,58.386939,3.877551,192.264490
MIX_0660,0.300000,0.500000,0.400000,0.030000,1.100000,15.000000,15.000000,100.000000,30.902845,5.041237,165.944082
MIX_0661,0.300000,0.500000,0.400000,0.030000,1.400000,15.000000,15.000000,100.000000,39.787052,5.319588,175.106639
MIX_0662,0.300000,0.500000,0.400000,0.030000,1.700000,15.000000,15.000000,100.000000,48.671258,5.597938,184.269196
MIX_0663,0.300000,0.500000,0.400000,0.030000,2.000000,15.000000,15.000000,100.000000,57.555464,5.876289,193.431753
MIX_0664,0.300000,0.500000,0.400000,0.040000,1.100000,15.000000,15.000000,100.000000,30.174667,6.791667,166.966333
MIX_0665,0.300000,0.500000,0.400000,0.040000,1.400000,15.000000,15.000000,100.000000,39.018667,7.166667,176.185333
MIX_0666,0.300000,0.500000,0.400000,0.040000,1.700000,15.000000,15.000000,100.000000,47.862667,7.541667,185.404333
MIX_0667,0.300000,0.500000,0.400000,0.040000,2.000000,15.000000,15.000000,100.000000,56.706667,7.916667,194.623333
MIX_0668,0.300000,0.500000,0.400000,0.050000,1.100000,15.000000,15.000000,100.000000,29.431158,8.578947,168.010105
MIX_0669,0.300000,0.500000,0.400000,0.050000,1.400000,15.000000,15.000000,100.000000,38.234105,9.052632,177.286737
MIX_0670,0.300000,0.500000,0.400000,0.050000,1.700000,15.000000,15.000000,100.000000,47.037053,9.526316,186.563368
MIX_0671,0.300000,0.500000,0.400000,0.050000,2.000000,15.000000,15.000000,100.000000,55.840000,10.000000,195.840000
MIX_0672,0.300000,0.600000,0.000000,0.020000,1.100000,12.000000,18.000000,100.000000,31.616163,3.326531,164.942694
MIX_0673,0.300000,0.600000,0.000000,0.020000,1.400000,12.000000,18.000000,100.000000,40.539755,3.510204,174.049959
MIX_0674,0.300000,0.600000,0.000000,0.020000,1.700000,12.000000,18.000000,100.000000,49.463347,3.693878,183.157224
MIX_0675,0.300000,0.600000,0.000000,0.020000,2.000000,12.000000,18.000000,100.000000,58.386939,3.877551,192.264490
MIX_0676,0.300000,0.600000,0.000000,0.030000,1.100000,12.000000,18.000000,100.000000,30.902845,5.041237,165.944082
MIX_0677,0.300000,0.600000,0.000000,0.030000,1.400000,12.000000,18.000000,100.000000,39.787052,5.319588,175.106639
MIX_0678,0.300000,0.600000,0.000000,0.030000,1.700000,12.000000,18.000000,100.000000,48.671258,5.597938,184.269196
MIX_0679,0.300000,0.600000,0.000000,0.030000,2.000000,12.000000,18.000000,100.000000,57.555464,5.876289,193.431753
MIX_0680,0.300000,0.600000,0.000000,0.040000,1.100000,12.000000,18.000000,100.000000,30.174667,6.791667,166.966333
MIX_0681,0.300000,0.600000,0.000000,0.040000,1.400000,12.000000,18.000000,100.000000,39.018667,7.166667,176.185333
MIX_0682,0.300000,0.600000,0.000000,0.040000,1.700000,12.000000,18.000000,100.000000,47.862667,7.541667,185.404333
MIX_0683,0.300000,0.600000,0.000000,0.040000,2.000000,12.000000,18.000000,100.000000,56.706667,7.916667,194.623333
MIX_0684,0.300000,0.600000,0.000000,0.050000,1.100000,12.000000,18.000000,100.000000,29.431158,8.578947,168.010105
MIX_0685,0.300000,0.600000,0.000000,0.050000,1.400000,12.000000,18.000000,100.000000,38.234105,9.052632,177.286737
MIX_0686,0.300000,0.600000,0.000000,0.050000,1.700000,12.000000,18.000000,100.000000,47.037053,9.526316,186.563368
MIX_0687,0.300000,0.600000,0.000000,0.050000,2.000000,12.000000,18.000000,100.000000,55.840000,10.000000,195.840000
MIX_0688,0.300000,0.600000,0.150000,0.020000,1.100000,12.000000,18.000000,100.000000,31.616163,3.326531,164.942694
MIX_0689,0.300000,0.600000,0.150000,0.020000,1.400000,12.000000,18.000000,100.000000,40.539755,3.510204,174.049959
MIX_0690,0.300000,0.600000,0.150000,0.020000,1.700000,12.000000,18.000000,100.000000,49.463347,3.693878,183.157224
MIX_0691,0.300000,0.600000,0.150000,0.020000,2.000000,12.000000,18.000000,100.000000,58.386939,3.877551,192.264490
MIX_0692,0.300000,0.600000,0.150000,0.030000,1.100000,12.000000,18.000000,100.000000,30.902845,5.041237,165.944082
MIX_0693,0.300000,0.600000,0.150000,0.030000,1.400000,12.000000,18.000000,100.000000,39.787052,5.319588,175.106639
MIX_0694,0.300000,0.600000,0.150000,0.030000,1.700000,12.000000,18.000000,100.000000,48.671258,5.597938,184.269196
MIX_0695,0.300000,0.600000,0.150000,0.030000,2.000000,12.000000,18.000000,100.000000,57.555464,5.876289,193.431753
MIX_0696,0.300000,0.600000,0.150000,0.040000,1.100000,12.000000,18.000000,100.000000,30.174667,6.791667,166.966333
MIX_0697,0.300000,0.600000,0.150000,0.040000,1.400000,12.000000,18.000000,100.000000,39.018667,7.166667,176.185333
MIX_0698,0.300000,0.600000,0.150000,0.040000,1.700000,12.000000,18.000000,100.000000,47.862667,7.541667,185.404333
MIX_0699,0.300000,0.600000,0.150000,0.040000,2.000000,12.000000,18.000000,100.000000,56.706667,7.916667,194.623333
MIX_0700,0.300000,0.600000,0.150000,0.050000,1.100000,12.000000,18.000000,100.000000,29.431158,8.578947,168.010105
MIX_0701,0.300000,0.600000,0.150000,0.050000,1.400000,12.000000,18.000000,100.000000,38.234105,9.052632,177.286737
MIX_0702,0.300000,0.600000,0.150000,0.050000,1.700000,12.000000,18.000000,100.000000,47.037053,9.526316,186.563368
MIX_0703,0.300000,0.600000,0.150000,0.050000,2.000000,12.000000,18.000000,100.000000,55.840000,10.000000,195.840000
MIX_0704,0.300000,0.600000,0.200000,0.020000,1.100000,12.000000,18.000000,100.000000,31.616163,3.326531,164.942694
MIX_0705,0.300000,0.600000,0.200000,0.020000,1.400000,12.000000,18.000000,100.000000,40.539755,3.510204,174.049959
MIX_0706,0.300000,0.600000,0.200000,0.020000,1.700000,12.000000,18.000000,100.000000,49.463347,3.693878,183.157224
MIX_0707,0.300000,0.600000,0.200000,0.020000,2.000000,12.000000,18.000000,100.000000,58.386939,3.877551,192.264490
MIX_0708,0.300000,0.600000,0.200000,0.030000,1.100000,12.000000,18.000000,100.000000,30.902845,5.041237,165.944082
MIX_0709,0.300000,0.600000,0.200000,0.030000,1.400000,12.000000,18.000000,100.000000,39.787052,5.319588,175.106639
MIX_0710,0.300000,0.600000,0.200000,0.030000,1.700000,12.000000,18.000000,100.000000,48.671258,5.597938,184.269196
MIX_0711,0.300000,0.600000,0.200000,0.030000,2.000000,12.000000,18.000000,100.000000,57.555464,5.876289,193.431753
MIX_0712,0.300000,0.600000,0.200000,0.040000,1.100000,12.000000,18.000000,100.000000,30.174667,6.791667,166.966333
MIX_0713,0.300000,0.600000,0.200000,0.040000,1.400000,12.000000,18.000000,100.000000,39.018667,7.166667,176.185333
MIX_0714,0.300000,0.600000,0.200000,0.040000,1.700000,12.000000,18.000000,100.000000,47.862667,7.541667,185.404333
MIX_0715,0.300000,0.600000,0.200000,0.040000,2.000000,12.000000,18.000000,100.000000,56.706667,7.916667,194.623333
MIX_0716,0.300000,0.600000,0.200000,0.050000,1.100000,12.000000,18.000000,100.000000,29.431158,8.578947,168.010105
MIX_0717,0.300000,0.600000,0.200000,0.050000,1.400000,12.000000,18.000000,100.000000,38.234105,9.052632,177.286737
MIX_0718,0.300000,0.600000,0.200000,0.050000,1.700000,12.000000,18.000000,100.000000,47.037053,9.526316,186.563368
MIX_0719,0.300000,0.600000,0.200000,0.050000,2.000000,12.000000,18.000000,100.000000,55.840000,10.000000,195.840000
MIX_0720,0.300000,0.600000,0.250000,0.020000,1.100000,12.000000,18.000000,100.000000,31.616163,3.326531,164.942694
MIX_0721,0.300000,0.600000,0.250000,0.020000,1.400000,12.000000,18.000000,100.000000,40.539755,3.510204,174.049959
MIX_0722,0.300000,0.600000,0.250000,0.020000,1.700000,12.000000,18.000000,100.000000,49.463347,3.693878,183.157224
MIX_0723,0.300000,0.600000,0.250000,0.020000,2.000000,12.000000,18.000000,100.000000,58.386939,3.877551,192.264490
MIX_0724,0.300000,0.600000,0.250000,0.030000,1.100000,12.000000,18.000000,100.000000,30.902845,5.041237,165.944082
MIX_0725,0.300000,0.600000,0.250000,0.030000,1.400000,12.000000,18.000000,100.000000,39.787052,5.319588,175.106639
MIX_0726,0.300000,0.600000,0.250000,0.030000,1.700000,12.000000,18.000000,100.000000,48.671258,5.597938,184.269196
MIX_0727,0.300000,0.600000,0.250000,0.030000,2.000000,12.000000,18.000000,100.000000,57.555464,5.876289,193.431753
MIX_0728,0.300000,0.600000,0.250000,0.040000,1.100000,12.000000,18.000000,100.000000,30.174667,6.791667,166.966333
MIX_0729,0.300000,0.600000,0.250000,0.040000,1.400000,12.000000,18.000000,100.000000,39.018667,7.166667,176.185333
MIX_0730,0.300000,0.600000,0.250000,0.040000,1.700000,12.000000,18.000000,100.000000,47.862667,7.541667,185.404333
MIX_0731,0.300000,0.600000,0.250000,0.040000,2.000000,12.000000,18.000000,100.000000,56.706667,7.916667,194.623333
MIX_0732,0.300000,0.600000,0.250000,0.050000,1.100000,12.000000,18.000000,100.000000,29.431158,8.578947,168.010105
MIX_0733,0.300000,0.600000,0.250000,0.050000,1.400000,12.000000,18.000000,100.000000,38.234105,9.052632,177.286737
MIX_0734,0.300000,0.600000,0.250000,0.050000,1.700000,12.000000,18.000000,100.000000,47.037053,9.526316,186.563368
MIX_0735,0.300000,0.600000,0.250000,0.050000,2.000000,12.000000,18.000000,100.000000,55.840000,10.000000,195.840000
MIX_0736,0.300000,0.600000,0.300000,0.020000,1.100000,12.000000,18.000000,100.000000,31.616163,3.326531,164.942694
MIX_0737,0.300000,0.600000,0.300000,0.020000,1.400000,12.000000,18.000000,100.000000,40.539755,3.510204,174.049959
MIX_0738,0.300000,0.600000,0.300000,0.020000,1.700000,12.000000,18.000000,100.000000,49.463347,3.693878,183.157224
MIX_0739,0.300000,0.600000,0.300000,0.020000,2.000000,12.000000,18.000000,100.000000,58.386939,3.877551,192.264490
MIX_0740,0.300000,0.600000,0.300000,0.030000,1.100000,12.000000,18.000000,100.000000,30.902845,5.041237,165.944082
MIX_0741,0.300000,0.600000,0.300000,0.030000,1.400000,12.000000,18.000000,100.000000,39.787052,5.319588,175.106639
MIX_0742,0.300000,0.600000,0.300000,0.030000,1.700000,12.000000,18.000000,100.000000,48.671258,5.597938,184.269196
MIX_0743,0.300000,0.600000,0.300000,0.030000,2.000000,12.000000,18.000000,100.000000,57.555464,5.876289,193.431753
MIX_0744,0.300000,0.600000,0.300000,0.040000,1.100000,12.000000,18.000000,100.000000,30.174667,6.791667,166.966333
MIX_0745,0.300000,0.600000,0.300000,0.040000,1.400000,12.000000,18.000000,100.000000,39.018667,7.166667,176.185333
MIX_0746,0.300000,0.600000,0.300000,0.040000,1.700000,12.000000,18.000000,100.000000,47.862667,7.541667,185.404333
MIX_0747,0.300000,0.600000,0.300000,0.040000,2.000000,12.000000,18.000000,100.000000,56.706667,7.916667,194.623333
MIX_0748,0.300000,0.600000,0.300000,0.050000,1.100000,12.000000,18.000000,100.000000,29.431158,8.578947,168.010105
MIX_0749,0.300000,0.600000,0.300000,0.050000,1.400000,12.000000,18.000000,100.000000,38.234105,9.052632,177.286737
MIX_0750,0.300000,0.600000,0.300000,0.050000,1.700000,12.000000,18.000000,100.000000,47.037053,9.526316,186.563368
MIX_0751,0.300000,0.600000,0.300000,0.050000,2.000000,12.000000,18.000000,100.000000,55.840000,10.000000,195.840000
MIX_0752,0.300000,0.600000,0.350000,0.020000,1.100000,12.000000,18.000000,100.000000,31.616163,3.326531,164.942694
MIX_0753,0.300000,0.600000,0.350000,0.020000,1.400000,12.000000,18.000000,100.000000,40.539755,3.510204,174.049959
MIX_0754,0.300000,0.600000,0.350000,0.020000,1.700000,12.000000,18.000000,100.000000,49.463347,3.693878,183.157224
MIX_0755,0.300000,0.600000,0.350000,0.020000,2.000000,12.000000,18.000000,100.000000,58.386939,3.877551,192.264490
MIX_0756,0.300000,0.600000,0.350000,0.030000,1.100000,12.000000,18.000000,100.000000,30.902845,5.041237,165.944082
MIX_0757,0.300000,0.600000,0.350000,0.030000,1.400000,12.000000,18.000000,100.000000,39.787052,5.319588,175.106639
MIX_0758,0.300000,0.600000,0.350000,0.030000,1.700000,12.000000,18.000000,100.000000,48.671258,5.597938,184.269196
MIX_0759,0.300000,0.600000,0.350000,0.030000,2.000000,12.000000,18.000000,100.000000,57.555464,5.876289,193.431753
MIX_0760,0.300000,0.600000,0.350000,0.040000,1.100000,12.000000,18.000000,100.000000,30.174667,6.791667,166.966333
MIX_0761,0.300000,0.600000,0.350000,0.040000,1.400000,12.000000,18.000000,100.000000,39.018667,7.166667,176.185333
MIX_0762,0.300000,0.600000,0.350000,0.040000,1.700000,12.000000,18.000000,100.000000,47.862667,7.541667,185.404333
MIX_0763,0.300000,0.600000,0.350000,0.040000,2.000000,12.000000,18.000000,100.000000,56.706667,7.916667,194.623333
MIX_0764,0.300000,0.600000,0.350000,0.050000,1.100000,12.000000,18.000000,100.000000,29.431158,8.578947,168.010105
MIX_0765,0.300000,0.600000,0.350000,0.050000,1.400000,12.000000,18.000000,100.000000,38.234105,9.052632,177.286737
MIX_0766,0.300000,0.600000,0.350000,0.050000,1.700000,12.000000,18.000000,100.000000,47.037053,9.526316,186.563368
MIX_0767,0.300000,0.600000,0.350000,0.050000,2.000000,12.000000,18.000000,100.000000,55.840000,10.000000,195.840000
MIX_0768,0.300000,0.600000,0.400000,0.020000,1.100000,12.000000,18.000000,100.000000,31.616163,3.326531,164.942694
MIX_0769,0.300000,0.600000,0.400000,0.020000,1.400000,12.000000,18.000000,100.000000,40.539755,3.510204,174.049959
MIX_0770,0.300000,0.600000,0.400000,0.020000,1.700000,12.000000,18.000000,100.000000,49.463347,3.693878,183.157224
MIX_0771,0.300000,0.600000,0.400000,0.020000,2.000000,12.000000,18.000000,100.000000,58.386939,3.877551,192.264490
MIX_0772,0.300000,0.600000,0.400000,0.030000,1.100000,12.000000,18.000000,100.000000,30.902845,5.041237,165.944082
MIX_0773,0.300000,0.600000,0.400000,0.030000,1.400000,12.000000,18.000000,100.000000,39.787052,5.319588,175.106639
MIX_0774,0.300000,0.600000,0.400000,0.030000,1.700000,12.000000,18.000000,100.000000,48.671258,5.597938,184.269196
MIX_0775,0.300000,0.600000,0.400000,0.030000,2.000000,12.000000,18.000000,100.000000,57.555464,5.876289,193.431753
MIX_0776,0.300000,0.600000,0.400000,0.040000,1.100000,12.000000,18.000000,100.000000,30.174667,6.791667,166.966333
MIX_0777,0.300000,0.600000,0.400000,0.040000,1.400000,12.000000,18.000000,100.000000,39.018667,7.166667,176.185333
MIX_0778,0.300000,0.600000,0.400000,0.040000,1.700000,12.000000,18.000000,100.000000,47.862667,7.541667,185.404333
MIX_0779,0.300000,0.600000,0.400000,0.040000,2.000000,12.000000,18.000000,100.000000,56.706667,7.916667,194.623333
MIX_0780,0.300000,0.600000,0.400000,0.050000,1.100000,12.000000,18.000000,100.000000,29.431158,8.578947,168.010105
MIX_0781,0.300000,0.600000,0.400000,0.050000,1.400000,12.000000,18.000000,100.000000,38.234105,9.052632,177.286737
MIX_0782,0.300000,0.600000,0.400000,0.050000,1.700000,12.000000,18.000000,100.000000,47.037053,9.526316,186.563368
MIX_0783,0.300000,0.600000,0.400000,0.050000,2.000000,12.000000,18.000000,100.000000,55.840000,10.000000,195.840000
MIX_0784,0.300000,0.700000,0.000000,0.020000,1.100000,9.000000,21.000000,100.000000,31.616163,3.326531,164.942694
MIX_0785,0.300000,0.700000,0.000000,0.020000,1.400000,9.000000,21.000000,100.000000,40.539755,3.510204,174.049959
MIX_0786,0.300000,0.700000,0.000000,0.020000,1.700000,9.000000,21.000000,100.000000,49.463347,3.693878,183.157224
MIX_0787,0.300000,0.700000,0.000000,0.020000,2.000000,9.000000,21.000000,100.000000,58.386939,3.877551,192.264490
MIX_0788,0.300000,0.700000,0.000000,0.030000,1.100000,9.000000,21.000000,100.000000,30.902845,5.041237,165.944082
MIX_0789,0.300000,0.700000,0.000000,0.030000,1.400000,9.000000,21.000000,100.000000,39.787052,5.319588,175.106639
MIX_0790,0.300000,0.700000,0.000000,0.030000,1.700000,9.000000,21.000000,100.000000,48.671258,5.597938,184.269196
MIX_0791,0.300000,0.700000,0.000000,0.030000,2.000000,9.000000,21.000000,100.000000,57.555464,5.876289,193.431753
MIX_0792,0.300000,0.700000,0.000000,0.040000,1.100000,9.000000,21.000000,100.000000,30.174667,6.791667,166.966333
MIX_0793,0.300000,0.700000,0.000000,0.040000,1.400000,9.000000,21.000000,100.000000,39.018667,7.166667,176.185333
MIX_0794,0.300000,0.700000,0.000000,0.040000,1.700000,9.000000,21.000000,100.000000,47.862667,7.541667,185.404333
MIX_0795,0.300000,0.700000,0.000000,0.040000,2.000000,9.000000,21.000000,100.000000,56.706667,7.916667,194.623333
MIX_0796,0.300000,0.700000,0.000000,0.050000,1.100000,9.000000,21.000000,100.000000,29.431158,8.578947,168.010105
MIX_0797,0.300000,0.700000,0.000000,0.050000,1.400000,9.000000,21.000000,100.000000,38.234105,9.052632,177.286737
MIX_0798,0.300000,0.700000,0.000000,0.050000,1.700000,9.000000,21.000000,100.000000,47.037053,9.526316,186.563368
MIX_0799,0.300000,0.700000,0.000000,0.050000,2.000000,9.000000,21.000000,100.000000,55.840000,10.000000,195.840000
MIX_0800,0.300000,0.700000,0.150000,0.020000,1.100000,9.000000,21.000000,100.000000,31.616163,3.326531,164.942694
MIX_0801,0.300000,0.700000,0.150000,0.020000,1.400000,9.000000,21.000000,100.000000,40.539755,3.510204,174.049959
MIX_0802,0.300000,0.700000,0.150000,0.020000,1.700000,9.000000,21.000000,100.000000,49.463347,3.693878,183.157224
MIX_0803,0.300000,0.700000,0.150000,0.020000,2.000000,9.000000,21.000000,100.000000,58.386939,3.877551,192.264490
MIX_0804,0.300000,0.700000,0.150000,0.030000,1.100000,9.000000,21.000000,100.000000,30.902845,5.041237,165.944082
MIX_0805,0.300000,0.700000,0.150000,0.030000,1.400000,9.000000,21.000000,100.000000,39.787052,5.319588,175.106639
MIX_0806,0.300000,0.700000,0.150000,0.030000,1.700000,9.000000,21.000000,100.000000,48.671258,5.597938,184.269196
MIX_0807,0.300000,0.700000,0.150000,0.030000,2.000000,9.000000,21.000000,100.000000,57.555464,5.876289,193.431753
MIX_0808,0.300000,0.700000,0.150000,0.040000,1.100000,9.000000,21.000000,100.000000,30.174667,6.791667,166.966333
MIX_0809,0.300000,0.700000,0.150000,0.040000,1.400000,9.000000,21.000000,100.000000,39.018667,7.166667,176.185333
MIX_0810,0.300000,0.700000,0.150000,0.040000,1.700000,9.000000,21.000000,100.000000,47.862667,7.541667,185.404333
MIX_0811,0.300000,0.700000,0.150000,0.040000,2.000000,9.000000,21.000000,100.000000,56.706667,7.916667,194.623333
MIX_0812,0.300000,0.700000,0.150000,0.050000,1.100000,9.000000,21.000000,100.000000,29.431158,8.578947,168.010105
MIX_0813,0.300000,0.700000,0.150000,0.050000,1.400000,9.000000,21.000000,100.000000,38.234105,9.052632,177.286737
MIX_0814,0.300000,0.700000,0.150000,0.050000,1.700000,9.000000,21.000000,100.000000,47.037053,9.526316,186.563368
MIX_0815,0.300000,0.700000,0.150000,0.050000,2.000000,9.000000,21.000000,100.000000,55.840000,10.000000,195.840000
MIX_0816,0.300000,0.700000,0.200000,0.020000,1.100000,9.000000,21.000000,100.000000,31.616163,3.326531,164.942694
MIX_0817,0.300000,0.700000,0.200000,0.020000,1.400000,9.000000,21.000000,100.000000,40.539755,3.510204,174.049959
MIX_0818,0.300000,0.700000,0.200000,0.020000,1.700000,9.000000,21.000000,100.000000,49.463347,3.693878,183.157224
MIX_0819,0.300000,0.700000,0.200000,0.020000,2.000000,9.000000,21.000000,100.000000,58.386939,3.877551,192.264490
MIX_0820,0.300000,0.700000,0.200000,0.030000,1.100000,9.000000,21.000000,100.000000,30.902845,5.041237,165.944082
MIX_0821,0.300000,0.700000,0.200000,0.030000,1.400000,9.000000,21.000000,100.000000,39.787052,5.319588,175.106639
MIX_0822,0.300000,0.700000,0.200000,0.030000,1.700000,9.000000,21.000000,100.000000,48.671258,5.597938,184.269196
MIX_0823,0.300000,0.700000,0.200000,0.030000,2.000000,9.000000,21.000000,100.000000,57.555464,5.876289,193.431753
MIX_0824,0.300000,0.700000,0.200000,0.040000,1.100000,9.000000,21.000000,100.000000,30.174667,6.791667,166.966333
MIX_0825,0.300000,0.700000,0.200000,0.040000,1.400000,9.000000,21.000000,100.000000,39.018667,7.166667,176.185333
MIX_0826,0.300000,0.700000,0.200000,0.040000,1.700000,9.000000,21.000000,100.000000,47.862667,7.541667,185.404333
MIX_0827,0.300000,0.700000,0.200000,0.040000,2.000000,9.000000,21.000000,100.000000,56.706667,7.916667,194.623333
MIX_0828,0.300000,0.700000,0.200000,0.050000,1.100000,9.000000,21.000000,100.000000,29.431158,8.578947,168.010105
MIX_0829,0.300000,0.700000,0.200000,0.050000,1.400000,9.000000,21.000000,100.000000,38.234105,9.052632,177.286737
