mix_id,R,f_FA,yCO2,w_SS,w_b,cement_mass_g,flyash_mass_g,gangue_mass_g,water_mass_g,sodium_silicate_mass_g,total_mass_g
MIX_2013,0.600000,0.600000,0.400000,0.050000,1.400000,24.000000,36.000000,100.000000,78.657684,12.842105,251.499789
MIX_2014,0.600000,0.600000,0.400000,0.050000,1.700000,24.000000,36.000000,100.000000,96.263579,13.789474,270.053053
MIX_2015,0.600000,0.600000,0.400000,0.050000,2.000000,24.000000,36.000000,100.000000,113.869474,14.736842,288.606316
MIX_2016,0.600000,0.700000,0.000000,0.020000,1.100000,18.000000,42.000000,100.000000,64.081306,4.612245,228.693551
MIX_2017,0.600000,0.700000,0.000000,0.020000,1.400000,18.000000,42.000000,100.000000,81.928490,4.979592,246.908082
MIX_2018,0.600000,0.700000,0.000000,0.020000,1.700000,18.000000,42.000000,100.000000,99.775673,5.346939,265.122612
MIX_2019,0.600000,0.700000,0.000000,0.020000,2.000000,18.000000,42.000000,100.000000,117.622857,5.714286,283.337143
MIX_2020,0.600000,0.700000,0.000000,0.030000,1.100000,18.000000,42.000000,100.000000,63.092289,6.989691,230.081979
MIX_2021,0.600000,0.700000,0.000000,0.030000,1.400000,18.000000,42.000000,100.000000,80.860701,7.546392,248.407093
MIX_2022,0.600000,0.700000,0.000000,0.030000,1.700000,18.000000,42.000000,100.000000,98.629113,8.103093,266.732206
MIX_2023,0.600000,0.700000,0.000000,0.030000,2.000000,18.000000,42.000000,100.000000,116.397526,8.659794,285.057320
MIX_2024,0.600000,0.700000,0.000000,0.040000,1.100000,18.000000,42.000000,100.000000,62.082667,9.416667,231.499333
MIX_2025,0.600000,0.700000,0.000000,0.040000,1.400000,18.000000,42.000000,100.000000,79.770667,10.166667,249.937333
MIX_2026,0.600000,0.700000,0.000000,0.040000,1.700000,18.000000,42.000000,100.000000,97.458667,10.916667,268.375333
MIX_2027,0.600000,0.700000,0.000000,0.040000,2.000000,18.000000,42.000000,100.000000,115.146667,11.666667,286.813333
MIX_2028,0.600000,0.700000,0.000000,0.050000,1.100000,18.000000,42.000000,100.000000,61.051789,11.894737,232.946526
MIX_2029,0.600000,0.700000,0.000000,0.050000,1.400000,18.000000,42.000000,100.000000,78.657684,12.842105,251.499789
MIX_2030,0.600000,0.700000,0.000000,0.050000,1.700000,18.000000,42.000000,100.000000,96.263579,13.789474,270.053053
MIX_2031,0.600000,0.700000,0.000000,0.050000,2.000000,18.000000,42.000000,100.000000,113.869474,14.736842,288.606316
MIX_2032,0.600000,0.700000,0.150000,0.020000,1.100000,18.000000,42.000000,100.000000,64.081306,4.612245,228.693551
MIX_2033,0.600000,0.700000,0.150000,0.020000,1.400000,18.000000,42.000000,100.000000,81.928490,4.979592,246.908082
MIX_2034,0.600000,0.700000,0.150000,0.020000,1.700000,18.000000,42.000000,100.000000,99.775673,5.346939,265.122612
MIX_2035,0.600000,0.700000,0.150000,0.020000,2.000000,18.000000,42.000000,100.000000,117.622857,5.714286,283.337143
MIX_2036,0.600000,0.700000,0.150000,0.030000,1.100000,18.000000,42.000000,100.000000,63.092289,6.989691,230.081979
MIX_2037,0.600000,0.700000,0.150000,0.030000,1.400000,18.000000,42.000000,100.000000,80.860701,7.546392,248.407093
MIX_2038,0.600000,0.700000,0.150000,0.030000,1.700000,18.000000,42.000000,100.000000,98.629113,8.103093,266.732206
MIX_2039,0.600000,0.700000,0.150000,0.030000,2.000000,18.000000,42.000000,100.000000,116.397526,8.659794,285.057320
MIX_2040,0.600000,0.700000,0.150000,0.040000,1.100000,18.000000,42.000000,100.000000,62.082667,9.416667,231.499333
MIX_2041,0.600000,0.700000,0.150000,0.040000,1.400000,18.000000,42.000000,100.000000,79.770667,10.166667,249.937333
MIX_2042,0.600000,0.700000,0.150000,0.040000,1.700000,18.000000,42.000000,100.000000,97.458667,10.916667,268.375333
MIX_2043,0.600000,0.700000,0.150000,0.040000,2.000000,18.000000,42.000000,100.000000,115.146667,11.666667,286.813333
MIX_2044,0.600000,0.700000,0.150000,0.050000,1.100000,18.000000,42.000000,100.000000,61.051789,11.894737,232.946526
MIX_2045,0.600000,0.700000,0.150000,0.050000,1.400000,18.000000,42.000000,100.000000,78.657684,12.842105,251.499789
MIX_2046,0.600000,0.700000,0.150000,0.050000,1.700000,18.000000,42.000000,100.000000,96.263579,13.789474,270.053053
MIX_2047,0.600000,0.700000,0.150000,0.050000,2.000000,18.000000,42.000000,100.000000,113.869474,14.736842,288.606316
MIX_2048,0.600000,0.700000,0.200000,0.020000,1.100000,18.000000,42.000000,100.000000,64.081306,4.612245,228.693551
MIX_2049,0.600000,0.700000,0.200000,0.020000,1.400000,18.000000,42.000000,100.000000,81.928490,4.979592,246.908082
MIX_2050,0.600000,0.700000,0.200000,0.020000,1.700000,18.000000,42.000000,100.000000,99.775673,5.346939,265.122612
MIX_2051,0.600000,0.700000,0.200000,0.020000,2.000000,18.000000,42.000000,100.000000,117.622857,5.714286,283.337143
MIX_2052,0.600000,0.700000,0.200000,0.030000,1.100000,18.000000,42.000000,100.000000,63.092289,6.989691,230.081979
MIX_2053,0.600000,0.700000,0.200000,0.030000,1.400000,18.000000,42.000000,100.000000,80.860701,7.546392,248.407093
MIX_2054,0.600000,0.700000,0.200000,0.030000,1.700000,18.000000,42.000000,100.000000,98.629113,8.103093,266.732206
MIX_2055,0.600000,0.700000,0.200000,0.030000,2.000000,18.000000,42.000000,100.000000,116.397526,8.659794,285.057320
MIX_2056,0.600000,0.700000,0.200000,0.040000,1.100000,18.000000,42.000000,100.000000,62.082667,9.416667,231.499333
MIX_2057,0.600000,0.700000,0.200000,0.040000,1.400000,18.000000,42.000000,100.000000,79.770667,10.166667,249.937333
MIX_2058,0.600000,0.700000,0.200000,0.040000,1.700000,18.000000,42.000000,100.000000,97.458667,10.916667,268.375333
MIX_2059,0.600000,0.700000,0.200000,0.040000,2.000000,18.000000,42.000000,100.000000,115.146667,11.666667,286.813333
MIX_2060,0.600000,0.700000,0.200000,0.050000,1.100000,18.000000,42.000000,100.000000,61.051789,11.894737,232.946526
MIX_2061,0.600000,0.700000,0.200000,0.050000,1.400000,18.000000,42.000000,100.000000,78.657684,12.842105,251.499789
MIX_2062,0.600000,0.700000,0.200000,0.050000,1.700000,18.000000,42.000000,100.000000,96.263579,13.789474,270.053053
MIX_2063,0.600000,0.700000,0.200000,0.050000,2.000000,18.000000,42.000000,100.000000,113.869474,14.736842,288.606316
MIX_2064,0.600000,0.700000,0.250000,0.020000,1.100000,18.000000,42.000000,100.000000,64.081306,4.612245,228.693551
MIX_2065,0.600000,0.700000,0.250000,0.020000,1.400000,18.000000,42.000000,100.000000,81.928490,4.979592,246.908082
MIX_2066,0.600000,0.700000,0.250000,0.020000,1.700000,18.000000,42.000000,100.000000,99.775673,5.346939,265.122612
MIX_2067,0.600000,0.700000,0.250000,0.020000,2.000000,18.000000,42.000000,100.000000,117.622857,5.714286,283.337143
MIX_2068,0.600000,0.700000,0.250000,0.030000,1.100000,18.000000,42.000000,100.000000,63.092289,6.989691,230.081979
MIX_2069,0.600000,0.700000,0.250000,0.030000,1.400000,18.000000,42.000000,100.000000,80.860701,7.546392,248.407093
MIX_2070,0.600000,0.700000,0.250000,0.030000,1.700000,18.000000,42.000000,100.000000,98.629113,8.103093,266.732206
MIX_2071,0.600000,0.700000,0.250000,0.030000,2.000000,18.000000,42.000000,100.000000,116.397526,8.659794,285.057320
MIX_2072,0.600000,0.700000,0.250000,0.040000,1.100000,18.000000,42.000000,100.000000,62.082667,9.416667,231.499333
MIX_2073,0.600000,0.700000,0.250000,0.040000,1.400000,18.000000,42.000000,100.000000,79.770667,10.166667,249.937333
MIX_2074,0.600000,0.700000,0.250000,0.040000,1.700000,18.000000,42.000000,100.000000,97.458667,10.916667,268.375333
MIX_2075,0.600000,0.700000,0.250000,0.040000,2.000000,18.000000,42.000000,100.000000,115.146667,11.666667,286.813333
MIX_2076,0.600000,0.700000,0.250000,0.050000,1.100000,18.000000,42.000000,100.000000,61.051789,11.894737,232.946526
MIX_2077,0.600000,0.700000,0.250000,0.050000,1.400000,18.000000,42.000000,100.000000,78.657684,12.842105,251.499789
MIX_2078,0.600000,0.700000,0.250000,0.050000,1.700000,18.000000,42.000000,100.000000,96.263579,13.789474,270.053053
MIX_2079,0.600000,0.700000,0.250000,0.050000,2.000000,18.000000,42.000000,100.000000,113.869474,14.736842,288.606316
MIX_2080,0.600000,0.700000,0.300000,0.020000,1.100000,18.000000,42.000000,100.000000,64.081306,4.612245,228.693551
MIX_2081,0.600000,0.700000,0.300000,0.020000,1.400000,18.000000,42.000000,100.000000,81.928490,4.979592,246.908082
MIX_2082,0.600000,0.700000,0.300000,0.020000,1.700000,18.000000,42.000000,100.000000,99.775673,5.346939,265.122612
MIX_2083,0.600000,0.700000,0.300000,0.020000,2.000000,18.000000,42.000000,100.000000,117.622857,5.714286,283.337143
MIX_2084,0.600000,0.700000,0.300000,0.030000,1.100000,18.000000,42.000000,100.000000,63.092289,6.989691,230.081979
MIX_2085,0.600000,0.700000,0.300000,0.030000,1.400000,18.000000,42.000000,100.000000,80.860701,7.546392,248.407093
MIX_2086,0.600000,0.700000,0.300000,0.030000,1.700000,18.000000,42.000000,100.000000,98.629113,8.103093,266.732206
MIX_2087,0.600000,0.700000,0.300000,0.030000,2.000000,18.000000,42.000000,100.000000,116.397526,8.659794,285.057320
MIX_2088,0.600000,0.700000,0.300000,0.040000,1.100000,18.000000,42.000000,100.000000,62.082667,9.416667,231.499333
MIX_2089,0.600000,0.700000,0.300000,0.040000,1.400000,18.000000,42.000000,100.000000,79.770667,10.166667,249.937333
MIX_2090,0.600000,0.700000,0.300000,0.040000,1.700000,18.000000,42.000000,100.000000,97.458667,10.916667,268.375333
MIX_2091,0.600000,0.700000,0.300000,0.040000,2.000000,18.000000,42.000000,100.000000,115.146667,11.666667,286.813333
MIX_2092,0.600000,0.700000,0.300000,0.050000,1.100000,18.000000,42.000000,100.000000,61.051789,11.894737,232.946526
MIX_2093,0.600000,0.700000,0.300000,0.050000,1.400000,18.000000,42.000000,100.000000,78.657684,12.842105,251.499789
MIX_2094,0.600000,0.700000,0.300000,0.050000,1.700000,18.000000,42.000000,100.000000,96.263579,13.789474,270.053053
MIX_2095,0.600000,0.700000,0.300000,0.050000,2.000000,18.000000,42.000000,100.000000,113.869474,14.736842,288.606316
MIX_2096,0.600000,0.700000,0.350000,0.020000,1.100000,18.000000,42.000000,100.000000,64.081306,4.612245,228.693551
MIX_2097,0.600000,0.700000,0.350000,0.020000,1.400000,18.000000,42.000000,100.000000,81.928490,4.979592,246.908082
MIX_2098,0.600000,0.700000,0.350000,0.020000,1.700000,18.000000,42.000000,100.000000,99.775673,5.346939,265.122612
MIX_2099,0.600000,0.700000,0.350000,0.020000,2.000000,18.000000,42.000000,100.000000,117.622857,5.714286,283.337143
MIX_2100,0.600000,0.700000,0.350000,0.030000,1.100000,18.000000,42.000000,100.000000,63.092289,6.989691,230.081979
MIX_2101,0.600000,0.700000,0.350000,0.030000,1.400000,18.000000,42.000000,100.000000,80.860701,7.546392,248.407093
MIX_2102,0.600000,0.700000,0.350000,0.030000,1.700000,18.000000,42.000000,100.000000,98.629113,8.103093,266.732206
MIX_2103,0.600000,0.700000,0.350000,0.030000,2.000000,18.000000,42.000000,100.000000,116.397526,8.659794,285.057320
MIX_2104,0.600000,0.700000,0.350000,0.040000,1.100000,18.000000,42.000000,100.000000,62.082667,9.416667,231.499333
MIX_2105,0.600000,0.700000,0.350000,0.040000,1.400000,18.000000,42.000000,100.000000,79.770667,10.166667,249.937333
MIX_2106,0.600000,0.700000,0.350000,0.040000,1.700000,18.000000,42.000000,100.000000,97.458667,10.916667,268.375333
MIX_2107,0.600000,0.700000,0.350000,0.040000,2.000000,18.000000,42.000000,100.000000,115.146667,11.666667,286.813333
MIX_2108,0.600000,0.700000,0.350000,0.050000,1.100000,18.000000,42.000000,100.000000,61.051789,11.894737,232.946526
MIX_2109,0.600000,0.700000,0.350000,0.050000,1.400000,18.000000,42.000000,100.000000,78.657684,12.842105,251.499789
MIX_2110,0.600000,0.700000,0.350000,0.050000,1.700000,18.000000,42.000000,100.000000,96.263579,13.789474,270.053053
MIX_2111,0.600000,0.700000,0.350000,0.050000,2.000000,18.000000,42.000000,100.000000,113.869474,14.736842,288.606316
MIX_2112,0.600000,0.700000,0.400000,0.020000,1.100000,18.000000,42.000000,100.000000,64.081306,4.612245,228.693551
MIX_2113,0.600000,0.700000,0.400000,0.020000,1.400000,18.000000,42.000000,100.000000,81.928490,4.979592,246.908082
MIX_2114,0.600000,0.700000,0.400000,0.020000,1.700000,18.000000,42.000000,100.000000,99.775673,5.346939,265.122612
MIX_2115,0.600000,0.700000,0.400000,0.020000,2.000000,18.000000,42.000000,100.000000,117.622857,5.714286,283.337143
MIX_2116,0.600000,0.700000,0.400000,0.030000,1.100000,18.000000,42.000000,100.000000,63.092289,6.989691,230.081979
MIX_2117,0.600000,0.700000,0.400000,0.030000,1.400000,18.000000,42.000000,100.000000,80.860701,7.546392,248.407093
MIX_2118,0.600000,0.700000,0.400000,0.030000,1.700000,18.000000,42.000000,100.000000,98.629113,8.103093,266.732206
MIX_2119,0.600000,0.700000,0.400000,0.030000,2.000000,18.000000,42.000000,100.000000,116.397526,8.659794,285.057320
MIX_2120,0.600000,0.700000,0.400000,0.040000,1.100000,18.000000,42.000000,100.000000,62.082667,9.416667,231.499333
MIX_2121,0.600000,0.700000,0.400000,0.040000,1.400000,18.000000,42.000000,100.000000,79.770667,10.166667,249.937333
MIX_2122,0.600000,0.700000,0.400000,0.040000,1.700000,18.000000,42.000000,100.000000,97.458667,10.916667,268.375333
MIX_2123,0.600000,0.700000,0.400000,0.040000,2.000000,18.000000,42.000000,100.000000,115.146667,11.666667,286.813333
MIX_2124,0.600000,0.700000,0.400000,0.050000,1.100000,18.000000,42.000000,100.000000,61.051789,11.894737,232.946526
MIX_2125,0.600000,0.700000,0.400000,0.050000,1.400000,18.000000,42.000000,100.000000,78.657684,12.842105,251.499789
MIX_2126,0.600000,0.700000,0.400000,0.050000,1.700000,18.000000,42.000000,100.000000,96.263579,13.789474,270.053053
MIX_2127,0.600000,0.700000,0.400000,0.050000,2.000000,18.000000,42.000000,100.000000,113.869474,14.736842,288.606316
MIX_2128,0.600000,0.800000,0.000000,0.020000,1.100000,12.000000,48.000000,100.000000,64.081306,4.612245,228.693551
MIX_2129,0.600000,0.800000,0.000000,0.020000,1.400000,12.000000,48.000000,100.000000,81.928490,4.979592,246.908082
MIX_2130,0.600000,0.800000,0.000000,0.020000,1.700000,12.000000,48.000000,100.000000,99.775673,5.346939,265.122612
MIX_2131,0.600000,0.800000,0.000000,0.020000,2.000000,12.000000,48.000000,100.000000,117.622857,5.714286,283.337143
MIX_2132,0.600000,0.800000,0.000000,0.030000,1.100000,12.000000,48.000000,100.000000,63.092289,6.989691,230.081979
MIX_2133,0.600000,0.800000,0.000000,0.030000,1.400000,12.000000,48.000000,100.000000,80.860701,7.546392,248.407093
MIX_2134,0.600000,0.800000,0.000000,0.030000,1.700000,12.000000,48.000000,100.000000,98.629113,8.103093,266.732206
MIX_2135,0.600000,0.800000,0.000000,0.030000,2.000000,12.000000,48.000000,100.000000,116.397526,8.659794,285.057320
MIX_2136,0.600000,0.800000,0.000000,0.040000,1.100000,12.000000,48.000000,100.000000,62.082667,9.416667,231.499333
MIX_2137,0.600000,0.800000,0.000000,0.040000,1.400000,12.000000,48.000000,100.000000,79.770667,10.166667,249.937333
MIX_2138,0.600000,0.800000,0.000000,0.040000,1.700000,12.000000,48.000000,100.000000,97.458667,10.916667,268.375333
MIX_2139,0.600000,0.800000,0.000000,0.040000,2.000000,12.000000,48.000000,100.000000,115.146667,11.666667,286.813333
MIX_2140,0.600000,0.800000,0.000000,0.050000,1.100000,12.000000,48.000000,100.000000,61.051789,11.894737,232.946526
MIX_2141,0.600000,0.800000,0.000000,0.050000,1.400000,12.000000,48.000000,100.000000,78.657684,12.842105,251.499789
MIX_2142,0.600000,0.800000,0.000000,0.050000,1.700000,12.000000,48.000000,100.000000,96.263579,13.789474,270.053053
MIX_2143,0.600000,0.800000,0.000000,0.050000,2.000000,12.000000,48.000000,100.000000,113.869474,14.736842,288.606316
MIX_2144,0.600000,0.800000,0.150000,0.020000,1.100000,12.000000,48.000000,100.000000,64.081306,4.612245,228.693551
MIX_2145,0.600000,0.800000,0.150000,0.020000,1.400000,12.000000,48.000000,100.000000,81.928490,4.979592,246.908082
MIX_2146,0.600000,0.800000,0.150000,0.020000,1.700000,12.000000,48.000000,100.000000,99.775673,5.346939,265.122612
MIX_2147,0.600000,0.800000,0.150000,0.020000,2.000000,12.000000,48.000000,100.000000,117.622857,5.714286,283.337143
MIX_2148,0.600000,0.800000,0.150000,0.030000,1.100000,12.000000,48.000000,100.000000,63.092289,6.989691,230.081979
MIX_2149,0.600000,0.800000,0.150000,0.030000,1.400000,12.000000,48.000000,100.000000,80.860701,7.546392,248.407093
MIX_2150,0.600000,0.800000,0.150000,0.030000,1.700000,12.000000,48.000000,100.000000,98.629113,8.103093,266.732206
MIX_2151,0.600000,0.800000,0.150000,0.030000,2.000000,12.000000,48.000000,100.000000,116.397526,8.659794,285.057320
MIX_2152,0.600000,0.800000,0.150000,0.040000,1.100000,12.000000,48.000000,100.000000,62.082667,9.416667,231.499333
MIX_2153,0.600000,0.800000,0.150000,0.040000,1.400000,12.000000,48.000000,100.000000,79.770667,10.166667,249.937333
MIX_2154,0.600000,0.800000,0.150000,0.040000,1.700000,12.000000,48.000000,100.000000,97.458667,10.916667,268.375333
MIX_2155,0.600000,0.800000,0.150000,0.040000,2.000000,12.000000,48.000000,100.000000,115.146667,11.666667,286.813333
MIX_2156,0.600000,0.800000,0.150000,0.050000,1.100000,12.000000,48.000000,100.000000,61.051789,11.894737,232.946526
MIX_2157,0.600000,0.800000,0.150000,0.050000,1.400000,12.000000,48.000000,100.000000,78.657684,12.842105,251.499789
MIX_2158,0.600000,0.800000,0.150000,0.050000,1.700000,12.000000,48.000000,100.000000,96.263579,13.789474,270.053053
MIX_2159,0.600000,0.800000,0.150000,0.050000,2.000000,12.000000,48.000000,100.000000,113.869474,14.736842,288.606316
MIX_2160,0.600000,0.800000,0.200000,0.020000,1.100000,12.000000,48.000000,100.000000,64.081306,4.612245,228.693551
MIX_2161,0.600000,0.800000,0.200000,0.020000,1.400000,12.000000,48.000000,100.000000,81.928490,4.979592,246.908082
MIX_2162,0.600000,0.800000,0.200000,0.020000,1.700000,12.000000,48.000000,100.000000,99.775673,5.346939,265.122612
MIX_2163,0.600000,0.800000,0.200000,0.020000,2.000000,12.000000,48.000000,100.000000,117.622857,5.714286,283.337143
MIX_2164,0.600000,0.800000,0.200000,0.030000,1.100000,12.000000,48.000000,100.000000,63.092289,6.989691,230.081979
MIX_2165,0.600000,0.800000,0.200000,0.030000,1.400000,12.000000,48.000000,100.000000,80.860701,7.546392,248.407093
MIX_2166,0.600000,0.800000,0.200000,0.030000,1.700000,12.000000,48.000000,100.000000,98.629113,8.103093,266.732206
MIX_2167,0.600000,0.800000,0.200000,0.030000,2.000000,12.000000,48.000000,100.000000,116.397526,8.659794,285.057320
MIX_2168,0.600000,0.800000,0.200000,0.040000,1.100000,12.000000,48.000000,100.000000,62.082667,9.416667,231.499333
MIX_2169,0.600000,0.800000,0.200000,0.040000,1.400000,12.000000,48.000000,100.000000,79.770667,10.166667,249.937333
MIX_2170,0.600000,0.800000,0.200000,0.040000,1.700000,12.000000,48.000000,100.000000,97.458667,10.916667,268.375333
MIX_2171,0.600000,0.800000,0.200000,0.040000,2.000000,12.000000,48.000000,100.000000,115.146667,11.666667,286.813333
MIX_2172,0.600000,0.800000,0.200000,0.050000,1.100000,12.000000,48.000000,100.000000,61.051789,11.894737,232.946526
MIX_2173,0.600000,0.800000,0.200000,0.050000,1.400000,12.000000,48.000000,100.000000,78.657684,12.842105,251.499789
MIX_2174,0.600000,0.800000,0.200000,0.050000,1.700000,12.000000,48.000000,100.000000,96.263579,13.789474,270.053053
MIX_2175,0.600000,0.800000,0.200000,0.050000,2.000000,12.000000,48.000000,100.000000,113.869474,14.736842,288.606316
MIX_2176,0.600000,0.800000,0.250000,0.020000,1.100000,12.000000,48.000000,100.000000,64.081306,4.612245,228.693551
MIX_2177,0.600000,0.800000,0.250000,0.020000,1.400000,12.000000,48.000000,100.000000,81.928490,4.979592,246.908082
MIX_2178,0.600000,0.800000,0.250000,0.020000,1.700000,12.000000,48.000000,100.000000,99.775673,5.346939,265.122612
MIX_2179,0.600000,0.800000,0.250000,0.020000,2.000000,12.000000,48.000000,100.000000,117.622857,5.714286,283.337143
MIX_2180,0.600000,0.800000,0.250000,0.030000,1.100000,12.000000,48.000000,100.000000,63.092289,6.989691,230.081979
MIX_2181,0.600000,0.800000,0.250000,0.030000,1.400000,12.000000,48.000000,100.000000,80.860701,7.546392,248.407093
MIX_2182,0.600000,0.800000,0.250000,0.030000,1.700000,12.000000,48.000000,100.000000,98.629113,8.103093,266.732206
MIX_2183,0.600000,0.800000,0.250000,0.030000,2.000000,12.000000,48.000000,100.000000,116.397526,8.659794,285.057320
MIX_2184,0.600000,0.800000,0.250000,0.040000,1.100000,12.000000,48.000000,100.000000,62.082667,9.416667,231.499333
MIX_2185,0.600000,0.800000,0.250000,0.040000,1.400000,12.000000,48.000000,100.000000,79.770667,10.166667,249.937333
MIX_2186,0.600000,0.800000,0.250000,0.040000,1.700000,12.000000,48.000000,100.000000,97.458667,10.916667,268.375333
MIX_2187,0.600000,0.800000,0.250000,0.040000,2.000000,12.000000,48.000000,100.000000,115.146667,11.666667,286.813333
MIX_2188,0.600000,0.800000,0.250000,0.050000,1.100000,12.000000,48.000000,100.000000,61.051789,11.894737,232.946526
MIX_2189,0.600000,0.800000,0.250000,0.050000,1.400000,12.000000,48.000000,100.000000,78.657684,12.842105,251.499789
MIX_2190,0.600000,0.800000,0.250000,0.050000,1.700000,12.000000,48.000000,100.000000,96.263579,13.789474,270.053053
MIX_2191,0.600000,0.800000,0.250000,0.050000,2.000000,12.000000,48.000000,100.000000,113.869474,14.736842,288.606316
MIX_2192,0.600000,0.800000,0.300000,0.020000,1.100000,12.000000,48.000000,100.000000,64.081306,4.612245,228.693551
MIX_2193,0.600000,0.800000,0.300000,0.020000,1.400000,12.000000,48.000000,100.000000,81.928490,4.979592,246.908082
MIX_2194,0.600000,0.800000,0.300000,0.020000,1.700000,12.000000,48.000000,100.000000,99.775673,5.346939,265.122612
MIX_2195,0.600000,0.800000,0.300000,0.020000,2.000000,12.000000,48.000000,100.000000,117.622857,5.714286,283.337143
MIX_2196,0.600000,0.800000,0.300000,0.030000,1.100000,12.000000,48.000000,100.000000,63.092289,6.989691,230.081979
MIX_2197,0.600000,0.800000,0.300000,0.030000,1.400000,12.000000,48.000000,100.000000,80.860701,7.546392,248.407093
MIX_2198,0.600000,0.800000,0.300000,0.030000,1.700000,12.000000,48.000000,100.000000,98.629113,8.103093,266.732206
MIX_2199,0.600000,0.800000,0.300000,0.030000,2.000000,12.000000,48.000000,100.000000,116.397526,8.659794,285.057320
MIX_2200,0.600000,0.800000,0.300000,0.040000,1.100000,12.000000,48.000000,100.000000,62.082667,9.416667,231.499333
MIX_2201,0.600000,0.800000,0.300000,0.040000,1.400000,12.000000,48.000000,100.000000,79.770667,10.166667,249.937333
MIX_2202,0.600000,0.800000,0.300000,0.040000,1.700000,12.000000,48.000000,100.000000,97.458667,10.916667,268.375333
MIX_2203,0.600000,0.800000,0.300000,0.040000,2.000000,12.000000,48.000000,100.000000,115.146667,11.666667,286.813333
MIX_2204,0.600000,0.800000,0.300000,0.050000,1.100000,12.000000,48.000000,100.000000,61.051789,11.894737,232.946526
MIX_2205,0.600000,0.800000,0.300000,0.050000,1.400000,12.000000,48.000000,100.000000,78.657684,12.842105,251.499789
MIX_2206,0.600000,0.800000,0.300000,0.050000,1.700000,12.000000,48.000000,100.000000,96.263579,13.789474,270.053053
MIX_2207,0.600000,0.800000,0.300000,0.050000,2.000000,12.000000,48.000000,100.000000,113.869474,14.736842,288.606316
MIX_2208,0.600000,0.800000,0.350000,0.020000,1.100000,12.000000,48.000000,100.000000,64.081306,4.612245,228.693551
MIX_2209,0.600000,0.800000,0.350000,0.020000,1.400000,12.000000,48.000000,100.000000,81.928490,4.979592,246.908082
MIX_2210,0.600000,0.800000,0.350000,0.020000,1.700000,12.000000,48.000000,100.000000,99.775673,5.346939,265.122612
MIX_2211,0.600000,0.800000,0.350000,0.020000,2.000000,12.000000,48.000000,100.000000,117.622857,5.714286,283.337143
MIX_2212,0.600000,0.800000,0.350000,0.030000,1.100000,12.000000,48.000000,100.000000,63.092289,6.989691,230.081979
MIX_2213,0.600000,0.800000,0.350000,0.030000,1.400000,12.000000,48.000000,100.000000,80.860701,7.546392,248.407093
MIX_2214,0.600000,0.800000,0.350000,0.030000,1.700000,12.000000,48.000000,100.000000,98.629113,8.103093,266.732206
MIX_2215,0.600000,0.800000,0.350000,0.030000,2.000000,12.000000,48.000000,100.000000,116.397526,8.659794,285.057320
MIX_2216,0.600000,0.800000,0.350000,0.040000,1.100000,12.000000,48.000000,100.000000,62.082667,9.416667,231.499333
MIX_2217,0.600000,0.800000,0.350000,0.040000,1.400000,12.000000,48.000000,100.000000,79.770667,10.166667,249.937333
MIX_2218,0.600000,0.800000,0.350000,0.040000,1.700000,12.000000,48.000000,100.000000,97.458667,10.916667,268.375333
MIX_2219,0.600000,0.800000,0.350000,0.040000,2.000000,12.000000,48.000000,100.000000,115.146667,11.666667,286.813333
MIX_2220,0.600000,0.800000,0.350000,0.050000,1.100000,12.000000,48.000000,100.000000,61.051789,11.894737,232.946526
MIX_2221,0.600000,0.800000,0.350000,0.050000,1.400000,12.000000,48.000000,100.000000,78.657684,12.842105,251.499789
MIX_2222,0.600000,0.800000,0.350000,0.050000,1.700000,12.000000,48.000000,100.000000,96.263579,13.789474,270.053053
MIX_2223,0.600000,0.800000,0.350000,0.050000,2.000000,12.000000,48.000000,100.000000,113.869474,14.736842,288.606316
MIX_2224,0.600000,0.800000,0.400000,0.020000,1.100000,12.000000,48.000000,100.000000,64.081306,4.612245,228.693551
MIX_2225,0.600000,0.800000,0.400000,0.020000,1.400000,12.000000,48.000000,100.000000,81.928490,4.979592,246.908082
MIX_2226,0.600000,0.800000,0.400000,0.020000,1.700000,12.000000,48.000000,100.000000,99.775673,5.346939,265.122612
MIX_2227,0.600000,0.800000,0.400000,0.020000,2.000000,12.000000,48.000000,100.000000,117.622857,5.714286,283.337143
MIX_2228,0.600000,0.800000,0.400000,0.030000,1.100000,12.000000,48.000000,100.000000,63.092289,6.989691,230.081979
MIX_2229,0.600000,0.800000,0.400000,0.030000,1.400000,12.000000,48.000000,100.000000,80.860701,7.546392,248.407093
MIX_2230,0.600000,0.800000,0.400000,0.030000,1.700000,12.000000,48.000000,100.000000,98.629113,8.103093,266.732206
MIX_2231,0.600000,0.800000,0.400000,0.030000,2.000000,12.000000,48.000000,100.000000,116.397526,8.659794,285.057320
MIX_2232,0.600000,0.800000,0.400000,0.040000,1.100000,12.000000,48.000000,100.000000,62.082667,9.416667,231.499333
MIX_2233,0.600000,0.800000,0.400000,0.040000,1.400000,12.000000,48.000000,100.000000,79.770667,10.166667,249.937333
MIX_2234,0.600000,0.800000,0.400000,0.040000,1.700000,12.000000,48.000000,100.000000,97.458667,10.916667,268.375333
MIX_2235,0.600000,0.800000,0.400000,0.040000,2.000000,12.000000,48.000000,100.000000,115.146667,11.666667,286.813333
MIX_2236,0.600000,0.800000,0.400000,0.050000,1.100000,12.000000,48.000000,100.000000,61.051789,11.894737,232.946526
