mix_id,R,f_FA,yCO2,w_SS,w_b,cement_mass_g,flyash_mass_g,gangue_mass_g,water_mass_g,sodium_silicate_mass_g,total_mass_g,cement_C3S_g,cement_C2S_g,cement_C3A_g,cement_C4AF_g,cement_Gypsum_g,cement_Periclase_g,flyash_Glass_g,flyash_Quartz_g,flyash_Mullite_g,flyash_Magnetite_g,flyash_Hematite_g,gangue_Quartz_g,gangue_Kaolinite_g,gangue_Illite_g,gangue_Iron_oxides_g,gangue_Amorphous_g,Ca_mol,Si_mol,Al_mol,Fe_mol,Mg_mol,K_mol,Na_mol,S_mol,O_mol,H_mol,C_mol,total_solid_mass_g,CO2_moles
MIX_2052,0.60000000,0.70000000,0.20000000,0.03000000,1.10000000,18.00000000,42.00000000,100.00000000,63.09228900,6.98969100,230.08197900,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56233075,0.50869369,0.09429162,0.01454296,0.03822005,0.06586079,0.01683209,8.44551398,8.02348633,0.00940408,690.25413900,0.00940408
MIX_2053,0.60000000,0.70000000,0.20000000,0.03000000,1.40000000,18.00000000,42.00000000,100.00000000,80.86070100,7.54639200,248.40709300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56503623,0.50869369,0.09429162,0.01454296,0.03822005,0.07110634,0.01683209,9.45419752,10.02178995,0.01015308,745.22947900,0.01015308
MIX_2054,0.60000000,0.70000000,0.20000000,0.03000000,1.70000000,18.00000000,42.00000000,100.00000000,98.62911300,8.10309300,266.73220600,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56774170,0.50869369,0.09429162,0.01454296,0.03822005,0.07635189,0.01683209,10.46288105,12.02009357,0.01090207,800.20481800,0.01090207
MIX_2055,0.60000000,0.70000000,0.20000000,0.03000000,2.00000000,18.00000000,42.00000000,100.00000000,116.39752600,8.65979400,285.05732000,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57044718,0.50869369,0.09429162,0.01454296,0.03822005,0.08159744,0.01683209,11.47156464,14.01839730,0.01165107,855.18016000,0.01165107
MIX_2056,0.60000000,0.70000000,0.20000000,0.04000000,1.10000000,18.00000000,42.00000000,100.00000000,62.08266700,9.41666700,231.49933300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57412546,0.50869369,0.09429162,0.01454296,0.03822005,0.08872912,0.01683209,8.48065344,8.02348633,0.00946201,694.50620100,0.00946201
MIX_2057,0.60000000,0.70000000,0.20000000,0.04000000,1.40000000,18.00000000,42.00000000,100.00000000,79.77066700,10.16666700,249.93733300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57777034,0.50869369,0.09429162,0.01454296,0.03822005,0.09579605,0.01683209,9.49213571,10.02178999,0.01021562,749.82020100,0.01021562
MIX_2058,0.60000000,0.70000000,0.20000000,0.04000000,1.70000000,18.00000000,42.00000000,100.00000000,97.45866700,10.91666700,268.37533300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.58141522,0.50869369,0.09429162,0.01454296,0.03822005,0.10286297,0.01683209,10.50361798,12.02009365,0.01096923,805.13420100,0.01096923
MIX_2059,0.60000000,0.70000000,0.20000000,0.04000000,2.00000000,18.00000000,42.00000000,100.00000000,115.14666700,11.66666700,286.81333300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.58506010,0.50869369,0.09429162,0.01454296,0.03822005,0.10992989,0.01683209,11.51510025,14.01839732,0.01172284,860.44820100,0.01172284
MIX_2060,0.60000000,0.70000000,0.20000000,0.05000000,1.10000000,18.00000000,42.00000000,100.00000000,61.05178900,11.89473700,232.94652600,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.58616848,0.50869369,0.09429162,0.01454296,0.03822005,0.11207889,0.01683209,8.51653261,8.02348623,0.00952116,698.84777800,0.00952116
MIX_2061,0.60000000,0.70000000,0.20000000,0.05000000,1.40000000,18.00000000,42.00000000,100.00000000,78.65768400,12.84210500,251.49978900,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.59077254,0.50869369,0.09429162,0.01454296,0.03822005,0.12100552,0.01683209,9.53087252,10.02178990,0.01027948,754.50756700,0.01027948
MIX_2062,0.60000000,0.70000000,0.20000000,0.05000000,1.70000000,18.00000000,42.00000000,100.00000000,96.26357900,13.78947400,270.05305300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.59537660,0.50869369,0.09429162,0.01454296,0.03822005,0.12993217,0.01683209,10.54521247,12.02009362,0.01103781,810.16735900,0.01103781
MIX_2063,0.60000000,0.70000000,0.20000000,0.05000000,2.00000000,18.00000000,42.00000000,100.00000000,113.86947400,14.73684200,288.60631600,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.59998065,0.50869369,0.09429162,0.01454296,0.03822005,0.13885880,0.01683209,11.55955238,14.01839729,0.01179613,865.82714800,0.01179613
MIX_2064,0.60000000,0.70000000,0.25000000,0.02000000,1.10000000,18.00000000,42.00000000,100.00000000,64.08130600,4.61224500,228.69355100,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55077675,0.50869369,0.09429162,0.01454296,0.03822005,0.04345916,0.01683209,8.41576530,8.02348627,0.01168416,686.08885300,0.01168416
MIX_2065,0.60000000,0.70000000,0.25000000,0.02000000,1.40000000,18.00000000,42.00000000,100.00000000,81.92849000,4.97959200,246.90808200,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55256199,0.50869369,0.09429162,0.01454296,0.03822005,0.04692051,0.01683209,9.42207951,10.02178997,0.01261476,740.73244600,0.01261476
MIX_2066,0.60000000,0.70000000,0.25000000,0.02000000,1.70000000,18.00000000,42.00000000,100.00000000,99.77567300,5.34693900,265.12261200,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55434724,0.50869369,0.09429162,0.01454296,0.03822005,0.05038186,0.01683209,10.42839367,12.02009356,0.01354536,795.37603600,0.01354536
MIX_2067,0.60000000,0.70000000,0.25000000,0.02000000,2.00000000,18.00000000,42.00000000,100.00000000,117.62285700,5.71428600,283.33714300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55613249,0.50869369,0.09429162,0.01454296,0.03822005,0.05384321,0.01683209,11.43470789,14.01839726,0.01447595,850.01962900,0.01447595
MIX_2068,0.60000000,0.70000000,0.25000000,0.03000000,1.10000000,18.00000000,42.00000000,100.00000000,63.09228900,6.98969100,230.08197900,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56233075,0.50869369,0.09429162,0.01454296,0.03822005,0.06586079,0.01683209,8.45021602,8.02348633,0.01175510,690.25413900,0.01175510
MIX_2069,0.60000000,0.70000000,0.25000000,0.03000000,1.40000000,18.00000000,42.00000000,100.00000000,80.86070100,7.54639200,248.40709300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56503623,0.50869369,0.09429162,0.01454296,0.03822005,0.07110634,0.01683209,9.45927406,10.02178995,0.01269135,745.22947900,0.01269135
MIX_2070,0.60000000,0.70000000,0.25000000,0.03000000,1.70000000,18.00000000,42.00000000,100.00000000,98.62911300,8.10309300,266.73220600,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56774170,0.50869369,0.09429162,0.01454296,0.03822005,0.07635189,0.01683209,10.46833209,12.02009357,0.01362759,800.20481800,0.01362759
MIX_2071,0.60000000,0.70000000,0.25000000,0.03000000,2.00000000,18.00000000,42.00000000,100.00000000,116.39752600,8.65979400,285.05732000,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57044718,0.50869369,0.09429162,0.01454296,0.03822005,0.08159744,0.01683209,11.47739018,14.01839730,0.01456384,855.18016000,0.01456384
MIX_2072,0.60000000,0.70000000,0.25000000,0.04000000,1.10000000,18.00000000,42.00000000,100.00000000,62.08266700,9.41666700,231.49933300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57412546,0.50869369,0.09429162,0.01454296,0.03822005,0.08872912,0.01683209,8.48538444,8.02348633,0.01182751,694.50620100,0.01182751
MIX_2073,0.60000000,0.70000000,0.25000000,0.04000000,1.40000000,18.00000000,42.00000000,100.00000000,79.77066700,10.16666700,249.93733300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57777034,0.50869369,0.09429162,0.01454296,0.03822005,0.09579605,0.01683209,9.49724352,10.02178999,0.01276953,749.82020100,0.01276953
MIX_2074,0.60000000,0.70000000,0.25000000,0.04000000,1.70000000,18.00000000,42.00000000,100.00000000,97.45866700,10.91666700,268.37533300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.58141522,0.50869369,0.09429162,0.01454296,0.03822005,0.10286297,0.01683209,10.50910260,12.02009365,0.01371154,805.13420100,0.01371154
MIX_2075,0.60000000,0.70000000,0.25000000,0.04000000,2.00000000,18.00000000,42.00000000,100.00000000,115.14666700,11.66666700,286.81333300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.58506010,0.50869369,0.09429162,0.01454296,0.03822005,0.10992989,0.01683209,11.52096168,14.01839732,0.01465356,860.44820100,0.01465356
MIX_2076,0.60000000,0.70000000,0.25000000,0.05000000,1.10000000,18.00000000,42.00000000,100.00000000,61.05178900,11.89473700,232.94652600,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.58616848,0.50869369,0.09429162,0.01454296,0.03822005,0.11207889,0.01683209,8.52129319,8.02348623,0.01190145,698.84777800,0.01190145
MIX_2077,0.60000000,0.70000000,0.25000000,0.05000000,1.40000000,18.00000000,42.00000000,100.00000000,78.65768400,12.84210500,251.49978900,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.59077254,0.50869369,0.09429162,0.01454296,0.03822005,0.12100552,0.01683209,9.53601226,10.02178990,0.01284935,754.50756700,0.01284935
MIX_2078,0.60000000,0.70000000,0.25000000,0.05000000,1.70000000,18.00000000,42.00000000,100.00000000,96.26357900,13.78947400,270.05305300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.59537660,0.50869369,0.09429162,0.01454296,0.03822005,0.12993217,0.01683209,10.55073137,12.02009362,0.01379726,810.16735900,0.01379726
MIX_2079,0.60000000,0.70000000,0.25000000,0.05000000,2.00000000,18.00000000,42.00000000,100.00000000,113.86947400,14.73684200,288.60631600,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.59998065,0.50869369,0.09429162,0.01454296,0.03822005,0.13885880,0.01683209,11.56545044,14.01839729,0.01474516,865.82714800,0.01474516
MIX_2080,0.60000000,0.70000000,0.30000000,0.02000000,1.10000000,18.00000000,42.00000000,100.00000000,64.08130600,4.61224500,228.69355100,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55077675,0.50869369,0.09429162,0.01454296,0.03822005,0.04345916,0.01683209,8.42043896,8.02348627,0.01402100,686.08885300,0.01402100
MIX_2081,0.60000000,0.70000000,0.30000000,0.02000000,1.40000000,18.00000000,42.00000000,100.00000000,81.92849000,4.97959200,246.90808200,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55256199,0.50869369,0.09429162,0.01454296,0.03822005,0.04692051,0.01683209,9.42712542,10.02178997,0.01513771,740.73244600,0.01513771
MIX_2082,0.60000000,0.70000000,0.30000000,0.02000000,1.70000000,18.00000000,42.00000000,100.00000000,99.77567300,5.34693900,265.12261200,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55434724,0.50869369,0.09429162,0.01454296,0.03822005,0.05038186,0.01683209,10.43381181,12.02009356,0.01625443,795.37603600,0.01625443
MIX_2083,0.60000000,0.70000000,0.30000000,0.02000000,2.00000000,18.00000000,42.00000000,100.00000000,117.62285700,5.71428600,283.33714300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55613249,0.50869369,0.09429162,0.01454296,0.03822005,0.05384321,0.01683209,11.44049827,14.01839726,0.01737114,850.01962900,0.01737114
MIX_2084,0.60000000,0.70000000,0.30000000,0.03000000,1.10000000,18.00000000,42.00000000,100.00000000,63.09228900,6.98969100,230.08197900,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56233075,0.50869369,0.09429162,0.01454296,0.03822005,0.06586079,0.01683209,8.45491806,8.02348633,0.01410612,690.25413900,0.01410612
MIX_2085,0.60000000,0.70000000,0.30000000,0.03000000,1.40000000,18.00000000,42.00000000,100.00000000,80.86070100,7.54639200,248.40709300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56503623,0.50869369,0.09429162,0.01454296,0.03822005,0.07110634,0.01683209,9.46435059,10.02178995,0.01522962,745.22947900,0.01522962
MIX_2086,0.60000000,0.70000000,0.30000000,0.03000000,1.70000000,18.00000000,42.00000000,100.00000000,98.62911300,8.10309300,266.73220600,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56774170,0.50869369,0.09429162,0.01454296,0.03822005,0.07635189,0.01683209,10.47378313,12.02009357,0.01635311,800.20481800,0.01635311
MIX_2087,0.60000000,0.70000000,0.30000000,0.03000000,2.00000000,18.00000000,42.00000000,100.00000000,116.39752600,8.65979400,285.05732000,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57044718,0.50869369,0.09429162,0.01454296,0.03822005,0.08159744,0.01683209,11.48321571,14.01839730,0.01747661,855.18016000,0.01747661
MIX_2088,0.60000000,0.70000000,0.30000000,0.04000000,1.10000000,18.00000000,42.00000000,100.00000000,62.08266700,9.41666700,231.49933300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57412546,0.50869369,0.09429162,0.01454296,0.03822005,0.08872912,0.01683209,8.49011545,8.02348633,0.01419302,694.50620100,0.01419302
MIX_2089,0.60000000,0.70000000,0.30000000,0.04000000,1.40000000,18.00000000,42.00000000,100.00000000,79.77066700,10.16666700,249.93733300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57777034,0.50869369,0.09429162,0.01454296,0.03822005,0.09579605,0.01683209,9.50235133,10.02178999,0.01532343,749.82020100,0.01532343
MIX_2090,0.60000000,0.70000000,0.30000000,0.04000000,1.70000000,18.00000000,42.00000000,100.00000000,97.45866700,10.91666700,268.37533300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.58141522,0.50869369,0.09429162,0.01454296,0.03822005,0.10286297,0.01683209,10.51458721,12.02009365,0.01645385,805.13420100,0.01645385
MIX_2091,0.60000000,0.70000000,0.30000000,0.04000000,2.00000000,18.00000000,42.00000000,100.00000000,115.14666700,11.66666700,286.81333300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.58506010,0.50869369,0.09429162,0.01454296,0.03822005,0.10992989,0.01683209,11.52682310,14.01839732,0.01758427,860.44820100,0.01758427
MIX_2092,0.60000000,0.70000000,0.30000000,0.05000000,1.10000000,18.00000000,42.00000000,100.00000000,61.05178900,11.89473700,232.94652600,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.58616848,0.50869369,0.09429162,0.01454296,0.03822005,0.11207889,0.01683209,8.52605377,8.02348623,0.01428174,698.84777800,0.01428174
MIX_2093,0.60000000,0.70000000,0.30000000,0.05000000,1.40000000,18.00000000,42.00000000,100.00000000,78.65768400,12.84210500,251.49978900,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.59077254,0.50869369,0.09429162,0.01454296,0.03822005,0.12100552,0.01683209,9.54115201,10.02178990,0.01541923,754.50756700,0.01541923
MIX_2094,0.60000000,0.70000000,0.30000000,0.05000000,1.70000000,18.00000000,42.00000000,100.00000000,96.26357900,13.78947400,270.05305300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.59537660,0.50869369,0.09429162,0.01454296,0.03822005,0.12993217,0.01683209,10.55625027,12.02009362,0.01655671,810.16735900,0.01655671
MIX_2095,0.60000000,0.70000000,0.30000000,0.05000000,2.00000000,18.00000000,42.00000000,100.00000000,113.86947400,14.73684200,288.60631600,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.59998065,0.50869369,0.09429162,0.01454296,0.03822005,0.13885880,0.01683209,11.57134851,14.01839729,0.01769419,865.82714800,0.01769419
MIX_2096,0.60000000,0.70000000,0.35000000,0.02000000,1.10000000,18.00000000,42.00000000,100.00000000,64.08130600,4.61224500,228.69355100,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55077675,0.50869369,0.09429162,0.01454296,0.03822005,0.04345916,0.01683209,8.42511263,8.02348627,0.01635783,686.08885300,0.01635783
MIX_2097,0.60000000,0.70000000,0.35000000,0.02000000,1.40000000,18.00000000,42.00000000,100.00000000,81.92849000,4.97959200,246.90808200,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55256199,0.50869369,0.09429162,0.01454296,0.03822005,0.04692051,0.01683209,9.43217132,10.02178997,0.01766066,740.73244600,0.01766066
MIX_2098,0.60000000,0.70000000,0.35000000,0.02000000,1.70000000,18.00000000,42.00000000,100.00000000,99.77567300,5.34693900,265.12261200,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55434724,0.50869369,0.09429162,0.01454296,0.03822005,0.05038186,0.01683209,10.43922996,12.02009356,0.01896350,795.37603600,0.01896350
MIX_2099,0.60000000,0.70000000,0.35000000,0.02000000,2.00000000,18.00000000,42.00000000,100.00000000,117.62285700,5.71428600,283.33714300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.55613249,0.50869369,0.09429162,0.01454296,0.03822005,0.05384321,0.01683209,11.44628865,14.01839726,0.02026634,850.01962900,0.02026634
MIX_2100,0.60000000,0.70000000,0.35000000,0.03000000,1.10000000,18.00000000,42.00000000,100.00000000,63.09228900,6.98969100,230.08197900,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56233075,0.50869369,0.09429162,0.01454296,0.03822005,0.06586079,0.01683209,8.45962010,8.02348633,0.01645714,690.25413900,0.01645714
MIX_2101,0.60000000,0.70000000,0.35000000,0.03000000,1.40000000,18.00000000,42.00000000,100.00000000,80.86070100,7.54639200,248.40709300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56503623,0.50869369,0.09429162,0.01454296,0.03822005,0.07110634,0.01683209,9.46942713,10.02178995,0.01776788,745.22947900,0.01776788
MIX_2102,0.60000000,0.70000000,0.35000000,0.03000000,1.70000000,18.00000000,42.00000000,100.00000000,98.62911300,8.10309300,266.73220600,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.56774170,0.50869369,0.09429162,0.01454296,0.03822005,0.07635189,0.01683209,10.47923416,12.02009357,0.01907863,800.20481800,0.01907863
MIX_2103,0.60000000,0.70000000,0.35000000,0.03000000,2.00000000,18.00000000,42.00000000,100.00000000,116.39752600,8.65979400,285.05732000,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57044718,0.50869369,0.09429162,0.01454296,0.03822005,0.08159744,0.01683209,11.48904125,14.01839730,0.02038938,855.18016000,0.02038938
MIX_2104,0.60000000,0.70000000,0.35000000,0.04000000,1.10000000,18.00000000,42.00000000,100.00000000,62.08266700,9.41666700,231.49933300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57412546,0.50869369,0.09429162,0.01454296,0.03822005,0.08872912,0.01683209,8.49484645,8.02348633,0.01655852,694.50620100,0.01655852
MIX_2105,0.60000000,0.70000000,0.35000000,0.04000000,1.40000000,18.00000000,42.00000000,100.00000000,79.77066700,10.16666700,249.93733300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.57777034,0.50869369,0.09429162,0.01454296,0.03822005,0.09579605,0.01683209,9.50745914,10.02178999,0.01787734,749.82020100,0.01787734
MIX_2106,0.60000000,0.70000000,0.35000000,0.04000000,1.70000000,18.00000000,42.00000000,100.00000000,97.45866700,10.91666700,268.37533300,0.00000000,11.61720000,2.91240000,0.14940000,2.89800000,0.42120000,29.79900000,5.13660000,2.73840000,1.73040000,2.59560000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.28269555,1.58141522,0.50869369,0.09429162,0.01454296,0.03822005,0.10286297,0.01683209,10.52007183,12.02009365,0.01919616,805.13420100,0.01919616
