mix_id,R,f_FA,yCO2,w_SS,w_b,cement_mass_g,flyash_mass_g,gangue_mass_g,water_mass_g,sodium_silicate_mass_g,total_mass_g,cement_C3S_g,cement_C2S_g,cement_C3A_g,cement_C4AF_g,cement_Gypsum_g,cement_Periclase_g,flyash_Glass_g,flyash_Quartz_g,flyash_Mullite_g,flyash_Magnetite_g,flyash_Hematite_g,gangue_Quartz_g,gangue_Kaolinite_g,gangue_Illite_g,gangue_Iron_oxides_g,gangue_Amorphous_g,Ca_mol,Si_mol,Al_mol,Fe_mol,Mg_mol,K_mol,Na_mol,S_mol,O_mol,H_mol,C_mol,total_solid_mass_g,CO2_moles
MIX_0896,0.30000000,0.80000000,0.00000000,0.02000000,1.10000000,6.00000000,24.00000000,100.00000000,31.61616300,3.32653100,164.94269400,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34559200,0.44582044,0.05716073,0.00988506,0.03431538,0.03134444,0.00561070,5.76802318,4.31504398,0.00000000,494.83748200,0.00000000
MIX_0897,0.30000000,0.80000000,0.00000000,0.02000000,1.40000000,6.00000000,24.00000000,100.00000000,40.53975500,3.51020400,174.04995900,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34648462,0.44582044,0.05716073,0.00988506,0.03431538,0.03307511,0.00561070,6.27024968,5.31419581,0.00000000,522.15927700,0.00000000
MIX_0898,0.30000000,0.80000000,0.00000000,0.02000000,1.70000000,6.00000000,24.00000000,100.00000000,49.46334700,3.69387800,183.15722400,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34737725,0.44582044,0.05716073,0.00988506,0.03431538,0.03480579,0.00561070,6.77247620,6.31334769,0.00000000,549.48107400,0.00000000
MIX_0899,0.30000000,0.80000000,0.00000000,0.02000000,2.00000000,6.00000000,24.00000000,100.00000000,58.38693900,3.87755100,192.26449000,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34826987,0.44582044,0.05716073,0.00988506,0.03431538,0.03653646,0.00561070,7.27470269,7.31249951,0.00000000,576.80287000,0.00000000
MIX_0900,0.30000000,0.80000000,0.00000000,0.03000000,1.10000000,6.00000000,24.00000000,100.00000000,30.90284500,5.04123700,165.94408200,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35392520,0.44582044,0.05716073,0.00988506,0.03431538,0.04750137,0.00561070,5.79276802,4.31504395,0.00000000,497.84164600,0.00000000
MIX_0901,0.30000000,0.80000000,0.00000000,0.03000000,1.40000000,6.00000000,24.00000000,100.00000000,39.78705200,5.31958800,175.10663900,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35527794,0.44582044,0.05716073,0.00988506,0.03431538,0.05012415,0.00561070,6.29636086,5.31419589,0.00000000,525.32931900,0.00000000
MIX_0902,0.30000000,0.80000000,0.00000000,0.03000000,1.70000000,6.00000000,24.00000000,100.00000000,48.67125800,5.59793800,184.26919600,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35663067,0.44582044,0.05716073,0.00988506,0.03431538,0.05274692,0.00561070,6.79995361,6.31334768,0.00000000,552.81698800,0.00000000
MIX_0903,0.30000000,0.80000000,0.00000000,0.03000000,2.00000000,6.00000000,24.00000000,100.00000000,57.55546400,5.87628900,193.43175300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35798342,0.44582044,0.05716073,0.00988506,0.03431538,0.05536969,0.00561070,7.30354640,7.31249951,0.00000000,580.30465900,0.00000000
MIX_0904,0.30000000,0.80000000,0.00000000,0.04000000,1.10000000,6.00000000,24.00000000,100.00000000,30.17466700,6.79166700,166.96633300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36243200,0.44582044,0.05716073,0.00988506,0.03431538,0.06399490,0.00561070,5.81802845,4.31504405,0.00000000,500.90840100,0.00000000
MIX_0905,0.30000000,0.80000000,0.00000000,0.04000000,1.40000000,6.00000000,24.00000000,100.00000000,39.01866700,7.16666700,176.18533300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36425444,0.44582044,0.05716073,0.00988506,0.03431538,0.06752836,0.00561070,6.32301597,5.31419588,0.00000000,528.56540100,0.00000000
MIX_0906,0.30000000,0.80000000,0.00000000,0.04000000,1.70000000,6.00000000,24.00000000,100.00000000,47.86266700,7.54166700,185.40433300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36607688,0.44582044,0.05716073,0.00988506,0.03431538,0.07106182,0.00561070,6.82800350,6.31334771,0.00000000,556.22240100,0.00000000
MIX_0907,0.30000000,0.80000000,0.00000000,0.04000000,2.00000000,6.00000000,24.00000000,100.00000000,56.70666700,7.91666700,194.62333300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36789932,0.44582044,0.05716073,0.00988506,0.03431538,0.07459528,0.00561070,7.33299102,7.31249954,0.00000000,583.87940100,0.00000000
MIX_0908,0.30000000,0.80000000,0.00000000,0.05000000,1.10000000,6.00000000,24.00000000,100.00000000,29.43115800,8.57894700,168.01010500,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37111790,0.44582044,0.05716073,0.00988506,0.03431538,0.08083566,0.00561070,5.84382058,4.31504399,0.00000000,504.03971500,0.00000000
MIX_0909,0.30000000,0.80000000,0.00000000,0.05000000,1.40000000,6.00000000,24.00000000,100.00000000,38.23410500,9.05263200,177.28673700,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37341993,0.44582044,0.05716073,0.00988506,0.03431538,0.08529898,0.00561070,6.35023222,5.31419582,0.00000000,531.86961100,0.00000000
MIX_0910,0.30000000,0.80000000,0.00000000,0.05000000,1.70000000,6.00000000,24.00000000,100.00000000,47.03705300,9.52631600,186.56336800,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37572196,0.44582044,0.05716073,0.00988506,0.03431538,0.08976230,0.00561070,6.85664388,6.31334771,0.00000000,559.69950600,0.00000000
MIX_0911,0.30000000,0.80000000,0.00000000,0.05000000,2.00000000,6.00000000,24.00000000,100.00000000,55.84000000,10.00000000,195.84000000,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37802399,0.44582044,0.05716073,0.00988506,0.03431538,0.09422562,0.00561070,7.36305549,7.31249949,0.00000000,587.52940000,0.00000000
MIX_0912,0.30000000,0.80000000,0.15000000,0.02000000,1.10000000,6.00000000,24.00000000,100.00000000,31.61616300,3.32653100,164.94269400,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34559200,0.44582044,0.05716073,0.00988506,0.03431538,0.03134444,0.00561070,5.77813567,4.31504398,0.00505624,494.83748200,0.00505624
MIX_0913,0.30000000,0.80000000,0.15000000,0.02000000,1.40000000,6.00000000,24.00000000,100.00000000,40.53975500,3.51020400,174.04995900,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34648462,0.44582044,0.05716073,0.00988506,0.03431538,0.03307511,0.00561070,6.28092052,5.31419581,0.00533542,522.15927700,0.00533542
MIX_0914,0.30000000,0.80000000,0.15000000,0.02000000,1.70000000,6.00000000,24.00000000,100.00000000,49.46334700,3.69387800,183.15722400,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34737725,0.44582044,0.05716073,0.00988506,0.03431538,0.03480579,0.00561070,6.78370541,6.31334769,0.00561460,549.48107400,0.00561460
MIX_0915,0.30000000,0.80000000,0.15000000,0.02000000,2.00000000,6.00000000,24.00000000,100.00000000,58.38693900,3.87755100,192.26449000,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34826987,0.44582044,0.05716073,0.00988506,0.03431538,0.03653646,0.00561070,7.28649026,7.31249951,0.00589378,576.80287000,0.00589378
MIX_0916,0.30000000,0.80000000,0.15000000,0.03000000,1.10000000,6.00000000,24.00000000,100.00000000,30.90284500,5.04123700,165.94408200,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35392520,0.44582044,0.05716073,0.00988506,0.03431538,0.04750137,0.00561070,5.80294190,4.31504395,0.00508694,497.84164600,0.00508694
MIX_0917,0.30000000,0.80000000,0.15000000,0.03000000,1.40000000,6.00000000,24.00000000,100.00000000,39.78705200,5.31958800,175.10663900,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35527794,0.44582044,0.05716073,0.00988506,0.03431538,0.05012415,0.00561070,6.30709649,5.31419589,0.00536782,525.32931900,0.00536782
MIX_0918,0.30000000,0.80000000,0.15000000,0.03000000,1.70000000,6.00000000,24.00000000,100.00000000,48.67125800,5.59793800,184.26919600,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35663067,0.44582044,0.05716073,0.00988506,0.03431538,0.05274692,0.00561070,6.81125099,6.31334768,0.00564869,552.81698800,0.00564869
MIX_0919,0.30000000,0.80000000,0.15000000,0.03000000,2.00000000,6.00000000,24.00000000,100.00000000,57.55546400,5.87628900,193.43175300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35798342,0.44582044,0.05716073,0.00988506,0.03431538,0.05536969,0.00561070,7.31540553,7.31249951,0.00592956,580.30465900,0.00592956
MIX_0920,0.30000000,0.80000000,0.15000000,0.04000000,1.10000000,6.00000000,24.00000000,100.00000000,30.17466700,6.79166700,166.96633300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36243200,0.44582044,0.05716073,0.00988506,0.03431538,0.06399490,0.00561070,5.82826500,4.31504405,0.00511828,500.90840100,0.00511828
MIX_0921,0.30000000,0.80000000,0.15000000,0.04000000,1.40000000,6.00000000,24.00000000,100.00000000,39.01866700,7.16666700,176.18533300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36425444,0.44582044,0.05716073,0.00988506,0.03431538,0.06752836,0.00561070,6.33381774,5.31419588,0.00540088,528.56540100,0.00540088
MIX_0922,0.30000000,0.80000000,0.15000000,0.04000000,1.70000000,6.00000000,24.00000000,100.00000000,47.86266700,7.54166700,185.40433300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36607688,0.44582044,0.05716073,0.00988506,0.03431538,0.07106182,0.00561070,6.83937047,6.31334771,0.00568349,556.22240100,0.00568349
MIX_0923,0.30000000,0.80000000,0.15000000,0.04000000,2.00000000,6.00000000,24.00000000,100.00000000,56.70666700,7.91666700,194.62333300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36789932,0.44582044,0.05716073,0.00988506,0.03431538,0.07459528,0.00561070,7.34492320,7.31249954,0.00596609,583.87940100,0.00596609
MIX_0924,0.30000000,0.80000000,0.15000000,0.05000000,1.10000000,6.00000000,24.00000000,100.00000000,29.43115800,8.57894700,168.01010500,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37111790,0.44582044,0.05716073,0.00988506,0.03431538,0.08083566,0.00561070,5.85412113,4.31504399,0.00515027,504.03971500,0.00515027
MIX_0925,0.30000000,0.80000000,0.15000000,0.05000000,1.40000000,6.00000000,24.00000000,100.00000000,38.23410500,9.05263200,177.28673700,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37341993,0.44582044,0.05716073,0.00988506,0.03431538,0.08529898,0.00561070,6.36110151,5.31419582,0.00543465,531.86961100,0.00543465
MIX_0926,0.30000000,0.80000000,0.15000000,0.05000000,1.70000000,6.00000000,24.00000000,100.00000000,47.03705300,9.52631600,186.56336800,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37572196,0.44582044,0.05716073,0.00988506,0.03431538,0.08976230,0.00561070,6.86808191,6.31334771,0.00571902,559.69950600,0.00571902
MIX_0927,0.30000000,0.80000000,0.15000000,0.05000000,2.00000000,6.00000000,24.00000000,100.00000000,55.84000000,10.00000000,195.84000000,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37802399,0.44582044,0.05716073,0.00988506,0.03431538,0.09422562,0.00561070,7.37506226,7.31249949,0.00600339,587.52940000,0.00600339
MIX_0928,0.30000000,0.80000000,0.20000000,0.02000000,1.10000000,6.00000000,24.00000000,100.00000000,31.61616300,3.32653100,164.94269400,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34559200,0.44582044,0.05716073,0.00988506,0.03431538,0.03134444,0.00561070,5.78150650,4.31504398,0.00674166,494.83748200,0.00674166
MIX_0929,0.30000000,0.80000000,0.20000000,0.02000000,1.40000000,6.00000000,24.00000000,100.00000000,40.53975500,3.51020400,174.04995900,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34648462,0.44582044,0.05716073,0.00988506,0.03431538,0.03307511,0.00561070,6.28447747,5.31419581,0.00711390,522.15927700,0.00711390
MIX_0930,0.30000000,0.80000000,0.20000000,0.02000000,1.70000000,6.00000000,24.00000000,100.00000000,49.46334700,3.69387800,183.15722400,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34737725,0.44582044,0.05716073,0.00988506,0.03431538,0.03480579,0.00561070,6.78744848,6.31334769,0.00748614,549.48107400,0.00748614
MIX_0931,0.30000000,0.80000000,0.20000000,0.02000000,2.00000000,6.00000000,24.00000000,100.00000000,58.38693900,3.87755100,192.26449000,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34826987,0.44582044,0.05716073,0.00988506,0.03431538,0.03653646,0.00561070,7.29041945,7.31249951,0.00785838,576.80287000,0.00785838
MIX_0932,0.30000000,0.80000000,0.20000000,0.03000000,1.10000000,6.00000000,24.00000000,100.00000000,30.90284500,5.04123700,165.94408200,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35392520,0.44582044,0.05716073,0.00988506,0.03431538,0.04750137,0.00561070,5.80633319,4.31504395,0.00678259,497.84164600,0.00678259
MIX_0933,0.30000000,0.80000000,0.20000000,0.03000000,1.40000000,6.00000000,24.00000000,100.00000000,39.78705200,5.31958800,175.10663900,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35527794,0.44582044,0.05716073,0.00988506,0.03431538,0.05012415,0.00561070,6.31067503,5.31419589,0.00715709,525.32931900,0.00715709
MIX_0934,0.30000000,0.80000000,0.20000000,0.03000000,1.70000000,6.00000000,24.00000000,100.00000000,48.67125800,5.59793800,184.26919600,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35663067,0.44582044,0.05716073,0.00988506,0.03431538,0.05274692,0.00561070,6.81501678,6.31334768,0.00753159,552.81698800,0.00753159
MIX_0935,0.30000000,0.80000000,0.20000000,0.03000000,2.00000000,6.00000000,24.00000000,100.00000000,57.55546400,5.87628900,193.43175300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35798342,0.44582044,0.05716073,0.00988506,0.03431538,0.05536969,0.00561070,7.31935857,7.31249951,0.00790608,580.30465900,0.00790608
MIX_0936,0.30000000,0.80000000,0.20000000,0.04000000,1.10000000,6.00000000,24.00000000,100.00000000,30.17466700,6.79166700,166.96633300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36243200,0.44582044,0.05716073,0.00988506,0.03431538,0.06399490,0.00561070,5.83167719,4.31504405,0.00682437,500.90840100,0.00682437
MIX_0937,0.30000000,0.80000000,0.20000000,0.04000000,1.40000000,6.00000000,24.00000000,100.00000000,39.01866700,7.16666700,176.18533300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36425444,0.44582044,0.05716073,0.00988506,0.03431538,0.06752836,0.00561070,6.33741832,5.31419588,0.00720118,528.56540100,0.00720118
MIX_0938,0.30000000,0.80000000,0.20000000,0.04000000,1.70000000,6.00000000,24.00000000,100.00000000,47.86266700,7.54166700,185.40433300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36607688,0.44582044,0.05716073,0.00988506,0.03431538,0.07106182,0.00561070,6.84315946,6.31334771,0.00757798,556.22240100,0.00757798
MIX_0939,0.30000000,0.80000000,0.20000000,0.04000000,2.00000000,6.00000000,24.00000000,100.00000000,56.70666700,7.91666700,194.62333300,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.36789932,0.44582044,0.05716073,0.00988506,0.03431538,0.07459528,0.00561070,7.34890060,7.31249954,0.00795479,583.87940100,0.00795479
MIX_0940,0.30000000,0.80000000,0.20000000,0.05000000,1.10000000,6.00000000,24.00000000,100.00000000,29.43115800,8.57894700,168.01010500,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37111790,0.44582044,0.05716073,0.00988506,0.03431538,0.08083566,0.00561070,5.85755465,4.31504399,0.00686703,504.03971500,0.00686703
MIX_0941,0.30000000,0.80000000,0.20000000,0.05000000,1.40000000,6.00000000,24.00000000,100.00000000,38.23410500,9.05263200,177.28673700,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37341993,0.44582044,0.05716073,0.00988506,0.03431538,0.08529898,0.00561070,6.36472461,5.31419582,0.00724619,531.86961100,0.00724619
MIX_0942,0.30000000,0.80000000,0.20000000,0.05000000,1.70000000,6.00000000,24.00000000,100.00000000,47.03705300,9.52631600,186.56336800,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37572196,0.44582044,0.05716073,0.00988506,0.03431538,0.08976230,0.00561070,6.87189459,6.31334771,0.00762535,559.69950600,0.00762535
MIX_0943,0.30000000,0.80000000,0.20000000,0.05000000,2.00000000,6.00000000,24.00000000,100.00000000,55.84000000,10.00000000,195.84000000,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.37802399,0.44582044,0.05716073,0.00988506,0.03431538,0.09422562,0.00561070,7.37906452,7.31249949,0.00800452,587.52940000,0.00800452
MIX_0944,0.30000000,0.80000000,0.25000000,0.02000000,1.10000000,6.00000000,24.00000000,100.00000000,31.61616300,3.32653100,164.94269400,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34559200,0.44582044,0.05716073,0.00988506,0.03431538,0.03134444,0.00561070,5.78487733,4.31504398,0.00842707,494.83748200,0.00842707
MIX_0945,0.30000000,0.80000000,0.25000000,0.02000000,1.40000000,6.00000000,24.00000000,100.00000000,40.53975500,3.51020400,174.04995900,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34648462,0.44582044,0.05716073,0.00988506,0.03431538,0.03307511,0.00561070,6.28803442,5.31419581,0.00889237,522.15927700,0.00889237
MIX_0946,0.30000000,0.80000000,0.25000000,0.02000000,1.70000000,6.00000000,24.00000000,100.00000000,49.46334700,3.69387800,183.15722400,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34737725,0.44582044,0.05716073,0.00988506,0.03431538,0.03480579,0.00561070,6.79119154,6.31334769,0.00935767,549.48107400,0.00935767
MIX_0947,0.30000000,0.80000000,0.25000000,0.02000000,2.00000000,6.00000000,24.00000000,100.00000000,58.38693900,3.87755100,192.26449000,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.34826987,0.44582044,0.05716073,0.00988506,0.03431538,0.03653646,0.00561070,7.29434863,7.31249951,0.00982297,576.80287000,0.00982297
MIX_0948,0.30000000,0.80000000,0.25000000,0.03000000,1.10000000,6.00000000,24.00000000,100.00000000,30.90284500,5.04123700,165.94408200,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35392520,0.44582044,0.05716073,0.00988506,0.03431538,0.04750137,0.00561070,5.80972449,4.31504395,0.00847824,497.84164600,0.00847824
MIX_0949,0.30000000,0.80000000,0.25000000,0.03000000,1.40000000,6.00000000,24.00000000,100.00000000,39.78705200,5.31958800,175.10663900,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35527794,0.44582044,0.05716073,0.00988506,0.03431538,0.05012415,0.00561070,6.31425358,5.31419589,0.00894636,525.32931900,0.00894636
MIX_0950,0.30000000,0.80000000,0.25000000,0.03000000,1.70000000,6.00000000,24.00000000,100.00000000,48.67125800,5.59793800,184.26919600,0.00000000,3.87240000,0.97080000,0.04980000,0.96600000,0.14040000,17.02800000,2.93520000,1.56480000,0.98880000,1.48320000,35.06000000,30.05000000,15.03000000,5.06000000,14.81000000,0.11764886,1.35663067,0.44582044,0.05716073,0.00988506,0.03431538,0.05274692,0.00561070,6.81878258,6.31334768,0.00941448,552.81698800,0.00941448
