mix_id,R,f_FA,yCO2,w_SS,w_b,converged,pH,pCO2_bar,num_phases,method,temperature_K,pressure_bar,CO2_fraction,pe,Eh,system_mass_kg,execution_time,input_file,input_Ca_mol,input_Si_mol,input_Al_mol,input_Fe_mol,input_Mg_mol,input_K_mol,input_Na_mol,input_S_mol,input_O_mol,input_H_mol,input_C_mol,phase_list,phase_C-S-H_1.0_mol,phase_C-S-H_1.0_kg,phase_Silica_gel_mol,phase_Silica_gel_kg,phase_Ettringite_mol,phase_Ettringite_kg,phase_Hydrotalcite_mol,phase_Hydrotalcite_kg,phase_Calcite_mol,phase_Calcite_kg
MIX_0000,0.3,0.0,0.0,0.02,1.1,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1120808231698,4.839897155761719e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0000.inp,0.24767553,1.07581094,0.47117877,0.05585885,0.07148103,0.05860121,0.03134444,0.0512595,5.29186457,3.6635567,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.82813541,0.0497543754328,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0001,0.3,0.0,0.0,0.02,1.4,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1121344517794,4.57763671875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0001.inp,0.24767553,1.07670356,0.47117877,0.05585885,0.07148103,0.05860121,0.03307511,0.0512595,5.79409106,4.66270853,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.8290280299999999,0.049808004042399996,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0002,0.3,0.0,0.0,0.02,1.7,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.11218808038900001,4.649162292480469e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0002.inp,0.24767553,1.07759618,0.47117877,0.05585885,0.07148103,0.05860121,0.03480579,0.0512595,6.29631759,5.6618604,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.82992065,0.049861632652000006,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0003,0.3,0.0,0.0,0.02,2.0,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1122417089986,3.719329833984375e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0003.inp,0.24767553,1.0784888,0.47117877,0.05585885,0.07148103,0.05860121,0.03653646,0.0512595,6.79854408,6.66101223,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.8308132699999999,0.049915261261599994,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0004,0.3,0.0,0.0,0.03,1.1,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.11258148122500002,1.3589859008789062e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0004.inp,0.24767553,1.08414413,0.47117877,0.05585885,0.07148103,0.05860121,0.04750137,0.0512595,5.3166094,3.66355667,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.8364686000000001,0.050255033488000006,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0005,0.3,0.0,0.0,0.03,1.4,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1126627538442,2.2172927856445312e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0005.inp,0.24767553,1.08549687,0.47117877,0.05585885,0.07148103,0.05860121,0.05012415,0.0512595,5.82020225,4.66270861,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.8378213400000001,0.0503363061072,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0006,0.3,0.0,0.0,0.03,1.7,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.11274402646340001,9.5367431640625e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0006.inp,0.24767553,1.08684961,0.47117877,0.05585885,0.07148103,0.05860121,0.05274692,0.0512595,6.323795,5.6618604,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.83917408,0.05041757872640001,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0007,0.3,0.0,0.0,0.03,2.0,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.11282529908260001,1.3828277587890625e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0007.inp,0.24767553,1.08820235,0.47117877,0.05585885,0.07148103,0.05860121,0.05536969,0.0512595,6.82738779,6.66101223,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.84052682,0.050498851345600004,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0008,0.3,0.0,0.0,0.04,1.1,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1130925703698,1.3589859008789062e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0008.inp,0.24767553,1.09265094,0.47117877,0.05585885,0.07148103,0.05860121,0.0639949,0.0512595,5.34186983,3.66355677,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.84497541,0.0507661226328,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0009,0.3,0.0,0.0,0.04,1.4,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.11320206256500001,1.7642974853515625e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0009.inp,0.24767553,1.09447338,0.47117877,0.05585885,0.07148103,0.05860121,0.06752836,0.0512595,5.84685736,4.6627086,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.84679785,0.050875614828,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0010,0.3,0.0,0.0,0.04,1.7,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.11331155476020001,1.5020370483398438e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0010.inp,0.24767553,1.09629582,0.47117877,0.05585885,0.07148103,0.05860121,0.07106182,0.0512595,6.35184488,5.66186043,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.8486202899999999,0.0509851070232,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0011,0.3,0.0,0.0,0.04,2.0,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1134210469554,1.8835067749023438e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0011.inp,0.24767553,1.09811826,0.47117877,0.05585885,0.07148103,0.05860121,0.07459528,0.0512595,6.85683241,6.66101226,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.8504427299999999,0.0510945992184,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0012,0.3,0.0,0.0,0.05,1.1,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.11361441864100001,1.1920928955078125e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0012.inp,0.24767553,1.10133683,0.47117877,0.05585885,0.07148103,0.05860121,0.08083566,0.0512595,5.36766197,3.66355671,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.8536613,0.051287970904,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0013,0.3,0.0,0.0,0.05,1.4,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.11375272460340001,9.298324584960938e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0013.inp,0.24767553,1.10363886,0.47117877,0.05585885,0.07148103,0.05860121,0.08529898,0.0512595,5.87407361,4.66270854,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.85596333,0.0514262768664,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0014,0.3,0.0,0.0,0.05,1.7,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.11389103056580001,8.58306884765625e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0014.inp,0.24767553,1.10594089,0.47117877,0.05585885,0.07148103,0.05860121,0.0897623,0.0512595,6.38048527,5.66186043,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.8582653600000001,0.051564582828800005,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0015,0.3,0.0,0.0,0.05,2.0,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1140293365282,9.5367431640625e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0015.inp,0.24767553,1.10824292,0.47117877,0.05585885,0.07148103,0.05860121,0.09422562,0.0512595,6.88689687,6.66101221,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24767553,0.042104840100000006,0.8605673899999999,0.0517028887912,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,,
MIX_0016,0.3,0.0,0.15,0.02,1.1,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11206193764411773,1.71661376953125e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0016.inp,0.24767553,1.07581094,0.47117877,0.05585885,0.07148103,0.05860121,0.03134444,0.0512595,5.30197706,3.6635567,0.00505624,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2457543168075,0.041778233857275006,0.8300566231925,0.0498698019214054,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0019212131924999998,0.000192294228437325
MIX_0017,0.3,0.0,0.15,0.02,1.4,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11211452349050632,1.5497207641601562e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0017.inp,0.24767553,1.07670356,0.47117877,0.05585885,0.07148103,0.05860121,0.03307511,0.0512595,5.80476191,4.66270853,0.00533542,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.245648237131875,0.041760200312418755,0.8310553228681249,0.04992980379791694,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.002027292868125,0.00020291174317063122
MIX_0018,0.3,0.0,0.15,0.02,1.7,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11216710933689494,1.2636184692382812e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0018.inp,0.24767553,1.07759618,0.47117877,0.05585885,0.07148103,0.05860121,0.03480579,0.0512595,6.30754679,5.6618604,0.0056146,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24554215745625,0.041742166767562504,0.83205402254375,0.049989805674428504,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0021333725437499996,0.00021352925790393745
MIX_0019,0.3,0.0,0.15,0.02,2.0,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11221969518328354,0.0001552104949951172,/teamspace/studios/this_studio/inputs/generated/MIX_0019.inp,0.24767553,1.0784888,0.47117877,0.05585885,0.07148103,0.05860121,0.03653646,0.0512595,6.81033164,6.66101223,0.00589378,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.245436077780625,0.04172413322270625,0.8330527222193749,0.050049807550940045,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.002239452219375,0.00022414677263724373
MIX_0020,0.3,0.0,0.15,0.03,1.1,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11256248103196839,0.0002090930938720703,/teamspace/studios/this_studio/inputs/generated/MIX_0020.inp,0.24767553,1.08414413,0.47117877,0.05585885,0.07148103,0.05860121,0.04750137,0.0512595,5.32678329,3.66355667,0.00508694,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24574265176687501,0.04177625080036876,0.838401478233125,0.05037116081224616,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0019328782331249998,0.00019346178235348123
MIX_0021,0.3,0.0,0.15,0.03,1.4,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11264270453829922,1.71661376953125e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0021.inp,0.24767553,1.08549687,0.47117877,0.05585885,0.07148103,0.05860121,0.05012415,0.0512595,5.83093788,4.66270861,0.00536782,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24563592614437502,0.04175810744454376,0.839860943855625,0.050458845506845956,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0020396038556249997,0.00020414394990950622
MIX_0022,0.3,0.0,0.15,0.03,1.7,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11272292808198096,1.1682510375976562e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0022.inp,0.24767553,1.08684961,0.47117877,0.05585885,0.07148103,0.05860121,0.05274692,0.0512595,6.33509238,5.6618604,0.00564869,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2455292043215625,0.04173996473466563,0.8413204056784376,0.05054652997316053,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0021463256784374995,0.0002148257371548093
MIX_0023,0.3,0.0,0.15,0.03,2.0,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11280315162566272,1.049041748046875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0023.inp,0.24767553,1.08820235,0.47117877,0.05585885,0.07148103,0.05860121,0.05536969,0.0512595,6.83924691,6.66101223,0.00592956,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24542248249875,0.041721822024787504,0.84277986750125,0.0506342144394751,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.00225304750125,0.0002255075244001125
MIX_0024,0.3,0.0,0.15,0.04,1.1,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11307345311895964,3.7670135498046875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0024.inp,0.24767553,1.09265094,0.47117877,0.05585885,0.07148103,0.05860121,0.0639949,0.0512595,5.35210639,3.66355677,0.00511828,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24573074354625002,0.041774226402862505,0.8469201964537499,0.0508829654029413,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0019447864537499998,0.0001946536761558375
MIX_0025,0.3,0.0,0.15,0.04,1.4,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11318188977693083,1.5974044799804688e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0025.inp,0.24767553,1.09447338,0.47117877,0.05585885,0.07148103,0.05860121,0.06752836,0.0512595,5.85765912,4.6627086,0.00540088,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24562336437750001,0.041755971944175005,0.8488500156225,0.0509989089385998,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0020521656225,0.00020540125715602498
MIX_0026,0.3,0.0,0.15,0.04,1.7,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11329032639755107,1.9073486328125e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0026.inp,0.24767553,1.09629582,0.47117877,0.05585885,0.07148103,0.05860121,0.07106182,0.0512595,6.36321186,5.66186043,0.00568349,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2455159814090625,0.041737716839540626,0.8507798385909374,0.05111485270254352,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0021595485909374997,0.00021614921846693436
MIX_0027,0.3,0.0,0.15,0.04,2.0,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11339876305552227,1.9550323486328125e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0027.inp,0.24767553,1.09811826,0.47117877,0.05585885,0.07148103,0.05860121,0.07459528,0.0512595,6.86876459,6.66101226,0.00596609,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2454086022403125,0.041719462380853126,0.8527096577596874,0.05123079623820202,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0022669277596874997,0.00022689679946712185
MIX_0028,0.3,0.0,0.15,0.05,1.1,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11359518190454057,9.5367431640625e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0028.inp,0.24767553,1.10133683,0.47117877,0.05585885,0.07148103,0.05860121,0.08083566,0.0512595,5.37796252,3.66355671,0.00515027,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24571858834593752,0.04177216001880938,0.8556182416540624,0.05140554395857607,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0019569416540624997,0.0001958702901551156
MIX_0029,0.3,0.0,0.15,0.05,1.4,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11373242568124656,9.298324584960938e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0029.inp,0.24767553,1.10363886,0.47117877,0.05585885,0.07148103,0.05860121,0.08529898,0.0512595,5.8849429,4.66270854,0.00543465,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2456105328328125,0.04175379058157813,0.8580283271671875,0.051550341896204624,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0020649971671875,0.00020668556646379684
MIX_0030,0.3,0.0,0.15,0.05,1.7,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11386966949530346,9.298324584960938e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0030.inp,0.24767553,1.10594089,0.47117877,0.05585885,0.07148103,0.05860121,0.0897623,0.0512595,6.3919233,5.66186043,0.00571902,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.245502481119375,0.041735421790293756,0.8604384088806251,0.05169513960554795,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.002173048880625,0.00021750046246175623
MIX_0031,0.3,0.0,0.15,0.05,2.0,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.11400691330936037,1.0251998901367188e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0031.inp,0.24767553,1.10824292,0.47117877,0.05585885,0.07148103,0.05860121,0.09422562,0.0512595,6.89890365,6.66101221,0.00600339,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2453944294059375,0.04171705299900938,0.8628484905940624,0.051839937314891275,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0022811005940624996,0.0002283153584597156
MIX_0032,0.3,0.0,0.2,0.02,1.1,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.11204724886871957,9.059906005859375e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0032.inp,0.24767553,1.07581094,0.47117877,0.05585885,0.07148103,0.05860121,0.03134444,0.0512595,5.30534789,3.6635567,0.00674166,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2442600365025,0.041524206205425004,0.8315509034974999,0.049959578282129796,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0034154934975,0.00034185674416477497
MIX_0033,0.3,0.0,0.2,0.02,1.4,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.11209902367705488,0.0006058216094970703,/teamspace/studios/this_studio/inputs/generated/MIX_0033.inp,0.24767553,1.07670356,0.47117877,0.05585885,0.07148103,0.05860121,0.03307511,0.0512595,5.80831886,4.66270853,0.0071139,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2440714504125,0.041492146570125,0.8326321095874999,0.050024537144016994,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0036040795875,0.000360732325912875
MIX_0034,0.3,0.0,0.2,0.02,1.7,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.11215079848539018,1.52587890625e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0034.inp,0.24767553,1.07759618,0.47117877,0.05585885,0.07148103,0.05860121,0.03480579,0.0512595,6.31128986,5.6618604,0.00748614,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2438828643225,0.041460086934825,0.8337133156775001,0.050089496005904205,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0037926656775,0.000379607907660975
MIX_0035,0.3,0.0,0.2,0.02,2.0,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.11220257329372547,1.049041748046875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0035.inp,0.24767553,1.0784888,0.47117877,0.05585885,0.07148103,0.05860121,0.03653646,0.0512595,6.81426083,6.66101223,0.00785838,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2436942782325,0.041428027299525,0.8347945217674999,0.050154454867791395,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0039812517675,0.000398483489409075
MIX_0036,0.3,0.0,0.2,0.03,1.1,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.1125477030874545,9.5367431640625e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0036.inp,0.24767553,1.08414413,0.47117877,0.05585885,0.07148103,0.05860121,0.04750137,0.0512595,5.33017458,3.66355667,0.00678259,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24423930034125,0.0415206810580125,0.8399048296587501,0.05046148216589771,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0034362296587499997,0.0003439322265442875
MIX_0037,0.3,0.0,0.2,0.03,1.4,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.11262711065031013,9.059906005859375e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0037.inp,0.24767553,1.08549687,0.47117877,0.05585885,0.07148103,0.05860121,0.05012415,0.0512595,5.83451642,4.66270861,0.00715709,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24404956927875002,0.0414884267773875,0.8414473007212501,0.05055415382733271,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.00362596072125,0.0003629224085899125
MIX_0038,0.3,0.0,0.2,0.03,1.7,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.11270651821316574,4.5299530029296875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0038.inp,0.24767553,1.08684961,0.47117877,0.05585885,0.07148103,0.05860121,0.05274692,0.0512595,6.33885817,5.6618604,0.00753159,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24385983821625,0.041456172496762506,0.84298977178375,0.0506468254887677,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.00381569178375,0.00038191259063553753
MIX_0039,0.3,0.0,0.2,0.03,2.0,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.1127859258258226,1.1682510375976562e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0039.inp,0.24767553,1.08820235,0.47117877,0.05585885,0.07148103,0.05860121,0.05536969,0.0512595,6.84319995,6.66101223,0.00790608,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24367011222,0.04142391907740001,0.84453223778,0.0507394968458224,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.004005417779999999,0.00040090226560019995
MIX_0040,0.3,0.0,0.2,0.04,1.1,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.11305858416268422,1.0251998901367188e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0040.inp,0.24767553,1.09265094,0.47117877,0.05585885,0.07148103,0.05860121,0.0639949,0.0512595,5.35551857,3.66355677,0.00682437,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.24421813354875,0.0415170827032875,0.84843280645125,0.0509738430115911,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0034573964512499998,0.00034605081080561246
MIX_0041,0.3,0.0,0.2,0.04,1.4,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.11316619979745397,1.0013580322265625e-05,/teamspace/studios/this_studio/inputs/generated/MIX_0041.inp,0.24767553,1.09447338,0.47117877,0.05585885,0.07148103,0.05860121,0.06752836,0.0512595,5.86125971,4.6627086,0.00720118,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2440272321825,0.041484629471025006,0.8504461478174999,0.051094804560875395,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0036482978175,0.000365158128553575
MIX_0042,0.3,0.0,0.2,0.04,1.7,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.11327381548202498,9.5367431640625e-06,/teamspace/studios/this_studio/inputs/generated/MIX_0042.inp,0.24767553,1.09629582,0.47117877,0.05585885,0.07148103,0.05860121,0.07106182,0.0512595,6.36700085,5.66186043,0.00757798,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.2438363358825,0.041452177100025,0.8524594841174999,0.0512157658057794,0.00854325,0.010721778749999999,0.021444308999999998,0.009499828887,0.0038391941175,0.000384264939220575
