mix_id,R,f_FA,yCO2,w_SS,w_b,converged,pH,pCO2_bar,temperature_K,pressure_bar,C-S-H_1.0_mol,Calcite_mol,Ettringite_mol,Hydrotalcite_mol,Silica_gel_mol,C-S-H_1.0_kg,Calcite_kg,Ettringite_kg,Hydrotalcite_kg,Silica_gel_kg,dominant_phase_by_mass,dominant_phase_by_mole,phase_assemblage,carbonation_state,csh_silica_class,pH_regime,phase_diagram_class
MIX_0035,0.3,0.0,0.2,0.02,2.0,True,9.48675,0.20265,298.15,1.01325,0.2436942782325,0.0039812517675,0.00854325,0.0214443089999999,0.8347945217674999,0.041428027299525,0.000398483489409,0.0107217787499999,0.009499828887,0.0501544548677913,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0036,0.3,0.0,0.2,0.03,1.1,True,9.48675,0.20265,298.15,1.01325,0.24423930034125,0.0034362296587499,0.00854325,0.0214443089999999,0.8399048296587501,0.0415206810580125,0.0003439322265442,0.0107217787499999,0.009499828887,0.0504614821658977,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0037,0.3,0.0,0.2,0.03,1.4,True,9.48675,0.20265,298.15,1.01325,0.24404956927875,0.00362596072125,0.00854325,0.0214443089999999,0.8414473007212501,0.0414884267773875,0.0003629224085899,0.0107217787499999,0.009499828887,0.0505541538273327,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0038,0.3,0.0,0.2,0.03,1.7,True,9.48675,0.20265,298.15,1.01325,0.24385983821625,0.00381569178375,0.00854325,0.0214443089999999,0.84298977178375,0.0414561724967625,0.0003819125906355,0.0107217787499999,0.009499828887,0.0506468254887677,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0039,0.3,0.0,0.2,0.03,2.0,True,9.48675,0.20265,298.15,1.01325,0.24367011222,0.0040054177799999,0.00854325,0.0214443089999999,0.84453223778,0.0414239190774,0.0004009022656001,0.0107217787499999,0.009499828887,0.0507394968458224,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0040,0.3,0.0,0.2,0.04,1.1,True,9.48675,0.20265,298.15,1.01325,0.24421813354875,0.0034573964512499,0.00854325,0.0214443089999999,0.84843280645125,0.0415170827032875,0.0003460508108056,0.0107217787499999,0.009499828887,0.0509738430115911,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0041,0.3,0.0,0.2,0.04,1.4,True,9.48675,0.20265,298.15,1.01325,0.2440272321825,0.0036482978175,0.00854325,0.0214443089999999,0.8504461478174999,0.041484629471025,0.0003651581285535,0.0107217787499999,0.009499828887,0.0510948045608753,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0042,0.3,0.0,0.2,0.04,1.7,True,9.48675,0.20265,298.15,1.01325,0.2438363358825,0.0038391941175,0.00854325,0.0214443089999999,0.8524594841174999,0.041452177100025,0.0003842649392205,0.0107217787499999,0.009499828887,0.0512157658057794,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0043,0.3,0.0,0.2,0.04,2.0,True,9.48675,0.20265,298.15,1.01325,0.24364543451625,0.00403009548375,0.00854325,0.0214443089999999,0.8544728254837499,0.0414197238677625,0.0004033722569685,0.0107217787499999,0.009499828887,0.0513367273550637,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0044,0.3,0.0,0.2,0.05,1.1,True,9.48675,0.20265,298.15,1.01325,0.24419652092625,0.00347900907375,0.00854325,0.0214443089999999,0.8571403090737499,0.0415134085574625,0.0003482140181916,0.0107217787499999,0.009499828887,0.0514969897691508,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0045,0.3,0.0,0.2,0.05,1.4,True,9.48675,0.20265,298.15,1.01325,0.24400442899125,0.00367110100875,0.00854325,0.0214443089999999,0.85963443100875,0.0414807529285125,0.0003674404999657,0.0107217787499999,0.009499828887,0.0516468366150057,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0046,0.3,0.0,0.2,0.05,1.7,True,9.48675,0.20265,298.15,1.01325,0.24381233705625,0.00386319294375,0.00854325,0.0214443089999999,0.8621285529437501,0.0414480972995625,0.0003866669817399,0.0107217787499999,0.009499828887,0.0517966834608605,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0047,0.3,0.0,0.2,0.05,2.0,True,9.48675,0.20265,298.15,1.01325,0.243620240055,0.0040552899449999,0.00854325,0.0214443089999999,0.8646226799449999,0.04141544080935,0.000405893970595,0.0107217787499999,0.009499828887,0.0519465306110955,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Low carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0048,0.3,0.0,0.25,0.02,1.1,True,9.2334375,0.2533125,298.15,1.01325,0.2423388245765625,0.0053367054234374,0.00854325,0.0214443089999999,0.8334721154234375,0.0411976001780156,0.0005341508458318,0.0107217787499999,0.009499828887,0.0500750046946401,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0049,0.3,0.0,0.25,0.02,1.4,True,9.2334375,0.2533125,298.15,1.01325,0.2420441588109375,0.0056313711890625,0.00854325,0.0214443089999999,0.8346594011890625,0.0411475069978593,0.0005636439423132,0.0107217787499999,0.009499828887,0.0501463368234388,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0050,0.3,0.0,0.25,0.02,1.7,True,9.2334375,0.2533125,298.15,1.01325,0.2417494930453125,0.0059260369546874,0.00854325,0.0214443089999999,0.8358466869546874,0.0410974138177031,0.0005931370387946,0.0107217787499999,0.009499828887,0.0502176689522376,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0051,0.3,0.0,0.25,0.02,2.0,True,9.2334375,0.2533125,298.15,1.01325,0.2414548272796875,0.0062207027203125,0.00854325,0.0214443089999999,0.8370339727203124,0.0410473206375468,0.000622630135276,0.0107217787499999,0.009499828887,0.0502890010810363,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0052,0.3,0.0,0.25,0.03,1.1,True,9.2334375,0.2533125,298.15,1.01325,0.242306419575,0.0053691104249999,0.00854325,0.0214443089999999,0.8418377104250001,0.04119209132775,0.0005373942624382,0.0107217787499999,0.009499828887,0.050577609642334,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0053,0.3,0.0,0.25,0.03,1.4,True,9.2334375,0.2533125,298.15,1.01325,0.24200996795625,0.0056655620437499,0.00854325,0.0214443089999999,0.8434869020437501,0.0411416945525625,0.0005670661049589,0.0107217787499999,0.009499828887,0.0506766930747885,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0054,0.3,0.0,0.25,0.03,1.7,True,9.2334375,0.2533125,298.15,1.01325,0.2417135163375,0.0059620136624999,0.00854325,0.0214443089999999,0.8451360936625,0.041091297777375,0.0005967379474796,0.0107217787499999,0.009499828887,0.050775776507243,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0055,0.3,0.0,0.25,0.03,2.0,True,9.2334375,0.2533125,298.15,1.01325,0.2414170583859375,0.0062584716140624,0.00854325,0.0214443089999999,0.8467852916140625,0.0410408999256093,0.0006264104238515,0.0107217787499999,0.009499828887,0.0508748603201728,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0056,0.3,0.0,0.25,0.04,1.1,True,9.2334375,0.2533125,298.15,1.01325,0.242273349628125,0.0054021803718749,0.00854325,0.0214443089999999,0.850377590371875,0.0411864694367812,0.0005407042334209,0.0107217787499999,0.009499828887,0.0510906856295422,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0057,0.3,0.0,0.25,0.04,1.4,True,9.2334375,0.2533125,298.15,1.01325,0.2419750678265625,0.0057004621734374,0.00854325,0.0214443089999999,0.8524983121734374,0.0411357615305156,0.0005705592589393,0.0107217787499999,0.009499828887,0.0512180985953801,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0058,0.3,0.0,0.25,0.04,1.7,True,9.2334375,0.2533125,298.15,1.01325,0.241676786025,0.0059987439749999,0.00854325,0.0214443089999999,0.8546190339749999,0.04108505362425,0.0006004142844577,0.0107217787499999,0.009499828887,0.051345511561218,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0059,0.3,0.0,0.25,0.04,2.0,True,9.2334375,0.2533125,298.15,1.01325,0.24137851055625,0.0062970194437499,0.00854325,0.0214443089999999,0.8567397494437499,0.0410343467945625,0.0006302686761249,0.0107217787499999,0.009499828887,0.0514729241465804,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0060,0.3,0.0,0.25,0.05,1.1,True,9.2334375,0.2533125,298.15,1.01325,0.2422395767390625,0.0054359532609374,0.00854325,0.0214443089999999,0.8590972532609374,0.0411807280456406,0.0005440845618872,0.0107217787499999,0.009499828887,0.0516145629759171,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0061,0.3,0.0,0.25,0.05,1.4,True,9.2334375,0.2533125,298.15,1.01325,0.241939433090625,0.0057360969093749,0.00854325,0.0214443089999999,0.861699426909375,0.0411297036254062,0.0005741259396593,0.0107217787499999,0.009499828887,0.0517709015687152,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0062,0.3,0.0,0.25,0.05,1.7,True,9.2334375,0.2533125,298.15,1.01325,0.2416392894421875,0.0060362405578124,0.00854325,0.0214443089999999,0.8643016005578126,0.0410786792051718,0.0006041673174314,0.0107217787499999,0.009499828887,0.0519272401615133,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
MIX_0063,0.3,0.0,0.25,0.05,2.0,True,9.2334375,0.2533125,298.15,1.01325,0.24133914579375,0.0063363842062499,0.00854325,0.0214443089999999,0.8669037742062499,0.0410276547849375,0.0006342086952035,0.0107217787499999,0.009499828887,0.0520835787543114,Silica_gel,Silica_gel,C-S-H_1.0 + Hydrotalcite + Silica_gel,Medium carbonation,Silica dominant,Moderately alkaline (9.0-9.5),Silica-rich
