mix_id,R,f_FA,yCO2,w_SS,w_b,converged,pH,pCO2_bar,temperature_K,pressure_bar,C-S-H_1.0_mol,Calcite_mol,Ettringite_mol,Hydrotalcite_mol,Silica_gel_mol,C-S-H_1.0_kg,Calcite_kg,Ettringite_kg,Hydrotalcite_kg,Silica_gel_kg
MIX_0465,0.3,0.4,0.15,0.02,1.4,True,9.7400625,0.1519875,298.15,1.01325,0.187014997131875,0.002027292868125,0.00512595,0.017156936999999997,0.955296382868125,0.03179254951241875,0.00020291174317063122,0.006433067249999999,0.007600523090999999,0.057394206682716956
MIX_0466,0.3,0.4,0.15,0.02,1.7,True,9.7400625,0.1519875,298.15,1.01325,0.18690891745625,0.0021333725437499996,0.00512595,0.017156936999999997,0.9562950825437502,0.0317745159675625,0.00021352925790393745,0.006433067249999999,0.007600523090999999,0.05745420855922851
MIX_0467,0.3,0.4,0.15,0.02,2.0,True,9.7400625,0.1519875,298.15,1.01325,0.186802837780625,0.002239452219375,0.00512595,0.017156936999999997,0.9572937922193749,0.031756482422706254,0.00022414677263724373,0.006433067249999999,0.007600523090999999,0.057514211036540044
MIX_0468,0.3,0.4,0.15,0.03,1.1,True,9.7400625,0.1519875,298.15,1.01325,0.187109411766875,0.0019328782331249998,0.00512595,0.017156936999999997,0.962642538233125,0.03180860000036875,0.00019346178235348123,0.006433067249999999,0.007600523090999999,0.05783556369704615
MIX_0469,0.3,0.4,0.15,0.03,1.4,True,9.7400625,0.1519875,298.15,1.01325,0.187002686144375,0.0020396038556249997,0.00512595,0.017156936999999997,0.964102003855625,0.03179045664454375,0.00020414394990950622,0.006433067249999999,0.007600523090999999,0.05792324839164595
MIX_0470,0.3,0.4,0.15,0.03,1.7,True,9.7400625,0.1519875,298.15,1.01325,0.1868959643215625,0.0021463256784374995,0.00512595,0.017156936999999997,0.9655614656784374,0.031772313934665626,0.0002148257371548093,0.006433067249999999,0.007600523090999999,0.058010932857960516
MIX_0471,0.3,0.4,0.15,0.03,2.0,True,9.7400625,0.1519875,298.15,1.01325,0.18678924249875,0.00225304750125,0.00512595,0.017156936999999997,0.96702092750125,0.031754171224787506,0.0002255075244001125,0.006433067249999999,0.007600523090999999,0.058098617324275105
MIX_0472,0.3,0.4,0.15,0.04,1.1,True,9.7400625,0.1519875,298.15,1.01325,0.18709750354625,0.0019447864537499998,0.00512595,0.017156936999999997,0.9711612564537501,0.0318065756028625,0.0001946536761558375,0.006433067249999999,0.007600523090999999,0.05834736828774131
MIX_0473,0.3,0.4,0.15,0.04,1.4,True,9.7400625,0.1519875,298.15,1.01325,0.1869901243775,0.0020521656225,0.00512595,0.017156936999999997,0.9730910756225,0.03178832114417501,0.00020540125715602498,0.006433067249999999,0.007600523090999999,0.0584633118233998
MIX_0474,0.3,0.4,0.15,0.04,1.7,True,9.7400625,0.1519875,298.15,1.01325,0.1868827414090625,0.0021595485909374997,0.00512595,0.017156936999999997,0.9750208985909375,0.03177006603954063,0.00021614921846693436,0.006433067249999999,0.007600523090999999,0.05857925558734353
MIX_0475,0.3,0.4,0.15,0.04,2.0,True,9.7400625,0.1519875,298.15,1.01325,0.1867753622403125,0.0022669277596874997,0.00512595,0.017156936999999997,0.9769507177596874,0.03175181158085313,0.00022689679946712185,0.006433067249999999,0.007600523090999999,0.05869519912300202
MIX_0476,0.3,0.4,0.15,0.05,1.1,True,9.7400625,0.1519875,298.15,1.01325,0.1870853483459375,0.0019569416540624997,0.00512595,0.017156936999999997,0.9798593016540625,0.03180450921880938,0.0001958702901551156,0.006433067249999999,0.007600523090999999,0.05886994684337608
MIX_0477,0.3,0.4,0.15,0.05,1.4,True,9.7400625,0.1519875,298.15,1.01325,0.1869772928328125,0.0020649971671875,0.00512595,0.017156936999999997,0.9822693871671876,0.03178613978157813,0.00020668556646379684,0.006433067249999999,0.007600523090999999,0.05901474478100463
MIX_0478,0.3,0.4,0.15,0.05,1.7,True,9.7400625,0.1519875,298.15,1.01325,0.186869241119375,0.002173048880625,0.00512595,0.017156936999999997,0.984679468880625,0.03176777099029375,0.00021750046246175623,0.006433067249999999,0.007600523090999999,0.05915954249034795
MIX_0479,0.3,0.4,0.15,0.05,2.0,True,9.7400625,0.1519875,298.15,1.01325,0.1867611894059375,0.0022811005940624996,0.00512595,0.017156936999999997,0.9870895505940624,0.031749402199009374,0.0002283153584597156,0.006433067249999999,0.007600523090999999,0.059304340199691274
MIX_0480,0.3,0.4,0.2,0.02,1.1,True,9.48675,0.20265,298.15,1.01325,0.1856267965025,0.0034154934975,0.00512595,0.017156936999999997,0.9557919634975001,0.031556555405425,0.00034185674416477497,0.006433067249999999,0.007600523090999999,0.0574239811669298
MIX_0481,0.3,0.4,0.2,0.02,1.4,True,9.48675,0.20265,298.15,1.01325,0.1854382104125,0.0036040795875,0.00512595,0.017156936999999997,0.9568731695875,0.031524495770125005,0.000360732325912875,0.006433067249999999,0.007600523090999999,0.057488940028817
MIX_0482,0.3,0.4,0.2,0.02,1.7,True,9.48675,0.20265,298.15,1.01325,0.1852496243225,0.0037926656775,0.00512595,0.017156936999999997,0.9579543756775001,0.031492436134825004,0.000379607907660975,0.006433067249999999,0.007600523090999999,0.057553898890704204
MIX_0483,0.3,0.4,0.2,0.02,2.0,True,9.48675,0.20265,298.15,1.01325,0.1850610382325,0.0039812517675,0.00512595,0.017156936999999997,0.9590355917675,0.031460376499525,0.000398483489409075,0.006433067249999999,0.007600523090999999,0.0576188583533914
MIX_0484,0.3,0.4,0.2,0.03,1.1,True,9.48675,0.20265,298.15,1.01325,0.18560606034125,0.0034362296587499997,0.00512595,0.017156936999999997,0.96414588965875,0.0315530302580125,0.0003439322265442875,0.006433067249999999,0.007600523090999999,0.057925885050697706
MIX_0485,0.3,0.4,0.2,0.03,1.4,True,9.48675,0.20265,298.15,1.01325,0.18541632927875001,0.00362596072125,0.00512595,0.017156936999999997,0.9656883607212499,0.031520775977387505,0.0003629224085899125,0.006433067249999999,0.007600523090999999,0.05801855671213269
MIX_0486,0.3,0.4,0.2,0.03,1.7,True,9.48675,0.20265,298.15,1.01325,0.18522659821625,0.00381569178375,0.00512595,0.017156936999999997,0.9672308317837499,0.03148852169676251,0.00038191259063553753,0.006433067249999999,0.007600523090999999,0.0581112283735677
MIX_0487,0.3,0.4,0.2,0.03,2.0,True,9.48675,0.20265,298.15,1.01325,0.18503687222,0.004005417779999999,0.00512595,0.017156936999999997,0.9687732977800001,0.0314562682774,0.00040090226560019995,0.006433067249999999,0.007600523090999999,0.058203899730622406
MIX_0488,0.3,0.4,0.2,0.04,1.1,True,9.48675,0.20265,298.15,1.01325,0.18558489354875,0.0034573964512499998,0.00512595,0.017156936999999997,0.9726738664512501,0.0315494319032875,0.00034605081080561246,0.006433067249999999,0.007600523090999999,0.05843824589639111
MIX_0489,0.3,0.4,0.2,0.04,1.4,True,9.48675,0.20265,298.15,1.01325,0.1853939921825,0.0036482978175,0.00512595,0.017156936999999997,0.9746872078175001,0.031516978671025,0.000365158128553575,0.006433067249999999,0.007600523090999999,0.05855920744567541
MIX_0490,0.3,0.4,0.2,0.04,1.7,True,9.48675,0.20265,298.15,1.01325,0.1852030958825,0.0038391941175,0.00512595,0.017156936999999997,0.9767005441175001,0.031484526300025004,0.000384264939220575,0.006433067249999999,0.007600523090999999,0.058680168690579404
MIX_0491,0.3,0.4,0.2,0.04,2.0,True,9.48675,0.20265,298.15,1.01325,0.18501219451625,0.00403009548375,0.00512595,0.017156936999999997,0.97871388548375,0.0314520730677625,0.0004033722569685375,0.006433067249999999,0.007600523090999999,0.058801130239863705
MIX_0492,0.3,0.4,0.2,0.05,1.1,True,9.48675,0.20265,298.15,1.01325,0.18556328092625,0.00347900907375,0.00512595,0.017156936999999997,0.9813813690737501,0.0315457577574625,0.0003482140181916375,0.006433067249999999,0.007600523090999999,0.05896139265395091
MIX_0493,0.3,0.4,0.2,0.05,1.4,True,9.48675,0.20265,298.15,1.01325,0.18537118899125,0.00367110100875,0.00512595,0.017156936999999997,0.9838754910087502,0.0315131021285125,0.0003674404999657875,0.006433067249999999,0.007600523090999999,0.059111239499805714
MIX_0494,0.3,0.4,0.2,0.05,1.7,True,9.48675,0.20265,298.15,1.01325,0.18517909705625,0.00386319294375,0.00512595,0.017156936999999997,0.9863696129437499,0.0314804464995625,0.00038666698173993753,0.006433067249999999,0.007600523090999999,0.0592610863456605
MIX_0495,0.3,0.4,0.2,0.05,2.0,True,9.48675,0.20265,298.15,1.01325,0.184987000055,0.004055289944999999,0.00512595,0.017156936999999997,0.988863739945,0.03144779000935,0.0004058939705950499,0.006433067249999999,0.007600523090999999,0.0594109334958956
MIX_0496,0.3,0.4,0.25,0.02,1.1,True,9.2334375,0.2533125,298.15,1.01325,0.1837055845765625,0.005336705423437499,0.00512595,0.017156936999999997,0.9577131754234376,0.031229949378015626,0.0005341508458318593,0.006433067249999999,0.007600523090999999,0.05753940757944013
MIX_0497,0.3,0.4,0.25,0.02,1.4,True,9.2334375,0.2533125,298.15,1.01325,0.1834109188109375,0.0056313711890625,0.00512595,0.017156936999999997,0.9589004611890625,0.031179856197859377,0.0005636439423132656,0.006433067249999999,0.007600523090999999,0.05761073970823887
MIX_0498,0.3,0.4,0.25,0.02,1.7,True,9.2334375,0.2533125,298.15,1.01325,0.1831162530453125,0.005926036954687499,0.00512595,0.017156936999999997,0.9600877469546876,0.03112976301770313,0.0005931370387946718,0.006433067249999999,0.007600523090999999,0.05768207183703763
MIX_0499,0.3,0.4,0.25,0.02,2.0,True,9.2334375,0.2533125,298.15,1.01325,0.1828215872796875,0.0062207027203125,0.00512595,0.017156936999999997,0.9612750427203125,0.031079669837546876,0.0006226301352760781,0.006433067249999999,0.007600523090999999,0.05775340456663638
MIX_0500,0.3,0.4,0.25,0.03,1.1,True,9.2334375,0.2533125,298.15,1.01325,0.183673179575,0.0053691104249999995,0.00512595,0.017156936999999997,0.966078770425,0.031224440527750003,0.0005373942624382499,0.006433067249999999,0.007600523090999999,0.058042012527134
MIX_0501,0.3,0.4,0.25,0.03,1.4,True,9.2334375,0.2533125,298.15,1.01325,0.18337672795625,0.005665562043749999,0.00512595,0.017156936999999997,0.9677279620437499,0.031174043752562504,0.0005670661049589375,0.006433067249999999,0.007600523090999999,0.058141095959588496
MIX_0502,0.3,0.4,0.25,0.03,1.7,True,9.2334375,0.2533125,298.15,1.01325,0.18308027633750001,0.005962013662499999,0.00512595,0.017156936999999997,0.9693771536624999,0.031123646977375005,0.0005967379474796249,0.006433067249999999,0.007600523090999999,0.05824017939204299
MIX_0503,0.3,0.4,0.25,0.03,2.0,True,9.2334375,0.2533125,298.15,1.01325,0.1827838183859375,0.0062584716140624995,0.00512595,0.017156936999999997,0.9710263516140626,0.031073249125609374,0.0006264104238515156,0.006433067249999999,0.007600523090999999,0.05833926320497288
MIX_0504,0.3,0.4,0.25,0.04,1.1,True,9.2334375,0.2533125,298.15,1.01325,0.183640109628125,0.005402180371874999,0.00512595,0.017156936999999997,0.974618650371875,0.03121881863678125,0.0005407042334209687,0.006433067249999999,0.007600523090999999,0.058555088514342254
MIX_0505,0.3,0.4,0.25,0.04,1.4,True,9.2334375,0.2533125,298.15,1.01325,0.1833418278265625,0.005700462173437499,0.00512595,0.017156936999999997,0.9767393721734375,0.031168110730515626,0.0005705592589393592,0.006433067249999999,0.007600523090999999,0.05868250148018013
MIX_0506,0.3,0.4,0.25,0.04,1.7,True,9.2334375,0.2533125,298.15,1.01325,0.183043546025,0.005998743974999999,0.00512595,0.017156936999999997,0.9788600939750001,0.031117402824250004,0.0006004142844577499,0.006433067249999999,0.007600523090999999,0.058809914446018005
MIX_0507,0.3,0.4,0.25,0.04,2.0,True,9.2334375,0.2533125,298.15,1.01325,0.18274527055625,0.006297019443749999,0.00512595,0.017156936999999997,0.98098080944375,0.031066695994562504,0.0006302686761249373,0.006433067249999999,0.007600523090999999,0.0589373270313805
MIX_0508,0.3,0.4,0.25,0.05,1.1,True,9.2334375,0.2533125,298.15,1.01325,0.18360633673906251,0.005435953260937499,0.00512595,0.017156936999999997,0.9833383132609375,0.031213077245640628,0.0005440845618872343,0.006433067249999999,0.007600523090999999,0.05907896586071713
MIX_0509,0.3,0.4,0.25,0.05,1.4,True,9.2334375,0.2533125,298.15,1.01325,0.183306193090625,0.005736096909374999,0.00512595,0.017156936999999997,0.9859404869093751,0.031162052825406253,0.0005741259396593437,0.006433067249999999,0.007600523090999999,0.059235304453515256
MIX_0510,0.3,0.4,0.25,0.05,1.7,True,9.2334375,0.2533125,298.15,1.01325,0.1830060494421875,0.006036240557812499,0.00512595,0.017156936999999997,0.9885426605578125,0.03111102840517188,0.000604167317431453,0.006433067249999999,0.007600523090999999,0.05939164304631338
MIX_0511,0.3,0.4,0.25,0.05,2.0,True,9.2334375,0.2533125,298.15,1.01325,0.18270590579375,0.0063363842062499984,0.00512595,0.017156936999999997,0.99114483420625,0.031060003984937506,0.0006342086952035623,0.006433067249999999,0.007600523090999999,0.0595479816391115
MIX_0512,0.3,0.4,0.3,0.02,1.1,True,8.980125000000001,0.303975,298.15,1.01325,0.181357429630625,0.007684860369374999,0.00512595,0.017156936999999997,0.960061330369375,0.030830763037206253,0.0007691776743707437,0.006433067249999999,0.007600523090999999,0.05768048472859205
MIX_0513,0.3,0.4,0.3,0.02,1.4,True,8.980125000000001,0.303975,298.15,1.01325,0.180933110928125,0.008109179071875,0.00512595,0.017156936999999997,0.961378269071875,0.030758628857781252,0.0008116477333039687,0.006433067249999999,0.007600523090999999,0.05775960640583825
MIX_0514,0.3,0.4,0.3,0.02,1.7,True,8.980125000000001,0.303975,298.15,1.01325,0.180508799825,0.008533490174999998,0.00512595,0.017156936999999997,0.9626952001750001,0.030686495970250003,0.0008541170316157498,0.006433067249999999,0.007600523090999999,0.05783872762651401
MIX_0515,0.3,0.4,0.3,0.02,2.0,True,8.980125000000001,0.303975,298.15,1.01325,0.1800844811225,0.0089578088775,0.00512595,0.017156936999999997,0.9640121488775,0.030614361790825002,0.0008965870905489749,0.006433067249999999,0.007600523090999999,0.0579178499045602
MIX_0516,0.3,0.4,0.3,0.03,1.1,True,8.980125000000001,0.303975,298.15,1.01325,0.1813107770675,0.007731512932499999,0.00512595,0.017156936999999997,0.9684411729325,0.030822832101475003,0.0007738471294139249,0.006433067249999999,0.007600523090999999,0.058183945669784604
MIX_0517,0.3,0.4,0.3,0.03,1.4,True,8.980125000000001,0.303975,298.15,1.01325,0.180883882176875,0.008158407823124998,0.00512595,0.017156936999999997,0.9702208078231249,0.030750259970068753,0.000816575039016581,0.006433067249999999,0.007600523090999999,0.058290866134013346
MIX_0518,0.3,0.4,0.3,0.03,1.7,True,8.980125000000001,0.303975,298.15,1.01325,0.18045698728625,0.008585302713749998,0.00512595,0.017156936999999997,0.9720004427137499,0.030677687838662503,0.0008593029486192372,0.006433067249999999,0.007600523090999999,0.058397786598242095
MIX_0519,0.3,0.4,0.3,0.03,2.0,True,8.980125000000001,0.303975,298.15,1.01325,0.180030092395625,0.009012197604375,0.00512595,0.017156936999999997,0.973780077604375,0.030605115707256252,0.0009020308582218937,0.006433067249999999,0.007600523090999999,0.05850470706247085
MIX_0520,0.3,0.4,0.3,0.04,1.1,True,8.980125000000001,0.303975,298.15,1.01325,0.181263144185,0.007779145814999999,0.00512595,0.017156936999999997,0.976995615815,0.030814734511450004,0.00077861470462335,0.006433067249999999,0.007600523090999999,0.058697896598165204
MIX_0521,0.3,0.4,0.3,0.04,1.4,True,8.980125000000001,0.303975,298.15,1.01325,0.18083362751,0.00820866249,0.00512595,0.017156936999999997,0.97924757249,0.030741716676700004,0.0008216050286240999,0.006433067249999999,0.007600523090999999,0.058833194155199206
MIX_0522,0.3,0.4,0.3,0.04,1.7,True,8.980125000000001,0.303975,298.15,1.01325,0.180404103235625,0.008638186764375,0.00512595,0.017156936999999997,0.9814995367643751,0.030668697550056252,0.0008645961132462938,0.006433067249999999,0.007600523090999999,0.058968492168803656
MIX_0523,0.3,0.4,0.3,0.04,2.0,True,8.980125000000001,0.303975,298.15,1.01325,0.17997457896125,0.009067711038749999,0.00512595,0.017156936999999997,0.98375150103875,0.0305956784234125,0.0009075871978684874,0.006433067249999999,0.007600523090999999,0.0591037901824081
MIX_0524,0.3,0.4,0.3,0.05,1.1,True,8.980125000000001,0.303975,298.15,1.01325,0.181214515784375,0.007827774215625,0.00512595,0.017156936999999997,0.985730134215625,0.030806467683343754,0.0007834819212419062,0.006433067249999999,0.007600523090999999,0.05922266646367475
MIX_0525,0.3,0.4,0.3,0.05,1.4,True,8.980125000000001,0.303975,298.15,1.01325,0.180782308930625,0.008259981069375,0.00512595,0.017156936999999997,0.9884643710693751,0.030732992518206253,0.0008267415052337437,0.006433067249999999,0.007600523090999999,0.05938693941384806
MIX_0526,0.3,0.4,0.3,0.05,1.7,True,8.980125000000001,0.303975,298.15,1.01325,0.180350102076875,0.008692187923124999,0.00512595,0.017156936999999997,0.991198607923125,0.030659517353068752,0.0008700010892255812,0.006433067249999999,0.007600523090999999,0.05955121236402135
MIX_0527,0.3,0.4,0.3,0.05,2.0,True,8.980125000000001,0.303975,298.15,1.01325,0.179917895223125,0.009124394776875,0.00512595,0.017156936999999997,0.9939328447768749,0.030586042187931255,0.0009132606732174187,0.006433067249999999,0.007600523090999999,0.05971548531419465
MIX_0528,0.3,0.4,0.35,0.02,1.1,True,8.7268125,0.3546375,298.15,1.01325,0.178582345596875,0.010459944403125,0.00512595,0.017156936999999997,0.9628364144031251,0.030358998751468753,0.001046935835308781,0.006433067249999999,0.007600523090999999,0.05784721177733976
MIX_0529,0.3,0.4,0.35,0.02,1.4,True,8.7268125,0.3546375,298.15,1.01325,0.17800480069625,0.01103748930375,0.00512595,0.017156936999999997,0.96430657930375,0.0302608161183625,0.0011047423044123375,0.006433067249999999,0.007600523090999999,0.0579355392845693
MIX_0530,0.3,0.4,0.35,0.02,1.7,True,8.7268125,0.3546375,298.15,1.01325,0.17742725579562502,0.011615034204375,0.00512595,0.017156936999999997,0.9657767442043751,0.030162633485256257,0.0011625487735158937,0.006433067249999999,0.007600523090999999,0.058023866791798856
MIX_0531,0.3,0.4,0.35,0.02,2.0,True,8.7268125,0.3546375,298.15,1.01325,0.176849710895,0.012192579104999999,0.00512595,0.017156936999999997,0.9672469191049999,0.030064450852150003,0.00122035524261945,0.006433067249999999,0.007600523090999999,0.0581121948998284
MIX_0532,0.3,0.4,0.35,0.03,1.1,True,8.7268125,0.3546375,298.15,1.01325,0.1785188388865625,0.010523451113437499,0.00512595,0.017156936999999997,0.9712331111134375,0.03034820261071563,0.0010532922219439592,0.006433067249999999,0.007600523090999999,0.058351685315695324
MIX_0533,0.3,0.4,0.35,0.03,1.4,True,8.7268125,0.3546375,298.15,1.01325,0.177937791940625,0.011104498059375,0.00512595,0.017156936999999997,0.973166898059375,0.030249424629906253,0.0011114492107628438,0.006433067249999999,0.007600523090999999,0.05846786723540725
MIX_0534,0.3,0.4,0.35,0.03,1.7,True,8.7268125,0.3546375,298.15,1.01325,0.1773567449946875,0.011685545005312499,0.00512595,0.017156936999999997,0.9751006850053123,0.03015064664909688,0.001169606199581728,0.006433067249999999,0.007600523090999999,0.05858404915511917
MIX_0535,0.3,0.4,0.35,0.03,2.0,True,8.7268125,0.3546375,298.15,1.01325,0.1767756891828125,0.012266600817187499,0.00512595,0.017156936999999997,0.9770344808171876,0.030051867161078126,0.0012277640757922968,0.006433067249999999,0.007600523090999999,0.05870023160749663
MIX_0536,0.3,0.4,0.35,0.04,1.1,True,8.7268125,0.3546375,298.15,1.01325,0.1784540111515625,0.0105882788484375,0.00512595,0.017156936999999997,0.9798047488484376,0.03033718189576563,0.0010597808299401094,0.006433067249999999,0.007600523090999999,0.058866669310814135
MIX_0537,0.3,0.4,0.35,0.04,1.4,True,8.7268125,0.3546375,298.15,1.01325,0.177869382366875,0.011172907633125,0.00512595,0.017156936999999997,0.982211817633125,0.030237795002368752,0.0011182963249994813,0.006433067249999999,0.007600523090999999,0.05901128600339815
MIX_0538,0.3,0.4,0.35,0.04,1.7,True,8.7268125,0.3546375,298.15,1.01325,0.1772847535821875,0.011757536417812499,0.00512595,0.017156936999999997,0.9846188864178125,0.03013840810897188,0.001176811820058853,0.006433067249999999,0.007600523090999999,0.05915590269598218
MIX_0539,0.3,0.4,0.35,0.04,2.0,True,8.7268125,0.3546375,298.15,1.01325,0.1767001247975,0.0123421652025,0.00512595,0.017156936999999997,0.9870259552025,0.030039021215575,0.001235327315118225,0.006433067249999999,0.007600523090999999,0.0593005193885662
MIX_0540,0.3,0.4,0.35,0.05,1.1,True,8.7268125,0.3546375,298.15,1.01325,0.1783878180621875,0.0106544719378125,0.00512595,0.017156936999999997,0.9885568319378125,0.03032592907057188,0.0010664060962556532,0.006433067249999999,0.007600523090999999,0.059392494462823776
MIX_0541,0.3,0.4,0.35,0.05,1.4,True,8.7268125,0.3546375,298.15,1.01325,0.17779953651125,0.01124275348875,0.00512595,0.017156936999999997,0.9914471434887501,0.0302259212069125,0.0011252871966889876,0.006433067249999999,0.007600523090999999,0.059566144380804105
MIX_0542,0.3,0.4,0.35,0.05,1.7,True,8.7268125,0.3546375,298.15,1.01325,0.1772112549603125,0.011831035039687498,0.00512595,0.017156936999999997,0.9943374550396874,0.030125913343253128,0.0011841682971223217,0.006433067249999999,0.007600523090999999,0.05973979429878442
MIX_0543,0.3,0.4,0.35,0.05,2.0,True,8.7268125,0.3546375,298.15,1.01325,0.176622973409375,0.012419316590625,0.00512595,0.017156936999999997,0.9972277665906251,0.030025905479593752,0.0012430493975556561,0.006433067249999999,0.007600523090999999,0.059913444216764755
MIX_0544,0.3,0.4,0.4,0.02,1.1,True,8.5,0.4053,298.15,1.01325,0.17555897,0.01348332,0.00512595,0.017156936999999997,0.9658597900000001,0.029845024900000003,0.0013495454988,0.006433067249999999,0.007600523090999999,0.05802885618320001
MIX_0545,0.3,0.4,0.4,0.02,1.4,True,8.5,0.4053,298.15,1.01325,0.1748145,0.01422779,0.00512595,0.017156936999999997,0.96749688,0.029718465000000003,0.0014240595011000001,0.006433067249999999,0.007600523090999999,0.0581272125504
MIX_0546,0.3,0.4,0.4,0.02,1.7,True,8.5,0.4053,298.15,1.01325,0.17407002,0.01497227,0.00512595,0.017156936999999997,0.9691339800000001,0.0295919034,0.0014985745043,0.006433067249999999,0.007600523090999999,0.05822556951840001
MIX_0547,0.3,0.4,0.4,0.02,2.0,True,8.5,0.4053,298.15,1.01325,0.17332554,0.01571675,0.00512595,0.017156936999999997,0.97077109,0.029465341800000003,0.0015730895075,0.006433067249999999,0.007600523090999999,0.058323927087199995
MIX_0548,0.3,0.4,0.4,0.03,1.1,True,8.5,0.4053,298.15,1.01325,0.17547711,0.01356518,0.00512595,0.017156936999999997,0.97427484,0.0298311087,0.0013577388662,0.006433067249999999,0.007600523090999999,0.0585344323872
MIX_0549,0.3,0.4,0.4,0.03,1.4,True,8.5,0.4053,298.15,1.01325,0.17472812000000001,0.01431417,0.00512595,0.017156936999999997,0.9763765699999999,0.029703780400000004,0.0014327052752999999,0.006433067249999999,0.007600523090999999,0.05866070432559999
MIX_0550,0.3,0.4,0.4,0.03,1.7,True,8.5,0.4053,298.15,1.01325,0.17397912,0.01506317,0.00512595,0.017156936999999997,0.9784783099999999,0.0295764504,0.0015076726853,0.006433067249999999,0.007600523090999999,0.05878697686479999
MIX_0551,0.3,0.4,0.4,0.03,2.0,True,8.5,0.4053,298.15,1.01325,0.17323012,0.01581217,0.00512595,0.017156936999999997,0.9805800500000001,0.0294491204,0.0015826400953,0.006433067249999999,0.007600523090999999,0.05891324940400001
MIX_0552,0.3,0.4,0.4,0.04,1.1,True,8.5,0.4053,298.15,1.01325,0.17539355,0.01364874,0.00512595,0.017156936999999997,0.98286521,0.029816903500000002,0.0013661023866,0.006433067249999999,0.007600523090999999,0.0590505418168
MIX_0553,0.3,0.4,0.4,0.04,1.4,True,8.5,0.4053,298.15,1.01325,0.17463994,0.01440235,0.00512595,0.017156936999999997,0.98544126,0.0296887898,0.0014415312114999998,0.006433067249999999,0.007600523090999999,0.0592053109008
MIX_0554,0.3,0.4,0.4,0.04,1.7,True,8.5,0.4053,298.15,1.01325,0.17388633,0.01515596,0.00512595,0.017156936999999997,0.98801731,0.029560676100000002,0.0015169600364,0.006433067249999999,0.007600523090999999,0.0593600799848
MIX_0555,0.3,0.4,0.4,0.04,2.0,True,8.5,0.4053,298.15,1.01325,0.17313272,0.01590957,0.00512595,0.017156936999999997,0.99059336,0.0294325624,0.0015923888613000002,0.006433067249999999,0.007600523090999999,0.0595148490688
MIX_0556,0.3,0.4,0.4,0.05,1.1,True,8.5,0.4053,298.15,1.01325,0.17530823,0.01373406,0.00512595,0.017156936999999997,0.9916364200000001,0.029802399100000005,0.0013746420654,0.006433067249999999,0.007600523090999999,0.05957751611360001
MIX_0557,0.3,0.4,0.4,0.05,1.4,True,8.5,0.4053,298.15,1.01325,0.1745499,0.01449239,0.00512595,0.017156936999999997,0.9946967800000001,0.029673483000000004,0.0014505433151,0.006433067249999999,0.007600523090999999,0.0597613825424
MIX_0558,0.3,0.4,0.4,0.05,1.7,True,8.5,0.4053,298.15,1.01325,0.17379158,0.01525071,0.00512595,0.017156936999999997,0.9977571299999999,0.0295445686,0.0015264435639,0.006433067249999999,0.007600523090999999,0.059945248370399995
MIX_0559,0.3,0.4,0.4,0.05,2.0,True,8.5,0.4053,298.15,1.01325,0.17303326,0.01600903,0.00512595,0.017156936999999997,1.00081748,0.029415654200000002,0.0016023438127,0.006433067249999999,0.007600523090999999,0.0601291141984
MIX_0560,0.3,0.5,0.0,0.02,1.1,True,10.5,0.0,298.15,1.01325,0.17438398,0.0,0.004271625,0.016085091,0.98343673,0.029645276600000003,0.0,0.0053608893749999996,0.007125695313,0.0590848787384
MIX_0561,0.3,0.5,0.0,0.02,1.4,True,10.5,0.0,298.15,1.01325,0.17438398,0.0,0.004271625,0.016085091,0.9843293500000001,0.029645276600000003,0.0,0.0053608893749999996,0.007125695313,0.05913850734800001
MIX_0562,0.3,0.5,0.0,0.02,1.7,True,10.5,0.0,298.15,1.01325,0.17438398,0.0,0.004271625,0.016085091,0.9852219799999999,0.029645276600000003,0.0,0.0053608893749999996,0.007125695313,0.0591921365584
MIX_0563,0.3,0.5,0.0,0.02,2.0,True,10.5,0.0,298.15,1.01325,0.17438398,0.0,0.004271625,0.016085091,0.9861146000000001,0.029645276600000003,0.0,0.0053608893749999996,0.007125695313,0.05924576516800001
MIX_0564,0.3,0.5,0.0,0.03,1.1,True,10.5,0.0,298.15,1.01325,0.17438398,0.0,0.004271625,0.016085091,0.99176993,0.029645276600000003,0.0,0.0053608893749999996,0.007125695313,0.0595855373944
MIX_0565,0.3,0.5,0.0,0.03,1.4,True,10.5,0.0,298.15,1.01325,0.17438398,0.0,0.004271625,0.016085091,0.99312267,0.029645276600000003,0.0,0.0053608893749999996,0.007125695313,0.059666810013600004
MIX_0566,0.3,0.5,0.0,0.03,1.7,True,10.5,0.0,298.15,1.01325,0.17438398,0.0,0.004271625,0.016085091,0.9944754,0.029645276600000003,0.0,0.0053608893749999996,0.007125695313,0.059748082032
MIX_0567,0.3,0.5,0.0,0.03,2.0,True,10.5,0.0,298.15,1.01325,0.17438398,0.0,0.004271625,0.016085091,0.9958281499999999,0.029645276600000003,0.0,0.0053608893749999996,0.007125695313,0.059829355252
MIX_0568,0.3,0.5,0.0,0.04,1.1,True,10.5,0.0,298.15,1.01325,0.17438398,0.0,0.004271625,0.016085091,1.00027673,0.029645276600000003,0.0,0.0053608893749999996,0.007125695313,0.0600966259384
