mix_id,R,f_FA,yCO2,w_SS,w_b,converged,pH,pCO2_bar,num_phases,method,temperature_K,pressure_bar,CO2_fraction,pe,Eh,system_mass_kg,execution_time,input_file,input_Ca_mol,input_Si_mol,input_Al_mol,input_Fe_mol,input_Mg_mol,input_K_mol,input_Na_mol,input_S_mol,input_O_mol,input_H_mol,input_C_mol,phase_list,phase_C-S-H_1.0_mol,phase_C-S-H_1.0_kg,phase_Silica_gel_mol,phase_Silica_gel_kg,phase_Ettringite_mol,phase_Ettringite_kg,phase_Hydrotalcite_mol,phase_Hydrotalcite_kg,phase_Calcite_mol,phase_Calcite_kg,Ca_Si_ratio,total_solid_mass_kg,Calcite_mass_fraction,Ettringite_mass_fraction,Silica_gel_mass_fraction,Hydrotalcite_mass_fraction,C-S-H_1.0_mass_fraction,carbonation_degree
MIX_1351,0.6,0.1,0.0,0.03,2.0,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1589766360330667,1.2874603271484375e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1351.inp,0.46246795,1.23319503,0.54000488,0.06355385,0.11100525,0.06043569,0.08159744,0.09226711,10.95403146,13.32202445,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.46246795,0.07861955150000001,0.7707270800000001,0.04630528296640001,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,,,0.3750160669740117,0.1589766360330667,,0.12139647882291858,0.29127099486267616,0.09279726935882436,0.49453525632655754,
MIX_1352,0.6,0.1,0.0,0.04,1.1,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.15919762709546667,1.9550323486328125e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1352.inp,0.46246795,1.23687331,0.54000488,0.06355385,0.11100525,0.06043569,0.08872912,0.09226711,7.96749838,7.32711348,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.46246795,0.07861955150000001,0.77440536,0.0465262740288,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,,,0.37390082413744535,0.1591976270954667,,0.12122796163268586,0.2922548209319346,0.09266845231861655,0.49384876448861276,
MIX_1353,0.6,0.1,0.0,0.04,1.4,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.15941661088506667,9.775161743164062e-06,/teamspace/studios/this_studio/inputs/generated/MIX_1353.inp,0.46246795,1.24051818,0.54000488,0.06355385,0.11100525,0.06043569,0.09579605,0.09226711,8.97747343,9.32541714,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.46246795,0.07861955150000001,0.7780502300000001,0.046745257818400006,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,,,0.3728022349198621,0.1594166108850667,,0.12106143595960969,0.2932270202556172,0.09254115762366787,0.49317038553381787,
MIX_1354,0.6,0.1,0.0,0.04,1.7,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.15963559527546667,9.775161743164062e-06,/teamspace/studios/this_studio/inputs/generated/MIX_1354.inp,0.46246795,1.24416306,0.54000488,0.06355385,0.11100525,0.06043569,0.10286297,0.09226711,9.98744848,11.32372081,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.46246795,0.07861955150000001,0.78169511,0.0469642422088,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,,,0.3717100795154849,0.1596355952754667,,0.12089536670236033,0.29419655496218744,0.09241421181974822,0.4924938658892771,
MIX_1355,0.6,0.1,0.0,0.04,2.0,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1598545796658667,9.298324584960938e-06,/teamspace/studios/this_studio/inputs/generated/MIX_1355.inp,0.46246795,1.24780794,0.54000488,0.06355385,0.11100525,0.06043569,0.10992989,0.09226711,10.99742353,13.32202447,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.46246795,0.07861955150000001,0.78533999,0.047183226599200004,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,,,0.3706243045407594,0.1598545796658667,,0.12072975244083416,0.2951634333424015,0.09228761382130937,0.49181919976988625,
MIX_1356,0.6,0.1,0.0,0.05,1.1,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.15992117173706666,8.344650268554688e-06,/teamspace/studios/this_studio/inputs/generated/MIX_1356.inp,0.46246795,1.24891633,0.54000488,0.06355385,0.11100525,0.06043569,0.11207889,0.09226711,8.00325926,7.32711338,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.46246795,0.07861955150000001,0.78644838,0.0472498186704,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,,,0.370295382367985,0.1599211717370667,,0.12067947989606637,0.29545693123446953,0.09224918474228332,0.4916144035018726,
MIX_1357,0.6,0.1,0.0,0.05,1.4,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1601977830610667,7.867813110351562e-06,/teamspace/studios/this_studio/inputs/generated/MIX_1357.inp,0.46246795,1.25352038,0.54000488,0.06355385,0.11100525,0.06043569,0.12100552,0.09226711,9.01608252,9.32541705,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.46246795,0.07861955150000001,0.7910524300000001,0.04752642999440001,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,,,0.3689353259363094,0.1601977830610667,,0.120471104286523,0.29667345612776547,0.09208989933504501,0.49076553962643804,
MIX_1358,0.6,0.1,0.0,0.05,1.7,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.1604743949858667,9.298324584960938e-06,/teamspace/studios/this_studio/inputs/generated/MIX_1358.inp,0.46246795,1.25812444,0.54000488,0.06355385,0.11100525,0.06043569,0.12993217,0.09226711,10.02890582,11.32372077,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.46246795,0.07861955150000001,0.79565649,0.047803041919200005,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,,,0.36758522071413025,0.1604743949858667,,0.12026344658498347,0.2978857897773756,0.09193116270733519,0.48991960030715326,
MIX_1359,0.6,0.1,0.0,0.05,2.0,True,10.5,0.0,4,simplified_thermodynamic_model,298.15,1.01325,0.0,4.0,0.24,0.16075100691066668,8.821487426757812e-06,/teamspace/studios/this_studio/inputs/generated/MIX_1359.inp,0.46246795,1.2627285,0.54000488,0.06355385,0.11100525,0.06043569,0.1388588,0.09226711,11.04172909,13.32202445,0.0,"['C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.46246795,0.07861955150000001,0.80026055,0.048079653844,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,,,0.36624496078402885,0.16075100691066668,,0.12005650353646655,0.2990939511863192,0.09177297237099788,0.4890765722841362,
MIX_1360,0.6,0.1,0.15,0.02,1.1,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.15776865112970465,1.6689300537109375e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1360.inp,0.46246795,1.21352459,0.54000488,0.06355385,0.11100525,0.06043569,0.04345916,0.09226711,7.91218694,7.32711342,0.0070105,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45980417907812504,0.07816671044328126,0.7537204109218749,0.045283522288186245,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0026637709218749997,0.0002666168315704687,0.3810948321713782,0.15776865112970465,0.0016899227412566617,0.12232597345063069,0.28702484261119343,0.09350778884152863,0.495451471721551,0.0057599038404693974
MIX_1361,0.6,0.1,0.15,0.02,1.4,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.15787382342328185,1.5497207641601562e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1361.inp,0.46246795,1.21530984,0.54000488,0.06355385,0.11100525,0.06043569,0.04692051,0.09226711,8.91775667,9.32541712,0.00756886,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.459592019726875,0.07813064335356876,0.755717820273125,0.04540352664200935,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0028759302731249997,0.0002878518610370812,0.3805350164546899,0.15787382342328185,0.00182330328494661,0.12224448240350995,0.28759376081946625,0.09344549587616983,0.4948929569824901,0.006218658552453491
MIX_1362,0.6,0.1,0.15,0.02,1.7,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.15797899515341,1.1205673217773438e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1362.inp,0.46246795,1.21709508,0.54000488,0.06355385,0.11100525,0.06043569,0.05038186,0.09226711,9.92332635,11.32372071,0.00812721,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.4593798641753125,0.07809457690980313,0.7577152158246875,0.04552353016674723,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0030880858246874992,0.0003090865101929718,0.379976846149113,0.15797899515341002,0.001956503835824339,0.12216310029513297,0.2881619173088429,0.0933832861852029,0.49433519174200113,0.006677405048327692
MIX_1363,0.6,0.1,0.15,0.02,2.0,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.1580841674469872,1.0013580322265625e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1363.inp,0.46246795,1.21888033,0.54000488,0.06355385,0.11100525,0.06043569,0.05384321,0.09226711,10.92889609,13.32202441,0.00868557,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.4591677048240625,0.07805850982009063,0.7597126251759374,0.04564353452057032,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0033002451759374996,0.00033032153965958434,0.37942030778530816,0.15808416744698722,0.0020895295511576335,0.12208182603694565,0.28872932203665325,0.09332115893652093,0.49377816280614795,0.007136159760311787
MIX_1364,0.6,0.1,0.15,0.03,1.1,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.15846265648415453,1.8596649169921875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1364.inp,0.46246795,1.22507859,0.54000488,0.06355385,0.11100525,0.06043569,0.06586079,0.09226711,7.94658091,7.32711348,0.00705306,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.459788007608125,0.07816396129338125,0.7652905823918751,0.045978658190103855,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0026799423918749997,0.0002682354340027687,0.377500638520056,0.15846265648415453,0.0016927359403464076,0.12179023283897468,0.2901545334479864,0.0930982607701352,0.4932642363714938,0.005794871604173894
MIX_1365,0.6,0.1,0.15,0.03,1.4,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.15862310353416711,1.1444091796875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1365.inp,0.46246795,1.22778407,0.54000488,0.06355385,0.11100525,0.06043569,0.07110634,0.09226711,8.95488995,9.3254171,0.00761481,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.4595745601628125,0.07812767522767813,0.7682095098371875,0.04615402735101823,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0028933898371874996,0.0002895993888040968,0.3766687980911278,0.15862310353416714,0.0018257074925983076,0.12166704218684603,0.2909666139017389,0.09300409200808447,0.4925365437803069,0.006256411577411707
MIX_1366,0.6,0.1,0.15,0.03,1.7,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.1587835505841797,1.2874603271484375e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1366.inp,0.46246795,1.23048955,0.54000488,0.06355385,0.11100525,0.06043569,0.07635189,0.09226711,9.96319898,11.32372072,0.00817656,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.4593611127175,0.07809138916197501,0.7711284372824999,0.046329396511932595,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0031068372824999994,0.0003109633436054249,0.3758406156008525,0.1587835505841797,0.0019584103155869757,0.12154410049724078,0.29177705317902675,0.09291011355668005,0.49181032182167717,0.006717951550649519
MIX_1367,0.6,0.1,0.15,0.03,2.0,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.1589439976715432,1.0967254638671875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1367.inp,0.46246795,1.23319503,0.54000488,0.06355385,0.11100525,0.06043569,0.08159744,0.09226711,10.97150807,13.32202445,0.0087383,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45914766907187504,0.07805510374221876,0.7740473609281251,0.04650476544456176,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0033202809281249993,0.0003323269180960312,0.3750160669740117,0.15894399767154324,0.00209084282989848,0.12142140698767502,0.2925858547449207,0.09281632481777963,0.4910855699905735,0.007179483307777438
MIX_1368,0.6,0.1,0.15,0.04,1.1,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.15917112097197184,1.1205673217773438e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1368.inp,0.46246795,1.23687331,0.54000488,0.06355385,0.11100525,0.06043569,0.08872912,0.09226711,7.9816914,7.32711348,0.00709651,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.4597714979659375,0.07816115465420939,0.7771018120340625,0.046688276867006474,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0026964520340625,0.0002698878840893156,0.37390082413744535,0.15917112097197186,0.0016955832331373812,0.12124814923518826,0.29332127934121666,0.09268388402145743,0.49105110354074544,0.005830570601658867
MIX_1369,0.6,0.1,0.15,0.04,1.4,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.15938799364976328,1.1920928955078125e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1369.inp,0.46246795,1.24051818,0.54000488,0.06355385,0.11100525,0.06043569,0.09579605,0.09226711,8.99279687,9.32541714,0.00766172,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45955673582875,0.07812464509088751,0.78096144417125,0.0469201635658087,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.00291121417125,0.00029138342640041247,0.3728022349198621,0.1593879936497633,0.0018281391185454028,0.12108317187282071,0.29437702590994796,0.09255777287818398,0.49015388959310197,0.006294953348919648
MIX_1370,0.6,0.1,0.15,0.04,1.7,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.15960486696570567,1.1920928955078125e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1370.inp,0.46246795,1.24416306,0.54000488,0.06355385,0.11100525,0.06043569,0.10286297,0.09226711,10.00390233,11.32372081,0.00822692,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45934197749125,0.0780881361735125,0.78482108250875,0.04715205063712571,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.00312597250875,0.0003128785884007875,0.3717100795154849,0.15960486696570567,0.0019603323767813582,0.12091864237273932,0.29542990451359036,0.09243200408748621,0.4892591160228554,0.006759327880070536
MIX_1371,0.6,0.1,0.15,0.04,2.0,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.1598217402442971,1.0251998901367188e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1371.inp,0.46246795,1.24780794,0.54000488,0.06355385,0.11100525,0.06043569,0.10992989,0.09226711,11.0150078,13.32202447,0.00879213,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45912721535406253,0.07805162661019063,0.7886807246459374,0.04738393793672792,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0033407346459375,0.00033437413071188437,0.3706243045407594,0.15982174024429713,0.0020921692505134564,0.12075455942408846,0.2964799271654202,0.09230657664732664,0.4883667668869539,0.007223710627331318
MIX_1372,0.6,0.1,0.15,0.05,1.1,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.1598944999248547,1.1920928955078125e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1372.inp,0.46246795,1.24891633,0.54000488,0.06355385,0.11100525,0.06043569,0.11207889,0.09226711,8.017541,7.32711338,0.00714087,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.4597546425521875,0.07815828923387189,0.7891616874478125,0.04741283418186457,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0027133074478124996,0.00027157494245155306,0.370295382367985,0.1598944999248547,0.0016984633143062348,0.12069961029720667,0.2965257352472694,0.0922645727195544,0.48881161779625076,0.005867017265144099
MIX_1373,0.6,0.1,0.15,0.05,1.4,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.1601689869521685,9.298324584960938e-06,/teamspace/studios/this_studio/inputs/generated/MIX_1373.inp,0.46246795,1.25352038,0.54000488,0.06355385,0.11100525,0.06043569,0.12100552,0.09226711,9.03150175,9.32541705,0.00770961,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.4595385391253125,0.07812155165130313,0.7939818408746876,0.04770242899975123,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0029294108746875,0.00029320473444747184,0.3689353259363094,0.16016898695216852,0.0018305961712299043,0.12049276327995215,0.29782562703111876,0.09210645579093873,0.4877445571024197,0.0063343002991971
MIX_1374,0.6,0.1,0.15,0.05,1.7,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.16044347458028232,1.049041748046875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1374.inp,0.46246795,1.25812444,0.54000488,0.06355385,0.11100525,0.06043569,0.12993217,0.09226711,10.04546253,11.32372077,0.00827835,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.4593224356984375,0.07808481406873438,0.7988020043015625,0.047992024418437876,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0031455143015624997,0.00031483452644339056,0.36758522071413025,0.16044347458028235,0.0019622769144757375,0.12028662356087974,0.29912107372438895,0.09194887953154642,0.48668114564543635,0.006801583333250101
MIX_1375,0.6,0.1,0.15,0.05,2.0,True,9.7400625,0.1519875,5,simplified_thermodynamic_model,298.15,1.01325,0.15,4.0,0.24,0.1607179621710452,1.0967254638671875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1375.inp,0.46246795,1.2627285,0.54000488,0.06355385,0.11100525,0.06043569,0.1388588,0.09226711,11.05942328,13.32202445,0.0088471,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.459106328471875,0.07804807584021875,0.8036221715281249,0.048281620065409744,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.003361621528125,0.0003364646987500312,0.36624496078402885,0.1607179621710452,0.0020935102336762787,0.12008118799514914,0.30041209696265614,0.09179184153741485,0.4856213626488955,0.007268874583412996
MIX_1376,0.6,0.1,0.2,0.02,1.1,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.1577482851377346,0.00025200843811035156,/teamspace/studios/this_studio/inputs/generated/MIX_1376.inp,0.46246795,1.21352459,0.54000488,0.06355385,0.11100525,0.06043569,0.04345916,0.09226711,7.9168606,7.32711342,0.00934733,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45773235893875003,0.0778145010195875,0.7557922310612499,0.045407997242159895,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.00473559106125,0.00047398530932051246,0.3810948321713782,0.1577482851377346,0.003004693893224847,0.12234176626758125,0.2878509720326136,0.09351986110509597,0.4932827060675629,0.010239825398118976
MIX_1377,0.6,0.1,0.2,0.02,1.4,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.1578518353552052,1.0251998901367188e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1377.inp,0.46246795,1.21530984,0.54000488,0.06355385,0.11100525,0.06043569,0.04692051,0.09226711,8.92280258,9.32541712,0.01009181,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45735518675875003,0.0777503817489875,0.75795465324125,0.045537915566734304,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.005112763241249999,0.0005117364728167125,0.3805350164546899,0.1578518353552052,0.003241878508038836,0.12226151052353992,0.2884851825473828,0.09345851242373711,0.49255291536379575,0.011055389330535143
MIX_1378,0.6,0.1,0.2,0.02,1.7,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.15795538497187578,1.1205673217773438e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1378.inp,0.46246795,1.21709508,0.54000488,0.06355385,0.11100525,0.06043569,0.05038186,0.09226711,9.9287445,11.32372071,0.01083629,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45697801457875004,0.07768626247838752,0.7601170654212499,0.0456678332905087,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.00548993542125,0.0005494876363129125,0.379976846149113,0.1579553849718758,0.0034787521556347975,0.12218136047014022,0.2891185588242406,0.09339724453387263,0.49182408338302147,0.011870953262951312
MIX_1379,0.6,0.1,0.2,0.02,2.0,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.1580589352391476,1.0251998901367188e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1379.inp,0.46246795,1.21888033,0.54000488,0.06355385,0.11100525,0.06043569,0.05384321,0.09226711,10.93468647,13.32202441,0.01158076,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.456600847465,0.07762214406905,0.7622794825349999,0.045797751310702794,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.005867102535,0.00058723829272815,0.37942030778530816,0.1580589352391476,0.003715312212296703,0.12210131493203023,0.28975110589245967,0.09333605653704613,0.4910962097934919,0.012686506240554288
MIX_1380,0.6,0.1,0.2,0.03,1.1,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.15844216683571177,9.059906005859375e-06,/teamspace/studios/this_studio/inputs/generated/MIX_1380.inp,0.46246795,1.22507859,0.54000488,0.06355385,0.11100525,0.06043569,0.06586079,0.09226711,7.95128295,7.32711348,0.00940408,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45770360797000004,0.07780961335490001,0.76737498203,0.0461038889203624,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.00476434203,0.0004768629937827,0.377500638520056,0.15844216683571177,0.0030096975003894516,0.12180598268071753,0.2909824437018028,0.0931103001828162,0.49109157530312886,0.010301993962975814
MIX_1381,0.6,0.1,0.2,0.03,1.4,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.15860098196142303,9.059906005859375e-06,/teamspace/studios/this_studio/inputs/generated/MIX_1381.inp,0.46246795,1.22778407,0.54000488,0.06355385,0.11100525,0.06043569,0.07110634,0.09226711,8.95996649,9.3254171,0.01015308,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45732414584500003,0.07774510479365002,0.770459924155,0.0462892322432324,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.005143804155,0.00051484335787395,0.3766687980911278,0.15860098196142303,0.0032461549177202524,0.12168401223513524,0.2918596823398325,0.09301706416475157,0.4901930857120473,0.011122509470954146
MIX_1382,0.6,0.1,0.2,0.03,1.7,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.1587597971369355,1.0967254638671875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1382.inp,0.46246795,1.23048955,0.54000488,0.06355385,0.11100525,0.06043569,0.07635189,0.09226711,9.96865002,11.32372072,0.01090207,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45694468878625,0.0776805970936625,0.7735448612137499,0.04647457526172209,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.00552326121375,0.0005528232148842375,0.3758406156008525,0.1587597971369355,0.0034821360602974053,0.12156228577732588,0.29273516388007687,0.0929240146545602,0.48929639899785715,0.01194301402411929
MIX_1383,0.6,0.1,0.2,0.03,2.0,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.15891861226264675,0.00033473968505859375,/teamspace/studios/this_studio/inputs/generated/MIX_1383.inp,0.46246795,1.23319503,0.54000488,0.06355385,0.11100525,0.06043569,0.08159744,0.09226711,10.97733361,13.32202445,0.01165107,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45656522666125,0.0776160885324125,0.7766298033387501,0.046659918584592106,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.00590272333875,0.0005908035789754874,0.3750160669740117,0.15891861226264675,0.003717648739766832,0.12144080265203015,0.293608897604239,0.09283115115135214,0.48840149922335896,0.012763529532097622
MIX_1384,0.6,0.1,0.2,0.04,1.1,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.15915050511474294,1.049041748046875e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1384.inp,0.46246795,1.23687331,0.54000488,0.06355385,0.11100525,0.06043569,0.08872912,0.09226711,7.9864224,7.32711348,0.00946201,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.45767425918375004,0.07780462406123752,0.77919905081625,0.0468142789730403,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.00479369081625,0.00047980051379846244,0.37390082413744535,0.15915050511474294,0.003014759602246088,0.12126385534011411,0.29415099191720095,0.09269589000106668,0.48887450251103615,0.010365455195789144
MIX_1385,0.6,0.1,0.2,0.04,1.4,True,9.48675,0.20265,5,simplified_thermodynamic_model,298.15,1.01325,0.2,4.0,0.24,0.1593657358332837,5.841255187988281e-05,/teamspace/studios/this_studio/inputs/generated/MIX_1385.inp,0.46246795,1.24051818,0.54000488,0.06355385,0.11100525,0.06043569,0.09579605,0.09226711,8.99790468,9.32541714,0.01021562,"['Calcite', 'C-S-H_1.0', 'Silica_gel', 'Ettringite', 'Hydrotalcite']",0.4572924615175,0.077739718457975,0.7832257184825,0.0470562011664286,0.015377851666666666,0.019299203841666664,0.033301575,0.014752597725,0.0051754884825,0.0005180146422134249,0.3728022349198621,0.1593657358332837,0.0032504768931653208,0.12110008295475769,0.2952717589565679,0.09257069996009666,0.4878069806079249,0.01119102087264836
