mix_id,R,f_FA,yCO2,w_SS,w_b,cement_mass_g,flyash_mass_g,gangue_mass_g,water_mass_g,sodium_silicate_mass_g,total_mass_g,Ca_mol,Si_mol,Al_mol,Fe_mol,Mg_mol,K_mol,Na_mol,S_mol,O_mol,H_mol,C_mol,total_element_mass_g,CO2_moles,input_mass,mass_balance_error
MIX_2870,0.90000000,0.30000000,0.30000000,0.03000000,1.70000000,63.00000000,27.00000000,100.00000000,148.58696900,10.60824700,349.19521600,0.60396880,1.45613926,0.61215579,0.08578968,0.13266542,0.06685634,0.09995686,0.10764496,13.63778066,16.98558110,0.02140884,333.57198291,0.02140884,349.19521600,-4.47406848
MIX_2871,0.90000000,0.30000000,0.30000000,0.03000000,2.00000000,63.00000000,27.00000000,100.00000000,175.23958800,11.44329900,376.68288700,0.60396880,1.46019748,0.61215579,0.08578968,0.13266542,0.06685634,0.10782519,0.10764496,15.15192953,19.98303666,0.02309409,361.13382106,0.02309409,376.68288700,-4.12789284
MIX_2872,0.90000000,0.30000000,0.30000000,0.04000000,1.10000000,63.00000000,27.00000000,100.00000000,93.99066700,12.04166700,296.03233300,0.60396880,1.46310545,0.61215579,0.08578968,0.13266542,0.06685634,0.11346335,0.10764496,10.65449210,10.99067019,0.01814948,280.26565841,0.01814948,296.03233400,-5.32599780
MIX_2873,0.90000000,0.30000000,0.30000000,0.04000000,1.40000000,63.00000000,27.00000000,100.00000000,120.52266700,13.16666700,323.68933300,0.60396880,1.46857277,0.61215579,0.08578968,0.13266542,0.06685634,0.12406373,0.10764496,12.17284592,13.98812569,0.01984510,307.99728258,0.01984510,323.68933400,-4.84787411
MIX_2874,0.90000000,0.30000000,0.30000000,0.04000000,1.70000000,63.00000000,27.00000000,100.00000000,147.05466700,14.29166700,351.34633300,0.60396880,1.47404009,0.61215579,0.08578968,0.13266542,0.06685634,0.13466411,0.10764496,13.69119975,16.98558118,0.02154073,335.72890675,0.02154073,351.34633400,-4.44502354
MIX_2875,0.90000000,0.30000000,0.30000000,0.04000000,2.00000000,63.00000000,27.00000000,100.00000000,173.58666700,15.41666700,379.00333300,0.60396880,1.47950740,0.61215579,0.08578968,0.13266542,0.06685634,0.14526449,0.10764496,15.20955358,19.98303667,0.02323635,363.46053092,0.02323635,379.00333400,-4.10096737
MIX_2876,0.90000000,0.30000000,0.30000000,0.05000000,1.10000000,63.00000000,27.00000000,100.00000000,92.67242100,15.21052600,297.88294700,0.60396880,1.47850559,0.61215579,0.08578968,0.13266542,0.06685634,0.14332212,0.10764496,10.70044865,10.99067012,0.01826294,282.12126620,0.01826294,297.88294700,-5.29123300
MIX_2877,0.90000000,0.30000000,0.30000000,0.05000000,1.40000000,63.00000000,27.00000000,100.00000000,119.08126300,16.63157900,325.71284200,0.60396880,1.48541168,0.61215579,0.08578968,0.13266542,0.06685634,0.15671208,0.10764496,12.22309601,13.98812562,0.01996916,310.02625201,0.01996916,325.71284200,-4.81607968
MIX_2878,0.90000000,0.30000000,0.30000000,0.05000000,1.70000000,63.00000000,27.00000000,100.00000000,145.49010500,18.05263200,353.54273700,0.60396880,1.49231777,0.61215579,0.08578968,0.13266542,0.06685634,0.17010204,0.10764496,13.74574337,16.98558112,0.02167539,337.93123782,0.02167539,353.54273700,-4.41573183
MIX_2879,0.90000000,0.30000000,0.30000000,0.05000000,2.00000000,63.00000000,27.00000000,100.00000000,171.89894700,19.47368400,381.37263200,0.60396880,1.49922385,0.61215579,0.08578968,0.13266542,0.06685634,0.18349199,0.10764496,15.26839068,19.98303657,0.02338161,365.83622264,0.02338161,381.37263100,-4.07381314
MIX_2880,0.90000000,0.30000000,0.35000000,0.02000000,1.10000000,63.00000000,27.00000000,100.00000000,96.54644900,5.89795900,292.44440800,0.60396880,1.43324802,0.61215579,0.08578968,0.13266542,0.06685634,0.05557388,0.10764496,10.57136903,10.99067014,0.02091775,276.79956005,0.02091775,292.44440800,-5.34968272
MIX_2881,0.90000000,0.30000000,0.35000000,0.02000000,1.40000000,63.00000000,27.00000000,100.00000000,123.31722400,6.44898000,319.76620400,0.60396880,1.43592589,0.61215579,0.08578968,0.13266542,0.06685634,0.06076591,0.10764496,12.08195703,13.98812560,0.02287201,304.20736204,0.02287201,319.76620400,-4.86569305
MIX_2882,0.90000000,0.30000000,0.35000000,0.02000000,1.70000000,63.00000000,27.00000000,100.00000000,150.08800000,7.00000000,347.08800000,0.60396880,1.43860376,0.61215579,0.08578968,0.13266542,0.06685634,0.06595793,0.10764496,13.59254505,16.98558113,0.02482626,331.61516403,0.02482626,347.08800000,-4.45790000
MIX_2883,0.90000000,0.30000000,0.35000000,0.02000000,2.00000000,63.00000000,27.00000000,100.00000000,176.85877600,7.55102000,374.40979600,0.60396880,1.44128163,0.61215579,0.08578968,0.13266542,0.06685634,0.07114995,0.10764496,15.10313307,19.98303666,0.02678052,359.02296603,0.02678052,374.40979600,-4.10962270
MIX_2884,0.90000000,0.30000000,0.35000000,0.03000000,1.10000000,63.00000000,27.00000000,100.00000000,95.28173200,8.93814400,294.21987600,0.60396880,1.44802283,0.61215579,0.08578968,0.13266542,0.06685634,0.08422021,0.10764496,10.61549580,10.99067013,0.02104475,278.58061844,0.02104475,294.21987600,-5.31550002
MIX_2885,0.90000000,0.30000000,0.35000000,0.03000000,1.40000000,63.00000000,27.00000000,100.00000000,121.93435100,9.77319600,321.70754600,0.60396880,1.45208105,0.61215579,0.08578968,0.13266542,0.06685634,0.09208854,0.10764496,12.13020642,13.98812570,0.02301087,306.15481772,0.02301087,321.70754700,-4.83443097
MIX_2886,0.90000000,0.30000000,0.35000000,0.03000000,1.70000000,63.00000000,27.00000000,100.00000000,148.58696900,10.60824700,349.19521600,0.60396880,1.45613926,0.61215579,0.08578968,0.13266542,0.06685634,0.09995686,0.10764496,13.64491695,16.98558110,0.02497698,333.72901500,0.02497698,349.19521600,-4.42909877
MIX_2887,0.90000000,0.30000000,0.35000000,0.03000000,2.00000000,63.00000000,27.00000000,100.00000000,175.23958800,11.44329900,376.68288700,0.60396880,1.46019748,0.61215579,0.08578968,0.13266542,0.06685634,0.10782519,0.10764496,15.15962756,19.98303666,0.02694310,361.30321428,0.02694310,376.68288700,-4.08292313
MIX_2888,0.90000000,0.30000000,0.35000000,0.04000000,1.10000000,63.00000000,27.00000000,100.00000000,93.99066700,12.04166700,296.03233300,0.60396880,1.46310545,0.61215579,0.08578968,0.13266542,0.06685634,0.11346335,0.10764496,10.66054192,10.99067019,0.02117439,280.39878330,0.02117439,296.03233400,-5.28102808
MIX_2889,0.90000000,0.30000000,0.35000000,0.04000000,1.40000000,63.00000000,27.00000000,100.00000000,120.52266700,13.16666700,323.68933300,0.60396880,1.46857277,0.61215579,0.08578968,0.13266542,0.06685634,0.12406373,0.10764496,12.17946096,13.98812569,0.02315262,308.14284475,0.02315262,323.68933400,-4.80290440
MIX_2890,0.90000000,0.30000000,0.35000000,0.04000000,1.70000000,63.00000000,27.00000000,100.00000000,147.05466700,14.29166700,351.34633300,0.60396880,1.47404009,0.61215579,0.08578968,0.13266542,0.06685634,0.13466411,0.10764496,13.69837999,16.98558118,0.02513085,335.88690619,0.02513085,351.34633400,-4.40005383
MIX_2891,0.90000000,0.30000000,0.35000000,0.04000000,2.00000000,63.00000000,27.00000000,100.00000000,173.58666700,15.41666700,379.00333300,0.60396880,1.47950740,0.61215579,0.08578968,0.13266542,0.06685634,0.14526449,0.10764496,15.21729903,19.98303667,0.02710908,363.63096764,0.02710908,379.00333400,-4.05599766
MIX_2892,0.90000000,0.30000000,0.35000000,0.05000000,1.10000000,63.00000000,27.00000000,100.00000000,92.67242100,15.21052600,297.88294700,0.60396880,1.47850559,0.61215579,0.08578968,0.13266542,0.06685634,0.14332212,0.10764496,10.70653630,10.99067012,0.02130676,282.25522330,0.02130676,297.88294700,-5.24626329
MIX_2893,0.90000000,0.30000000,0.35000000,0.05000000,1.40000000,63.00000000,27.00000000,100.00000000,119.08126300,16.63157900,325.71284200,0.60396880,1.48541168,0.61215579,0.08578968,0.13266542,0.06685634,0.15671208,0.10764496,12.22975240,13.98812562,0.02329735,310.17272414,0.02329735,325.71284200,-4.77110996
MIX_2894,0.90000000,0.30000000,0.35000000,0.05000000,1.70000000,63.00000000,27.00000000,100.00000000,145.49010500,18.05263200,353.54273700,0.60396880,1.49231777,0.61215579,0.08578968,0.13266542,0.06685634,0.17010204,0.10764496,13.75296849,16.98558112,0.02528795,338.09022498,0.02528795,353.54273700,-4.37076212
MIX_2895,0.90000000,0.30000000,0.35000000,0.05000000,2.00000000,63.00000000,27.00000000,100.00000000,171.89894700,19.47368400,381.37263200,0.60396880,1.49922385,0.61215579,0.08578968,0.13266542,0.06685634,0.18349199,0.10764496,15.27618456,19.98303657,0.02727855,366.00772482,0.02727855,381.37263100,-4.02884343
MIX_2896,0.90000000,0.30000000,0.40000000,0.02000000,1.10000000,63.00000000,27.00000000,100.00000000,96.54644900,5.89795900,292.44440800,0.60396880,1.43324802,0.61215579,0.08578968,0.13266542,0.06685634,0.05557388,0.10764496,10.57734553,10.99067014,0.02390600,276.93107146,0.02390600,292.44440800,-5.30471300
MIX_2897,0.90000000,0.30000000,0.40000000,0.02000000,1.40000000,63.00000000,27.00000000,100.00000000,123.31722400,6.44898000,319.76620400,0.60396880,1.43592589,0.61215579,0.08578968,0.13266542,0.06685634,0.06076591,0.10764496,12.08849189,13.98812560,0.02613944,304.35115999,0.02613944,319.76620400,-4.82072333
MIX_2898,0.90000000,0.30000000,0.40000000,0.02000000,1.70000000,63.00000000,27.00000000,100.00000000,150.08800000,7.00000000,347.08800000,0.60396880,1.43860376,0.61215579,0.08578968,0.13266542,0.06685634,0.06595793,0.10764496,13.59963827,16.98558113,0.02837287,331.77124851,0.02837287,347.08800000,-4.41293029
MIX_2899,0.90000000,0.30000000,0.40000000,0.02000000,2.00000000,63.00000000,27.00000000,100.00000000,176.85877600,7.55102000,374.40979600,0.60396880,1.44128163,0.61215579,0.08578968,0.13266542,0.06685634,0.07114995,0.10764496,15.11078465,19.98303666,0.03060630,359.19133704,0.03060630,374.40979600,-4.06465299
MIX_2900,0.90000000,0.30000000,0.40000000,0.03000000,1.10000000,63.00000000,27.00000000,100.00000000,95.28173200,8.93814400,294.21987600,0.60396880,1.44802283,0.61215579,0.08578968,0.13266542,0.06685634,0.08422021,0.10764496,10.62150859,10.99067013,0.02405114,278.71292828,0.02405114,294.21987600,-5.27053030
MIX_2901,0.90000000,0.30000000,0.40000000,0.03000000,1.40000000,63.00000000,27.00000000,100.00000000,121.93435100,9.77319600,321.70754600,0.60396880,1.45208105,0.61215579,0.08578968,0.13266542,0.06685634,0.09208854,0.10764496,12.13678095,13.98812570,0.02629813,306.29948868,0.02629813,321.70754700,-4.78946126
MIX_2902,0.90000000,0.30000000,0.40000000,0.03000000,1.70000000,63.00000000,27.00000000,100.00000000,148.58696900,10.60824700,349.19521600,0.60396880,1.45613926,0.61215579,0.08578968,0.13266542,0.06685634,0.09995686,0.10764496,13.65205323,16.98558110,0.02854513,333.88604708,0.02854513,349.19521600,-4.38412905
MIX_2903,0.90000000,0.30000000,0.40000000,0.03000000,2.00000000,63.00000000,27.00000000,100.00000000,175.23958800,11.44329900,376.68288700,0.60396880,1.46019748,0.61215579,0.08578968,0.13266542,0.06685634,0.10782519,0.10764496,15.16732559,19.98303666,0.03079212,361.47260749,0.03079212,376.68288700,-4.03795342
MIX_2904,0.90000000,0.30000000,0.40000000,0.04000000,1.10000000,63.00000000,27.00000000,100.00000000,93.99066700,12.04166700,296.03233300,0.60396880,1.46310545,0.61215579,0.08578968,0.13266542,0.06685634,0.11346335,0.10764496,10.66659175,10.99067019,0.02419930,280.53190819,0.02419930,296.03233400,-5.23605837
MIX_2905,0.90000000,0.30000000,0.40000000,0.04000000,1.40000000,63.00000000,27.00000000,100.00000000,120.52266700,13.16666700,323.68933300,0.60396880,1.46857277,0.61215579,0.08578968,0.13266542,0.06685634,0.12406373,0.10764496,12.18607599,13.98812569,0.02646014,308.28840691,0.02646014,323.68933400,-4.75793468
MIX_2906,0.90000000,0.30000000,0.40000000,0.04000000,1.70000000,63.00000000,27.00000000,100.00000000,147.05466700,14.29166700,351.34633300,0.60396880,1.47404009,0.61215579,0.08578968,0.13266542,0.06685634,0.13466411,0.10764496,13.70556023,16.98558118,0.02872097,336.04490563,0.02872097,351.34633400,-4.35508411
MIX_2907,0.90000000,0.30000000,0.40000000,0.04000000,2.00000000,63.00000000,27.00000000,100.00000000,173.58666700,15.41666700,379.00333300,0.60396880,1.47950740,0.61215579,0.08578968,0.13266542,0.06685634,0.14526449,0.10764496,15.22504448,19.98303667,0.03098180,363.80140435,0.03098180,379.00333400,-4.01102795
MIX_2908,0.90000000,0.30000000,0.40000000,0.05000000,1.10000000,63.00000000,27.00000000,100.00000000,92.67242100,15.21052600,297.88294700,0.60396880,1.47850559,0.61215579,0.08578968,0.13266542,0.06685634,0.14332212,0.10764496,10.71262394,10.99067012,0.02435058,282.38918041,0.02435058,297.88294700,-5.20129358
MIX_2909,0.90000000,0.30000000,0.40000000,0.05000000,1.40000000,63.00000000,27.00000000,100.00000000,119.08126300,16.63157900,325.71284200,0.60396880,1.48541168,0.61215579,0.08578968,0.13266542,0.06685634,0.15671208,0.10764496,12.23640878,13.98812562,0.02662555,310.31919627,0.02662555,325.71284200,-4.72614025
MIX_2910,0.90000000,0.30000000,0.40000000,0.05000000,1.70000000,63.00000000,27.00000000,100.00000000,145.49010500,18.05263200,353.54273700,0.60396880,1.49231777,0.61215579,0.08578968,0.13266542,0.06685634,0.17010204,0.10764496,13.76019362,16.98558112,0.02890052,338.24921213,0.02890052,353.54273700,-4.32579241
MIX_2911,0.90000000,0.30000000,0.40000000,0.05000000,2.00000000,63.00000000,27.00000000,100.00000000,171.89894700,19.47368400,381.37263200,0.60396880,1.49922385,0.61215579,0.08578968,0.13266542,0.06685634,0.18349199,0.10764496,15.28397843,19.98303657,0.03117548,366.17922699,0.03117548,381.37263100,-3.98387372
MIX_2912,0.90000000,0.40000000,0.00000000,0.02000000,1.10000000,54.00000000,36.00000000,100.00000000,96.54644900,5.89795900,292.44440800,0.55999387,1.48245389,0.61415066,0.09451418,0.12194698,0.06960805,0.05557388,0.09226711,10.54457325,10.99067014,0.00000000,275.63418007,0.00000000,292.44440800,-5.74817896
MIX_2913,0.90000000,0.40000000,0.00000000,0.02000000,1.40000000,54.00000000,36.00000000,100.00000000,123.31722400,6.44898000,319.76620400,0.55999387,1.48513176,0.61415066,0.09451418,0.12194698,0.06960805,0.06076591,0.09226711,12.05125275,13.98812560,0.00000000,302.95597633,0.00000000,319.76620400,-5.25703700
MIX_2914,0.90000000,0.40000000,0.00000000,0.02000000,1.70000000,54.00000000,36.00000000,100.00000000,150.08800000,7.00000000,347.08800000,0.55999387,1.48780963,0.61415066,0.09451418,0.12194698,0.06960805,0.06595793,0.09226711,13.55793226,16.98558113,0.00000000,330.27777259,0.00000000,347.08800000,-4.84321769
MIX_2915,0.90000000,0.40000000,0.00000000,0.02000000,2.00000000,54.00000000,36.00000000,100.00000000,176.85877600,7.55102000,374.40979600,0.55999387,1.49048750,0.61415066,0.09451418,0.12194698,0.06960805,0.07114995,0.09226711,15.06461177,19.98303666,0.00000000,357.59956885,0.00000000,374.40979600,-4.48979362
MIX_2916,0.90000000,0.40000000,0.00000000,0.03000000,1.10000000,54.00000000,36.00000000,100.00000000,95.28173200,8.93814400,294.21987600,0.55999387,1.49722869,0.61415066,0.09451418,0.12194698,0.06960805,0.08422021,0.09226711,10.58844603,10.99067013,0.00000000,277.40964950,0.00000000,294.21987600,-5.71349112
MIX_2917,0.90000000,0.40000000,0.00000000,0.03000000,1.40000000,54.00000000,36.00000000,100.00000000,121.93435100,9.77319600,321.70754600,0.55999387,1.50128691,0.61415066,0.09451418,0.12194698,0.06960805,0.09208854,0.09226711,12.09922442,13.98812570,0.00000000,304.89732090,0.00000000,321.70754700,-5.22531295
MIX_2918,0.90000000,0.40000000,0.00000000,0.03000000,1.70000000,54.00000000,36.00000000,100.00000000,148.58696900,10.60824700,349.19521600,0.55999387,1.50534513,0.61415066,0.09451418,0.12194698,0.06960805,0.09995686,0.09226711,13.61000270,16.98558110,0.00000000,332.38499029,0.00000000,349.19521600,-4.81399084
MIX_2919,0.90000000,0.40000000,0.00000000,0.03000000,2.00000000,54.00000000,36.00000000,100.00000000,175.23958800,11.44329900,376.68288700,0.55999387,1.50940334,0.61415066,0.09451418,0.12194698,0.06960805,0.10782519,0.09226711,15.12078109,19.98303666,0.00000000,359.87266168,0.00000000,376.68288700,-4.46269950
MIX_2920,0.90000000,0.40000000,0.00000000,0.04000000,1.10000000,54.00000000,36.00000000,100.00000000,93.99066700,12.04166700,296.03233300,0.55999387,1.51231132,0.61415066,0.09451418,0.12194698,0.06960805,0.11346335,0.09226711,10.63323288,10.99067019,0.00000000,279.22210897,0.00000000,296.03233400,-5.67850978
MIX_2921,0.90000000,0.40000000,0.00000000,0.04000000,1.40000000,54.00000000,36.00000000,100.00000000,120.52266700,13.16666700,323.68933300,0.55999387,1.51777863,0.61415066,0.09451418,0.12194698,0.06960805,0.12406373,0.09226711,12.14819545,13.98812569,0.00000000,306.87910950,0.00000000,323.68933400,-5.19332049
MIX_2922,0.90000000,0.40000000,0.00000000,0.04000000,1.70000000,54.00000000,36.00000000,100.00000000,147.05466700,14.29166700,351.34633300,0.55999387,1.52324595,0.61415066,0.09451418,0.12194698,0.06960805,0.13466411,0.09226711,13.66315802,16.98558118,0.00000000,334.53611003,0.00000000,351.34633400,-4.78451669
MIX_2923,0.90000000,0.40000000,0.00000000,0.04000000,2.00000000,54.00000000,36.00000000,100.00000000,173.58666700,15.41666700,379.00333300,0.55999387,1.52871327,0.61415066,0.09451418,0.12194698,0.06960805,0.14526449,0.09226711,15.17812060,19.98303667,0.00000000,362.19311056,0.00000000,379.00333400,-4.43537614
MIX_2924,0.90000000,0.40000000,0.00000000,0.05000000,1.10000000,54.00000000,36.00000000,100.00000000,92.67242100,15.21052600,297.88294700,0.55999387,1.52771146,0.61415066,0.09451418,0.12194698,0.06960805,0.14332212,0.09226711,10.67896251,10.99067012,0.00000000,281.07272346,0.00000000,297.88294700,-5.64323125
MIX_2925,0.90000000,0.40000000,0.00000000,0.05000000,1.40000000,54.00000000,36.00000000,100.00000000,119.08126300,16.63157900,325.71284200,0.55999387,1.53461755,0.61415066,0.09451418,0.12194698,0.06960805,0.15671208,0.09226711,12.19819742,13.98812562,0.00000000,308.90261913,0.00000000,325.71284200,-5.16105621
MIX_2926,0.90000000,0.40000000,0.00000000,0.05000000,1.70000000,54.00000000,36.00000000,100.00000000,145.49010500,18.05263200,353.54273700,0.55999387,1.54152364,0.61415066,0.09451418,0.12194698,0.06960805,0.17010204,0.09226711,13.71743232,16.98558112,0.00000000,336.73251480,0.00000000,353.54273700,-4.75479212
MIX_2927,0.90000000,0.40000000,0.00000000,0.05000000,2.00000000,54.00000000,36.00000000,100.00000000,171.89894700,19.47368400,381.37263200,0.55999387,1.54842972,0.61415066,0.09451418,0.12194698,0.06960805,0.18349199,0.09226711,15.23666719,19.98303657,0.00000000,364.56240947,0.00000000,381.37263100,-4.40782064
MIX_2928,0.90000000,0.40000000,0.15000000,0.02000000,1.10000000,54.00000000,36.00000000,100.00000000,96.54644900,5.89795900,292.44440800,0.55999387,1.48245389,0.61415066,0.09451418,0.12194698,0.06960805,0.05557388,0.09226711,10.56250276,10.99067014,0.00896475,276.02871430,0.00896475,292.44440800,-5.61326982
MIX_2929,0.90000000,0.40000000,0.15000000,0.02000000,1.40000000,54.00000000,36.00000000,100.00000000,123.31722400,6.44898000,319.76620400,0.55999387,1.48513176,0.61415066,0.09451418,0.12194698,0.06960805,0.06076591,0.09226711,12.07085732,13.98812560,0.00980229,303.38737016,0.00980229,319.76620400,-5.12212786
MIX_2930,0.90000000,0.40000000,0.15000000,0.02000000,1.70000000,54.00000000,36.00000000,100.00000000,150.08800000,7.00000000,347.08800000,0.55999387,1.48780963,0.61415066,0.09451418,0.12194698,0.06960805,0.06595793,0.09226711,13.57921191,16.98558113,0.01063983,330.74602602,0.01063983,347.08800000,-4.70830855
MIX_2931,0.90000000,0.40000000,0.15000000,0.02000000,2.00000000,54.00000000,36.00000000,100.00000000,176.85877600,7.55102000,374.40979600,0.55999387,1.49048750,0.61415066,0.09451418,0.12194698,0.06960805,0.07114995,0.09226711,15.08756650,19.98303666,0.01147736,358.10468188,0.01147736,374.40979600,-4.35488449
MIX_2932,0.90000000,0.40000000,0.15000000,0.03000000,1.10000000,54.00000000,36.00000000,100.00000000,95.28173200,8.93814400,294.21987600,0.55999387,1.49722869,0.61415066,0.09451418,0.12194698,0.06960805,0.08422021,0.09226711,10.60648439,10.99067013,0.00901918,277.80657901,0.00901918,294.21987600,-5.57858198
MIX_2933,0.90000000,0.40000000,0.15000000,0.03000000,1.40000000,54.00000000,36.00000000,100.00000000,121.93435100,9.77319600,321.70754600,0.55999387,1.50128691,0.61415066,0.09451418,0.12194698,0.06960805,0.09208854,0.09226711,12.11894802,13.98812570,0.00986180,305.33133378,0.00986180,321.70754700,-5.09040381
MIX_2934,0.90000000,0.40000000,0.15000000,0.03000000,1.70000000,54.00000000,36.00000000,100.00000000,148.58696900,10.60824700,349.19521600,0.55999387,1.50534513,0.61415066,0.09451418,0.12194698,0.06960805,0.09995686,0.09226711,13.63141155,16.98558110,0.01070442,332.85608655,0.01070442,349.19521600,-4.67908170
MIX_2935,0.90000000,0.40000000,0.15000000,0.03000000,2.00000000,54.00000000,36.00000000,100.00000000,175.23958800,11.44329900,376.68288700,0.55999387,1.50940334,0.61415066,0.09451418,0.12194698,0.06960805,0.10782519,0.09226711,15.14387518,19.98303666,0.01154704,360.38084132,0.01154704,376.68288700,-4.32779036
MIX_2936,0.90000000,0.40000000,0.15000000,0.04000000,1.10000000,54.00000000,36.00000000,100.00000000,93.99066700,12.04166700,296.03233300,0.55999387,1.51231132,0.61415066,0.09451418,0.12194698,0.06960805,0.11346335,0.09226711,10.65138235,10.99067019,0.00907474,279.62148364,0.00907474,296.03233400,-5.54360064
MIX_2937,0.90000000,0.40000000,0.15000000,0.04000000,1.40000000,54.00000000,36.00000000,100.00000000,120.52266700,13.16666700,323.68933300,0.55999387,1.51777863,0.61415066,0.09451418,0.12194698,0.06960805,0.12406373,0.09226711,12.16804055,13.98812569,0.00992255,307.31579599,0.00992255,323.68933400,-5.05841135
MIX_2938,0.90000000,0.40000000,0.15000000,0.04000000,1.70000000,54.00000000,36.00000000,100.00000000,147.05466700,14.29166700,351.34633300,0.55999387,1.52324595,0.61415066,0.09451418,0.12194698,0.06960805,0.13466411,0.09226711,13.68469875,16.98558118,0.01077036,335.01010834,0.01077036,351.34633400,-4.64960755
MIX_2939,0.90000000,0.40000000,0.15000000,0.04000000,2.00000000,54.00000000,36.00000000,100.00000000,173.58666700,15.41666700,379.00333300,0.55999387,1.52871327,0.61415066,0.09451418,0.12194698,0.06960805,0.14526449,0.09226711,15.20135695,19.98303667,0.01161818,362.70442069,0.01161818,379.00333400,-4.30046700
MIX_2940,0.90000000,0.40000000,0.15000000,0.05000000,1.10000000,54.00000000,36.00000000,100.00000000,92.67242100,15.21052600,297.88294700,0.55999387,1.52771146,0.61415066,0.09451418,0.12194698,0.06960805,0.14332212,0.09226711,10.69722544,10.99067012,0.00913147,281.47459478,0.00913147,297.88294700,-5.50832211
MIX_2941,0.90000000,0.40000000,0.15000000,0.05000000,1.40000000,54.00000000,36.00000000,100.00000000,119.08126300,16.63157900,325.71284200,0.55999387,1.53461755,0.61415066,0.09451418,0.12194698,0.06960805,0.15671208,0.09226711,12.21816658,13.98812562,0.00998458,309.34203552,0.00998458,325.71284200,-5.02614707
MIX_2942,0.90000000,0.40000000,0.15000000,0.05000000,1.70000000,54.00000000,36.00000000,100.00000000,145.49010500,18.05263200,353.54273700,0.55999387,1.54152364,0.61415066,0.09451418,0.12194698,0.06960805,0.17010204,0.09226711,13.73910771,16.98558112,0.01083769,337.20947626,0.01083769,353.54273700,-4.61988298
MIX_2943,0.90000000,0.40000000,0.15000000,0.05000000,2.00000000,54.00000000,36.00000000,100.00000000,171.89894700,19.47368400,381.37263200,0.55999387,1.54842972,0.61415066,0.09451418,0.12194698,0.06960805,0.18349199,0.09226711,15.26004880,19.98303657,0.01169081,365.07691600,0.01169081,381.37263100,-4.27291150
MIX_2944,0.90000000,0.40000000,0.20000000,0.02000000,1.10000000,54.00000000,36.00000000,100.00000000,96.54644900,5.89795900,292.44440800,0.55999387,1.48245389,0.61415066,0.09451418,0.12194698,0.06960805,0.05557388,0.09226711,10.56847926,10.99067014,0.01195300,276.16022572,0.01195300,292.44440800,-5.56830011
MIX_2945,0.90000000,0.40000000,0.20000000,0.02000000,1.40000000,54.00000000,36.00000000,100.00000000,123.31722400,6.44898000,319.76620400,0.55999387,1.48513176,0.61415066,0.09451418,0.12194698,0.06960805,0.06076591,0.09226711,12.07739218,13.98812560,0.01306972,303.53116811,0.01306972,319.76620400,-5.07715815
MIX_2946,0.90000000,0.40000000,0.20000000,0.02000000,1.70000000,54.00000000,36.00000000,100.00000000,150.08800000,7.00000000,347.08800000,0.55999387,1.48780963,0.61415066,0.09451418,0.12194698,0.06960805,0.06595793,0.09226711,13.58630513,16.98558113,0.01418644,330.90211050,0.01418644,347.08800000,-4.66333884
MIX_2947,0.90000000,0.40000000,0.20000000,0.02000000,2.00000000,54.00000000,36.00000000,100.00000000,176.85877600,7.55102000,374.40979600,0.55999387,1.49048750,0.61415066,0.09451418,0.12194698,0.06960805,0.07114995,0.09226711,15.09521807,19.98303666,0.01530315,358.27305289,0.01530315,374.40979600,-4.30991477
MIX_2948,0.90000000,0.40000000,0.20000000,0.03000000,1.10000000,54.00000000,36.00000000,100.00000000,95.28173200,8.93814400,294.21987600,0.55999387,1.49722869,0.61415066,0.09451418,0.12194698,0.06960805,0.08422021,0.09226711,10.61249717,10.99067013,0.01202557,277.93888884,0.01202557,294.21987600,-5.53361227
MIX_2949,0.90000000,0.40000000,0.20000000,0.03000000,1.40000000,54.00000000,36.00000000,100.00000000,121.93435100,9.77319600,321.70754600,0.55999387,1.50128691,0.61415066,0.09451418,0.12194698,0.06960805,0.09208854,0.09226711,12.12552255,13.98812570,0.01314907,305.47600474,0.01314907,321.70754700,-5.04543409
MIX_2950,0.90000000,0.40000000,0.20000000,0.03000000,1.70000000,54.00000000,36.00000000,100.00000000,148.58696900,10.60824700,349.19521600,0.55999387,1.50534513,0.61415066,0.09451418,0.12194698,0.06960805,0.09995686,0.09226711,13.63854783,16.98558110,0.01427256,333.01311864,0.01427256,349.19521600,-4.63411199
MIX_2951,0.90000000,0.40000000,0.20000000,0.03000000,2.00000000,54.00000000,36.00000000,100.00000000,175.23958800,11.44329900,376.68288700,0.55999387,1.50940334,0.61415066,0.09451418,0.12194698,0.06960805,0.10782519,0.09226711,15.15157320,19.98303666,0.01539606,360.55023454,0.01539606,376.68288700,-4.28282065
MIX_2952,0.90000000,0.40000000,0.20000000,0.04000000,1.10000000,54.00000000,36.00000000,100.00000000,93.99066700,12.04166700,296.03233300,0.55999387,1.51231132,0.61415066,0.09451418,0.12194698,0.06960805,0.11346335,0.09226711,10.65743218,10.99067019,0.01209965,279.75460853,0.01209965,296.03233400,-5.49863093
MIX_2953,0.90000000,0.40000000,0.20000000,0.04000000,1.40000000,54.00000000,36.00000000,100.00000000,120.52266700,13.16666700,323.68933300,0.55999387,1.51777863,0.61415066,0.09451418,0.12194698,0.06960805,0.12406373,0.09226711,12.17465558,13.98812569,0.01323007,307.46135815,0.01323007,323.68933400,-5.01344164
