mix_id,R,f_FA,yCO2,w_SS,w_b,cement_mass_g,flyash_mass_g,gangue_mass_g,water_mass_g,sodium_silicate_mass_g,total_mass_g,Ca_mol,Si_mol,Al_mol,Fe_mol,Mg_mol,K_mol,Na_mol,S_mol,O_mol,H_mol,C_mol,total_element_mass_g,CO2_moles,input_mass,mass_balance_error
MIX_0247,0.30000000,0.20000000,0.15000000,0.03000000,2.00000000,24.00000000,6.00000000,100.00000000,57.55546400,5.87628900,193.43175300,0.21835891,1.12100626,0.47250869,0.06167519,0.06433541,0.06043569,0.05536969,0.04100760,6.84927340,6.66101223,0.00592956,179.31248926,0.00592956,193.43175300,-7.29935159
MIX_0248,0.30000000,0.20000000,0.15000000,0.04000000,1.10000000,24.00000000,6.00000000,100.00000000,30.17466700,6.79166700,166.96633300,0.21835891,1.12545485,0.47250869,0.06167519,0.06433541,0.06043569,0.06399490,0.04100760,5.36213288,3.66355677,0.00511828,152.81136642,0.00511828,166.96633400,-8.47773754
MIX_0249,0.30000000,0.20000000,0.15000000,0.04000000,1.40000000,24.00000000,6.00000000,100.00000000,39.01866700,7.16666700,176.18533300,0.21835891,1.12727729,0.47250869,0.06167519,0.06433541,0.06043569,0.06752836,0.04100760,5.86768561,4.66270860,0.00540088,162.04280387,0.00540088,176.18533400,-8.02707570
MIX_0250,0.30000000,0.20000000,0.15000000,0.04000000,1.70000000,24.00000000,6.00000000,100.00000000,47.86266700,7.54166700,185.40433300,0.21835891,1.12909973,0.47250869,0.06167519,0.06433541,0.06043569,0.07106182,0.04100760,6.37323834,5.66186043,0.00568349,171.27424132,0.00568349,185.40433400,-7.62123106
MIX_0251,0.30000000,0.20000000,0.15000000,0.04000000,2.00000000,24.00000000,6.00000000,100.00000000,56.70666700,7.91666700,194.62333300,0.21835891,1.13092217,0.47250869,0.06167519,0.06433541,0.06043569,0.07459528,0.04100760,6.87879108,6.66101226,0.00596609,180.50567877,0.00596609,194.62333400,-7.25383485
MIX_0252,0.30000000,0.20000000,0.15000000,0.05000000,1.10000000,24.00000000,6.00000000,100.00000000,29.43115800,8.57894700,168.01010500,0.21835891,1.13414074,0.47250869,0.06167519,0.06433541,0.06043569,0.08083566,0.04100760,5.38798900,3.66355671,0.00515027,153.85654640,0.00515027,168.01010500,-8.42423055
MIX_0253,0.30000000,0.20000000,0.15000000,0.05000000,1.40000000,24.00000000,6.00000000,100.00000000,38.23410500,9.05263200,177.28673700,0.21835891,1.13644277,0.47250869,0.06167519,0.06433541,0.06043569,0.08529898,0.04100760,5.89496939,4.66270854,0.00543465,163.14569365,0.00543465,177.28673700,-7.97636845
MIX_0254,0.30000000,0.20000000,0.15000000,0.05000000,1.70000000,24.00000000,6.00000000,100.00000000,47.03705300,9.52631600,186.56336800,0.21835891,1.13874480,0.47250869,0.06167519,0.06433541,0.06043569,0.08976230,0.04100760,6.40194979,5.66186043,0.00571902,172.43484090,0.00571902,186.56336900,-7.57304512
MIX_0255,0.30000000,0.20000000,0.15000000,0.05000000,2.00000000,24.00000000,6.00000000,100.00000000,55.84000000,10.00000000,195.84000000,0.21835891,1.14104683,0.47250869,0.06167519,0.06433541,0.06043569,0.09422562,0.04100760,6.90893013,6.66101221,0.00600339,181.72398714,0.00600339,195.84000000,-7.20793140
MIX_0256,0.30000000,0.20000000,0.20000000,0.02000000,1.10000000,24.00000000,6.00000000,100.00000000,31.61616300,3.32653100,164.94269400,0.21835891,1.10861485,0.47250869,0.06167519,0.06433541,0.06043569,0.03134444,0.04100760,5.31537437,3.66355670,0.00674166,150.85916897,0.00674166,164.94269400,-8.53843519
MIX_0257,0.30000000,0.20000000,0.20000000,0.02000000,1.40000000,24.00000000,6.00000000,100.00000000,40.53975500,3.51020400,174.04995900,0.21835891,1.10950747,0.47250869,0.06167519,0.06433541,0.06043569,0.03307511,0.04100760,5.81834534,4.66270853,0.00711390,159.98281610,0.00711390,174.04995900,-8.08224431
MIX_0258,0.30000000,0.20000000,0.20000000,0.02000000,1.70000000,24.00000000,6.00000000,100.00000000,49.46334700,3.69387800,183.15722400,0.21835891,1.11040009,0.47250869,0.06167519,0.06433541,0.06043569,0.03480579,0.04100760,6.32131635,5.66186040,0.00748614,169.10646423,0.00748614,183.15722500,-7.67142043
MIX_0259,0.30000000,0.20000000,0.20000000,0.02000000,2.00000000,24.00000000,6.00000000,100.00000000,58.38693900,3.87755100,192.26449000,0.21835891,1.11129272,0.47250869,0.06167519,0.06433541,0.06043569,0.03653646,0.04100760,6.82428732,6.66101223,0.00785838,178.23011136,0.00785838,192.26449000,-7.29951674
MIX_0260,0.30000000,0.20000000,0.20000000,0.03000000,1.10000000,24.00000000,6.00000000,100.00000000,30.90284500,5.04123700,165.94408200,0.21835891,1.11694804,0.47250869,0.06167519,0.06433541,0.06043569,0.04750137,0.04100760,5.34020107,3.66355667,0.00678259,151.86235906,0.00678259,165.94408200,-8.48582412
MIX_0261,0.30000000,0.20000000,0.20000000,0.03000000,1.40000000,24.00000000,6.00000000,100.00000000,39.78705200,5.31958800,175.10663900,0.21835891,1.11830078,0.47250869,0.06167519,0.06433541,0.06043569,0.05012415,0.04100760,5.84454291,4.66270861,0.00715709,161.04139869,0.00715709,175.10664000,-8.03238604
MIX_0262,0.30000000,0.20000000,0.20000000,0.03000000,1.70000000,24.00000000,6.00000000,100.00000000,48.67125800,5.59793800,184.26919600,0.21835891,1.11965352,0.47250869,0.06167519,0.06433541,0.06043569,0.05274692,0.04100760,6.34888465,5.66186040,0.00753159,170.22043633,0.00753159,184.26919600,-7.62404134
MIX_0263,0.30000000,0.20000000,0.20000000,0.03000000,2.00000000,24.00000000,6.00000000,100.00000000,57.55546400,5.87628900,193.43175300,0.21835891,1.12100626,0.47250869,0.06167519,0.06433541,0.06043569,0.05536969,0.04100760,6.85322644,6.66101223,0.00790608,179.39947496,0.00790608,193.43175300,-7.25438188
MIX_0264,0.30000000,0.20000000,0.20000000,0.04000000,1.10000000,24.00000000,6.00000000,100.00000000,30.17466700,6.79166700,166.96633300,0.21835891,1.12545485,0.47250869,0.06167519,0.06433541,0.06043569,0.06399490,0.04100760,5.36554506,3.66355677,0.00682437,152.88645070,0.00682437,166.96633400,-8.43276783
MIX_0265,0.30000000,0.20000000,0.20000000,0.04000000,1.40000000,24.00000000,6.00000000,100.00000000,39.01866700,7.16666700,176.18533300,0.21835891,1.12727729,0.47250869,0.06167519,0.06433541,0.06043569,0.06752836,0.04100760,5.87128620,4.66270860,0.00720118,162.12203391,0.00720118,176.18533400,-7.98210599
MIX_0266,0.30000000,0.20000000,0.20000000,0.04000000,1.70000000,24.00000000,6.00000000,100.00000000,47.86266700,7.54166700,185.40433300,0.21835891,1.12909973,0.47250869,0.06167519,0.06433541,0.06043569,0.07106182,0.04100760,6.37702733,5.66186043,0.00757798,171.35761711,0.00757798,185.40433400,-7.57626134
MIX_0267,0.30000000,0.20000000,0.20000000,0.04000000,2.00000000,24.00000000,6.00000000,100.00000000,56.70666700,7.91666700,194.62333300,0.21835891,1.13092217,0.47250869,0.06167519,0.06433541,0.06043569,0.07459528,0.04100760,6.88276847,6.66101226,0.00795479,180.59320032,0.00795479,194.62333400,-7.20886514
MIX_0268,0.30000000,0.20000000,0.20000000,0.05000000,1.10000000,24.00000000,6.00000000,100.00000000,29.43115800,8.57894700,168.01010500,0.21835891,1.13414074,0.47250869,0.06167519,0.06433541,0.06043569,0.08083566,0.04100760,5.39142252,3.66355671,0.00686703,153.93210007,0.00686703,168.01010500,-8.37926084
MIX_0269,0.30000000,0.20000000,0.20000000,0.05000000,1.40000000,24.00000000,6.00000000,100.00000000,38.23410500,9.05263200,177.28673700,0.21835891,1.13644277,0.47250869,0.06167519,0.06433541,0.06043569,0.08529898,0.04100760,5.89859248,4.66270854,0.00724619,163.22541899,0.00724619,177.28673700,-7.93139873
MIX_0270,0.30000000,0.20000000,0.20000000,0.05000000,1.70000000,24.00000000,6.00000000,100.00000000,47.03705300,9.52631600,186.56336800,0.21835891,1.13874480,0.47250869,0.06167519,0.06433541,0.06043569,0.08976230,0.04100760,6.40576246,5.66186043,0.00762535,172.51873791,0.00762535,186.56336900,-7.52807540
MIX_0271,0.30000000,0.20000000,0.20000000,0.05000000,2.00000000,24.00000000,6.00000000,100.00000000,55.84000000,10.00000000,195.84000000,0.21835891,1.14104683,0.47250869,0.06167519,0.06433541,0.06043569,0.09422562,0.04100760,6.91293239,6.66101221,0.00800452,181.81205583,0.00800452,195.84000000,-7.16296169
MIX_0272,0.30000000,0.20000000,0.25000000,0.02000000,1.10000000,24.00000000,6.00000000,100.00000000,31.61616300,3.32653100,164.94269400,0.21835891,1.10861485,0.47250869,0.06167519,0.06433541,0.06043569,0.03134444,0.04100760,5.31874520,3.66355670,0.00842707,150.93334322,0.00842707,164.94269400,-8.49346548
MIX_0273,0.30000000,0.20000000,0.25000000,0.02000000,1.40000000,24.00000000,6.00000000,100.00000000,40.53975500,3.51020400,174.04995900,0.21835891,1.10950747,0.47250869,0.06167519,0.06433541,0.06043569,0.03307511,0.04100760,5.82190229,4.66270853,0.00889237,160.06108586,0.00889237,174.04995900,-8.03727459
MIX_0274,0.30000000,0.20000000,0.25000000,0.02000000,1.70000000,24.00000000,6.00000000,100.00000000,49.46334700,3.69387800,183.15722400,0.21835891,1.11040009,0.47250869,0.06167519,0.06433541,0.06043569,0.03480579,0.04100760,6.32505942,5.66186040,0.00935767,169.18882951,0.00935767,183.15722500,-7.62645071
MIX_0275,0.30000000,0.20000000,0.25000000,0.02000000,2.00000000,24.00000000,6.00000000,100.00000000,58.38693900,3.87755100,192.26449000,0.21835891,1.11129272,0.47250869,0.06167519,0.06433541,0.06043569,0.03653646,0.04100760,6.82821650,6.66101223,0.00982297,178.31657215,0.00982297,192.26449000,-7.25454703
MIX_0276,0.30000000,0.20000000,0.25000000,0.03000000,1.10000000,24.00000000,6.00000000,100.00000000,30.90284500,5.04123700,165.94408200,0.21835891,1.11694804,0.47250869,0.06167519,0.06433541,0.06043569,0.04750137,0.04100760,5.34359236,3.66355667,0.00847824,151.93698364,0.00847824,165.94408200,-8.44085441
MIX_0277,0.30000000,0.20000000,0.25000000,0.03000000,1.40000000,24.00000000,6.00000000,100.00000000,39.78705200,5.31958800,175.10663900,0.21835891,1.11830078,0.47250869,0.06167519,0.06433541,0.06043569,0.05012415,0.04100760,5.84812145,4.66270861,0.00894636,161.12014365,0.00894636,175.10664000,-7.98741633
MIX_0278,0.30000000,0.20000000,0.25000000,0.03000000,1.70000000,24.00000000,6.00000000,100.00000000,48.67125800,5.59793800,184.26919600,0.21835891,1.11965352,0.47250869,0.06167519,0.06433541,0.06043569,0.05274692,0.04100760,6.35265045,5.66186040,0.00941448,170.30330166,0.00941448,184.26919600,-7.57907162
MIX_0279,0.30000000,0.20000000,0.25000000,0.03000000,2.00000000,24.00000000,6.00000000,100.00000000,57.55546400,5.87628900,193.43175300,0.21835891,1.12100626,0.47250869,0.06167519,0.06433541,0.06043569,0.05536969,0.04100760,6.85717948,6.66101223,0.00988261,179.48646066,0.00988261,193.43175300,-7.20941217
MIX_0280,0.30000000,0.20000000,0.25000000,0.04000000,1.10000000,24.00000000,6.00000000,100.00000000,30.17466700,6.79166700,166.96633300,0.21835891,1.12545485,0.47250869,0.06167519,0.06433541,0.06043569,0.06399490,0.04100760,5.36895725,3.66355677,0.00853046,152.96153498,0.00853046,166.96633400,-8.38779812
MIX_0281,0.30000000,0.20000000,0.25000000,0.04000000,1.40000000,24.00000000,6.00000000,100.00000000,39.01866700,7.16666700,176.18533300,0.21835891,1.12727729,0.47250869,0.06167519,0.06433541,0.06043569,0.06752836,0.04100760,5.87488678,4.66270860,0.00900147,162.20126394,0.00900147,176.18533400,-7.93713627
MIX_0282,0.30000000,0.20000000,0.25000000,0.04000000,1.70000000,24.00000000,6.00000000,100.00000000,47.86266700,7.54166700,185.40433300,0.21835891,1.12909973,0.47250869,0.06167519,0.06433541,0.06043569,0.07106182,0.04100760,6.38081632,5.66186043,0.00947248,171.44099291,0.00947248,185.40433400,-7.53129163
MIX_0283,0.30000000,0.20000000,0.25000000,0.04000000,2.00000000,24.00000000,6.00000000,100.00000000,56.70666700,7.91666700,194.62333300,0.21835891,1.13092217,0.47250869,0.06167519,0.06433541,0.06043569,0.07459528,0.04100760,6.88674586,6.66101226,0.00994348,180.68072188,0.00994348,194.62333400,-7.16389543
MIX_0284,0.30000000,0.20000000,0.25000000,0.05000000,1.10000000,24.00000000,6.00000000,100.00000000,29.43115800,8.57894700,168.01010500,0.21835891,1.13414074,0.47250869,0.06167519,0.06433541,0.06043569,0.08083566,0.04100760,5.39485603,3.66355671,0.00858379,154.00765373,0.00858379,168.01010500,-8.33429113
MIX_0285,0.30000000,0.20000000,0.25000000,0.05000000,1.40000000,24.00000000,6.00000000,100.00000000,38.23410500,9.05263200,177.28673700,0.21835891,1.13644277,0.47250869,0.06167519,0.06433541,0.06043569,0.08529898,0.04100760,5.90221558,4.66270854,0.00905774,163.30514432,0.00905774,177.28673700,-7.88642902
MIX_0286,0.30000000,0.20000000,0.25000000,0.05000000,1.70000000,24.00000000,6.00000000,100.00000000,47.03705300,9.52631600,186.56336800,0.21835891,1.13874480,0.47250869,0.06167519,0.06433541,0.06043569,0.08976230,0.04100760,6.40957514,5.66186043,0.00953169,172.60263492,0.00953169,186.56336900,-7.48310569
MIX_0287,0.30000000,0.20000000,0.25000000,0.05000000,2.00000000,24.00000000,6.00000000,100.00000000,55.84000000,10.00000000,195.84000000,0.21835891,1.14104683,0.47250869,0.06167519,0.06433541,0.06043569,0.09422562,0.04100760,6.91693465,6.66101221,0.01000564,181.90012452,0.01000564,195.84000000,-7.11799197
MIX_0288,0.30000000,0.20000000,0.30000000,0.02000000,1.10000000,24.00000000,6.00000000,100.00000000,31.61616300,3.32653100,164.94269400,0.21835891,1.10861485,0.47250869,0.06167519,0.06433541,0.06043569,0.03134444,0.04100760,5.32211603,3.66355670,0.01011249,151.00751748,0.01011249,164.94269400,-8.44849577
MIX_0289,0.30000000,0.20000000,0.30000000,0.02000000,1.40000000,24.00000000,6.00000000,100.00000000,40.53975500,3.51020400,174.04995900,0.21835891,1.10950747,0.47250869,0.06167519,0.06433541,0.06043569,0.03307511,0.04100760,5.82545924,4.66270853,0.01067085,160.13935563,0.01067085,174.04995900,-7.99230488
MIX_0290,0.30000000,0.20000000,0.30000000,0.02000000,1.70000000,24.00000000,6.00000000,100.00000000,49.46334700,3.69387800,183.15722400,0.21835891,1.11040009,0.47250869,0.06167519,0.06433541,0.06043569,0.03480579,0.04100760,6.32880248,5.66186040,0.01122920,169.27119478,0.01122920,183.15722500,-7.58148100
MIX_0291,0.30000000,0.20000000,0.30000000,0.02000000,2.00000000,24.00000000,6.00000000,100.00000000,58.38693900,3.87755100,192.26449000,0.21835891,1.11129272,0.47250869,0.06167519,0.06433541,0.06043569,0.03653646,0.04100760,6.83214569,6.66101223,0.01178756,178.40303294,0.01178756,192.26449000,-7.20957732
MIX_0292,0.30000000,0.20000000,0.30000000,0.03000000,1.10000000,24.00000000,6.00000000,100.00000000,30.90284500,5.04123700,165.94408200,0.21835891,1.11694804,0.47250869,0.06167519,0.06433541,0.06043569,0.04750137,0.04100760,5.34698365,3.66355667,0.01017388,152.01160822,0.01017388,165.94408200,-8.39588470
MIX_0293,0.30000000,0.20000000,0.30000000,0.03000000,1.40000000,24.00000000,6.00000000,100.00000000,39.78705200,5.31958800,175.10663900,0.21835891,1.11830078,0.47250869,0.06167519,0.06433541,0.06043569,0.05012415,0.04100760,5.85169999,4.66270861,0.01073563,161.19888860,0.01073563,175.10664000,-7.94244661
MIX_0294,0.30000000,0.20000000,0.30000000,0.03000000,1.70000000,24.00000000,6.00000000,100.00000000,48.67125800,5.59793800,184.26919600,0.21835891,1.11965352,0.47250869,0.06167519,0.06433541,0.06043569,0.05274692,0.04100760,6.35641624,5.66186040,0.01129738,170.38616698,0.01129738,184.26919600,-7.53410191
MIX_0295,0.30000000,0.20000000,0.30000000,0.03000000,2.00000000,24.00000000,6.00000000,100.00000000,57.55546400,5.87628900,193.43175300,0.21835891,1.12100626,0.47250869,0.06167519,0.06433541,0.06043569,0.05536969,0.04100760,6.86113252,6.66101223,0.01185913,179.57344637,0.01185913,193.43175300,-7.16444245
MIX_0296,0.30000000,0.20000000,0.30000000,0.04000000,1.10000000,24.00000000,6.00000000,100.00000000,30.17466700,6.79166700,166.96633300,0.21835891,1.12545485,0.47250869,0.06167519,0.06433541,0.06043569,0.06399490,0.04100760,5.37236943,3.66355677,0.01023656,153.03661926,0.01023656,166.96633400,-8.34282841
MIX_0297,0.30000000,0.20000000,0.30000000,0.04000000,1.40000000,24.00000000,6.00000000,100.00000000,39.01866700,7.16666700,176.18533300,0.21835891,1.12727729,0.47250869,0.06167519,0.06433541,0.06043569,0.06752836,0.04100760,5.87848737,4.66270860,0.01080176,162.28049398,0.01080176,176.18533400,-7.89216656
MIX_0298,0.30000000,0.20000000,0.30000000,0.04000000,1.70000000,24.00000000,6.00000000,100.00000000,47.86266700,7.54166700,185.40433300,0.21835891,1.12909973,0.47250869,0.06167519,0.06433541,0.06043569,0.07106182,0.04100760,6.38460531,5.66186043,0.01136697,171.52436871,0.01136697,185.40433400,-7.48632192
MIX_0299,0.30000000,0.20000000,0.30000000,0.04000000,2.00000000,24.00000000,6.00000000,100.00000000,56.70666700,7.91666700,194.62333300,0.21835891,1.13092217,0.47250869,0.06167519,0.06433541,0.06043569,0.07459528,0.04100760,6.89072326,6.66101226,0.01193218,180.76824343,0.01193218,194.62333400,-7.11892571
MIX_0300,0.30000000,0.20000000,0.30000000,0.05000000,1.10000000,24.00000000,6.00000000,100.00000000,29.43115800,8.57894700,168.01010500,0.21835891,1.13414074,0.47250869,0.06167519,0.06433541,0.06043569,0.08083566,0.04100760,5.39828955,3.66355671,0.01030055,154.08320739,0.01030055,168.01010500,-8.28932141
MIX_0301,0.30000000,0.20000000,0.30000000,0.05000000,1.40000000,24.00000000,6.00000000,100.00000000,38.23410500,9.05263200,177.28673700,0.21835891,1.13644277,0.47250869,0.06167519,0.06433541,0.06043569,0.08529898,0.04100760,5.90583868,4.66270854,0.01086929,163.38486966,0.01086929,177.28673700,-7.84145931
MIX_0302,0.30000000,0.20000000,0.30000000,0.05000000,1.70000000,24.00000000,6.00000000,100.00000000,47.03705300,9.52631600,186.56336800,0.21835891,1.13874480,0.47250869,0.06167519,0.06433541,0.06043569,0.08976230,0.04100760,6.41338782,5.66186043,0.01143803,172.68653193,0.01143803,186.56336900,-7.43813598
MIX_0303,0.30000000,0.20000000,0.30000000,0.05000000,2.00000000,24.00000000,6.00000000,100.00000000,55.84000000,10.00000000,195.84000000,0.21835891,1.14104683,0.47250869,0.06167519,0.06433541,0.06043569,0.09422562,0.04100760,6.92093691,6.66101221,0.01200677,181.98819320,0.01200677,195.84000000,-7.07302226
MIX_0304,0.30000000,0.20000000,0.35000000,0.02000000,1.10000000,24.00000000,6.00000000,100.00000000,31.61616300,3.32653100,164.94269400,0.21835891,1.10861485,0.47250869,0.06167519,0.06433541,0.06043569,0.03134444,0.04100760,5.32548686,3.66355670,0.01179790,151.08169174,0.01179790,164.94269400,-8.40352605
MIX_0305,0.30000000,0.20000000,0.35000000,0.02000000,1.40000000,24.00000000,6.00000000,100.00000000,40.53975500,3.51020400,174.04995900,0.21835891,1.10950747,0.47250869,0.06167519,0.06433541,0.06043569,0.03307511,0.04100760,5.82901619,4.66270853,0.01244932,160.21762540,0.01244932,174.04995900,-7.94733517
MIX_0306,0.30000000,0.20000000,0.35000000,0.02000000,1.70000000,24.00000000,6.00000000,100.00000000,49.46334700,3.69387800,183.15722400,0.21835891,1.11040009,0.47250869,0.06167519,0.06433541,0.06043569,0.03480579,0.04100760,6.33254555,5.66186040,0.01310074,169.35356006,0.01310074,183.15722500,-7.53651129
MIX_0307,0.30000000,0.20000000,0.35000000,0.02000000,2.00000000,24.00000000,6.00000000,100.00000000,58.38693900,3.87755100,192.26449000,0.21835891,1.11129272,0.47250869,0.06167519,0.06433541,0.06043569,0.03653646,0.04100760,6.83607488,6.66101223,0.01375216,178.48949373,0.01375216,192.26449000,-7.16460760
MIX_0308,0.30000000,0.20000000,0.35000000,0.03000000,1.10000000,24.00000000,6.00000000,100.00000000,30.90284500,5.04123700,165.94408200,0.21835891,1.11694804,0.47250869,0.06167519,0.06433541,0.06043569,0.04750137,0.04100760,5.35037495,3.66355667,0.01186953,152.08623279,0.01186953,165.94408200,-8.35091498
MIX_0309,0.30000000,0.20000000,0.35000000,0.03000000,1.40000000,24.00000000,6.00000000,100.00000000,39.78705200,5.31958800,175.10663900,0.21835891,1.11830078,0.47250869,0.06167519,0.06433541,0.06043569,0.05012415,0.04100760,5.85527854,4.66270861,0.01252490,161.27763355,0.01252490,175.10664000,-7.89747690
MIX_0310,0.30000000,0.20000000,0.35000000,0.03000000,1.70000000,24.00000000,6.00000000,100.00000000,48.67125800,5.59793800,184.26919600,0.21835891,1.11965352,0.47250869,0.06167519,0.06433541,0.06043569,0.05274692,0.04100760,6.36018203,5.66186040,0.01318027,170.46903231,0.01318027,184.26919600,-7.48913220
MIX_0311,0.30000000,0.20000000,0.35000000,0.03000000,2.00000000,24.00000000,6.00000000,100.00000000,57.55546400,5.87628900,193.43175300,0.21835891,1.12100626,0.47250869,0.06167519,0.06433541,0.06043569,0.05536969,0.04100760,6.86508557,6.66101223,0.01383565,179.66043207,0.01383565,193.43175300,-7.11947274
MIX_0312,0.30000000,0.20000000,0.35000000,0.04000000,1.10000000,24.00000000,6.00000000,100.00000000,30.17466700,6.79166700,166.96633300,0.21835891,1.12545485,0.47250869,0.06167519,0.06433541,0.06043569,0.06399490,0.04100760,5.37578162,3.66355677,0.01194265,153.11170354,0.01194265,166.96633400,-8.29785869
MIX_0313,0.30000000,0.20000000,0.35000000,0.04000000,1.40000000,24.00000000,6.00000000,100.00000000,39.01866700,7.16666700,176.18533300,0.21835891,1.12727729,0.47250869,0.06167519,0.06433541,0.06043569,0.06752836,0.04100760,5.88208796,4.66270860,0.01260206,162.35972402,0.01260206,176.18533400,-7.84719685
MIX_0314,0.30000000,0.20000000,0.35000000,0.04000000,1.70000000,24.00000000,6.00000000,100.00000000,47.86266700,7.54166700,185.40433300,0.21835891,1.12909973,0.47250869,0.06167519,0.06433541,0.06043569,0.07106182,0.04100760,6.38839431,5.66186043,0.01326147,171.60774450,0.01326147,185.40433400,-7.44135220
MIX_0315,0.30000000,0.20000000,0.35000000,0.04000000,2.00000000,24.00000000,6.00000000,100.00000000,56.70666700,7.91666700,194.62333300,0.21835891,1.13092217,0.47250869,0.06167519,0.06433541,0.06043569,0.07459528,0.04100760,6.89470065,6.66101226,0.01392088,180.85576499,0.01392088,194.62333400,-7.07395600
MIX_0316,0.30000000,0.20000000,0.35000000,0.05000000,1.10000000,24.00000000,6.00000000,100.00000000,29.43115800,8.57894700,168.01010500,0.21835891,1.13414074,0.47250869,0.06167519,0.06433541,0.06043569,0.08083566,0.04100760,5.40172307,3.66355671,0.01201731,154.15876105,0.01201731,168.01010500,-8.24435170
MIX_0317,0.30000000,0.20000000,0.35000000,0.05000000,1.40000000,24.00000000,6.00000000,100.00000000,38.23410500,9.05263200,177.28673700,0.21835891,1.13644277,0.47250869,0.06167519,0.06433541,0.06043569,0.08529898,0.04100760,5.90946177,4.66270854,0.01268084,163.46459500,0.01268084,177.28673700,-7.79648959
MIX_0318,0.30000000,0.20000000,0.35000000,0.05000000,1.70000000,24.00000000,6.00000000,100.00000000,47.03705300,9.52631600,186.56336800,0.21835891,1.13874480,0.47250869,0.06167519,0.06433541,0.06043569,0.08976230,0.04100760,6.41720050,5.66186043,0.01334437,172.77042894,0.01334437,186.56336900,-7.39316626
MIX_0319,0.30000000,0.20000000,0.35000000,0.05000000,2.00000000,24.00000000,6.00000000,100.00000000,55.84000000,10.00000000,195.84000000,0.21835891,1.14104683,0.47250869,0.06167519,0.06433541,0.06043569,0.09422562,0.04100760,6.92493916,6.66101221,0.01400790,182.07626189,0.01400790,195.84000000,-7.02805255
MIX_0320,0.30000000,0.20000000,0.40000000,0.02000000,1.10000000,24.00000000,6.00000000,100.00000000,31.61616300,3.32653100,164.94269400,0.21835891,1.10861485,0.47250869,0.06167519,0.06433541,0.06043569,0.03134444,0.04100760,5.32885769,3.66355670,0.01348332,151.15586599,0.01348332,164.94269400,-8.35855634
MIX_0321,0.30000000,0.20000000,0.40000000,0.02000000,1.40000000,24.00000000,6.00000000,100.00000000,40.53975500,3.51020400,174.04995900,0.21835891,1.10950747,0.47250869,0.06167519,0.06433541,0.06043569,0.03307511,0.04100760,5.83257314,4.66270853,0.01422779,160.29589517,0.01422779,174.04995900,-7.90236545
MIX_0322,0.30000000,0.20000000,0.40000000,0.02000000,1.70000000,24.00000000,6.00000000,100.00000000,49.46334700,3.69387800,183.15722400,0.21835891,1.11040009,0.47250869,0.06167519,0.06433541,0.06043569,0.03480579,0.04100760,6.33628862,5.66186040,0.01497227,169.43592534,0.01497227,183.15722500,-7.49154158
MIX_0323,0.30000000,0.20000000,0.40000000,0.02000000,2.00000000,24.00000000,6.00000000,100.00000000,58.38693900,3.87755100,192.26449000,0.21835891,1.11129272,0.47250869,0.06167519,0.06433541,0.06043569,0.03653646,0.04100760,6.84000407,6.66101223,0.01571675,178.57595452,0.01571675,192.26449000,-7.11963789
MIX_0324,0.30000000,0.20000000,0.40000000,0.03000000,1.10000000,24.00000000,6.00000000,100.00000000,30.90284500,5.04123700,165.94408200,0.21835891,1.11694804,0.47250869,0.06167519,0.06433541,0.06043569,0.04750137,0.04100760,5.35376624,3.66355667,0.01356518,152.16085737,0.01356518,165.94408200,-8.30594527
MIX_0325,0.30000000,0.20000000,0.40000000,0.03000000,1.40000000,24.00000000,6.00000000,100.00000000,39.78705200,5.31958800,175.10663900,0.21835891,1.11830078,0.47250869,0.06167519,0.06433541,0.06043569,0.05012415,0.04100760,5.85885708,4.66270861,0.01431417,161.35637851,0.01431417,175.10664000,-7.85250719
MIX_0326,0.30000000,0.20000000,0.40000000,0.03000000,1.70000000,24.00000000,6.00000000,100.00000000,48.67125800,5.59793800,184.26919600,0.21835891,1.11965352,0.47250869,0.06167519,0.06433541,0.06043569,0.05274692,0.04100760,6.36394783,5.66186040,0.01506317,170.55189764,0.01506317,184.26919600,-7.44416248
MIX_0327,0.30000000,0.20000000,0.40000000,0.03000000,2.00000000,24.00000000,6.00000000,100.00000000,57.55546400,5.87628900,193.43175300,0.21835891,1.12100626,0.47250869,0.06167519,0.06433541,0.06043569,0.05536969,0.04100760,6.86903861,6.66101223,0.01581217,179.74741778,0.01581217,193.43175300,-7.07450303
MIX_0328,0.30000000,0.20000000,0.40000000,0.04000000,1.10000000,24.00000000,6.00000000,100.00000000,30.17466700,6.79166700,166.96633300,0.21835891,1.12545485,0.47250869,0.06167519,0.06433541,0.06043569,0.06399490,0.04100760,5.37919380,3.66355677,0.01364874,153.18678782,0.01364874,166.96633400,-8.25288898
MIX_0329,0.30000000,0.20000000,0.40000000,0.04000000,1.40000000,24.00000000,6.00000000,100.00000000,39.01866700,7.16666700,176.18533300,0.21835891,1.12727729,0.47250869,0.06167519,0.06433541,0.06043569,0.06752836,0.04100760,5.88568855,4.66270860,0.01440235,162.43895406,0.01440235,176.18533400,-7.80222714
MIX_0330,0.30000000,0.20000000,0.40000000,0.04000000,1.70000000,24.00000000,6.00000000,100.00000000,47.86266700,7.54166700,185.40433300,0.21835891,1.12909973,0.47250869,0.06167519,0.06433541,0.06043569,0.07106182,0.04100760,6.39218330,5.66186043,0.01515596,171.69112030,0.01515596,185.40433400,-7.39638249
